"Campus
Number",Campus,District,"ESC
Region",Region,"SBOE
District",# of Consecutive Years Campus is Academically Unacceptable,Campus 2020 Rating,Campus 2019 Rating,Campus 2018 Rating,Campus 2017 Rating,Campus 2016 Rating,Campus 2015 Rating,Campus 2014 Rating,Campus 2013 Rating,Campus 2012 Rating,Campus 2011 Rating
166901002,CAMERON YOE H S,CAMERON ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
166901041,CAMERON MIDDLE,CAMERON ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
166901101,CAMERON EL,CAMERON ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
166901104,BEN MILAM EL,CAMERON ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
145902001,CENTERVILLE JR-SR H S,CENTERVILLE ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
145902101,CENTERVILLE EL,CENTERVILLE ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,n/a,Recognized
228904001,CENTERVILLE H S,CENTERVILLE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,n/a,Academically Acceptable
204901001,COLDSPRING-OAKHURST H S,COLDSPRING-OAKHURST CISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
204901041,LINCOLN J H,COLDSPRING-OAKHURST CISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,D,Improvement Required,Met Standard,Improvement Required,Met Standard,Improvement Required,Met Standard,n/a,Academically Unacceptable
204901102,STREET EL,COLDSPRING-OAKHURST CISD,06,REGION 06: HUNTSVILLE,8,1,Not Rated: Declared State of Disaster,F,Not Rated: Harvey Provision,Met Standard,Met Standard,Improvement Required,Met Standard,Met Standard,n/a,Academically Acceptable
204901103,COLDSPRING INT,COLDSPRING-OAKHURST CISD,06,REGION 06: HUNTSVILLE,8,1,Not Rated: Declared State of Disaster,F,Not Rated: Harvey Provision,Met Standard,Met Standard,Improvement Required,Met Standard,Met Standard,n/a,Academically Acceptable
021901001,A & M CONS H S,COLLEGE STATION ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
021901003,COLLEGE STATION H S,COLLEGE STATION ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,
021901004,COLLEGE VIEW H S,COLLEGE STATION ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,Met Standard,Improvement Required,,,,,n/a,
021901015,COLLEGE STATION JJAEP,COLLEGE STATION ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated,Not Rated,,Not Rated,,,Not Rated,Not Rated,n/a,
021901041,COLLEGE STATION MIDDLE,COLLEGE STATION ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
021901042,A & M CONSOLIDATED MIDDLE,COLLEGE STATION ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
021901043,WELLBORN MIDDLE,COLLEGE STATION ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,,,,,,,n/a,
021901101,SOUTH KNOLL EL,COLLEGE STATION ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
021901102,COLLEGE HILLS EL,COLLEGE STATION ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
021901104,SOUTHWOOD VALLEY EL,COLLEGE STATION ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
021901105,ROCK PRAIRIE EL,COLLEGE STATION ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
021901107,PEBBLE CREEK EL,COLLEGE STATION ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
021901108,FOREST RIDGE,COLLEGE STATION ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
021901109,CREEK VIEW EL,COLLEGE STATION ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
021901110,GREENS PRAIRIE EL,COLLEGE STATION ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,
021901111,SPRING CREEK EL,COLLEGE STATION ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,,,,n/a,
021901112,RIVER BEND EL,COLLEGE STATION ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,,,,,,,,n/a,
021901201,OAKWOOD INT,COLLEGE STATION ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
021901202,CYPRESS GROVE INT,COLLEGE STATION ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
021901203,PECAN TRAIL INT,COLLEGE STATION ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,,,,,,n/a,
170902001,CONROE H S,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
170902002,HAUKE ALTER ED,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Alternative Education Standard,Met Alternative Education Standard,Met Alternative Education Standard,Met Alternative Education Standard,Met Alternative Education Standard,n/a,AEA: Academically Acceptable
170902003,THE WOODLANDS H S,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
170902005,OAK RIDGE H S,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
170902010,JJAEP,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,n/a,Not Rated
170902011,CANEY CREEK H S,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
170902014,COLLEGE PARK H S,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
170902016,GRAND OAKS H S,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,,,,,,,n/a,
170902041,PEET J H,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
170902043,WASHINGTON J H,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
170902045,WILKERSON INT,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
170902046,KNOX J H,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
170902049,YORK J H,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
170902050,COLLINS INT,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
170902051,MOORHEAD J H,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
170902053,MCCULLOUGH J H,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
170902054,IRONS J H,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,
170902067,MITCHELL INT,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
170902068,GRANGERLAND INT,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
170902069,VOGEL INT,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
170902070,TRAVIS INT,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
170902071,TOUGH EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
170902073,CRYAR INTERMEDIATE,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
170902074,DERETCHIN EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
170902077,COX INT,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
170902078,BOZMAN INT,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
170902080,CLARK INT,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,,,,,,,n/a,
170902101,ANDERSON EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
170902102,AUSTIN EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Improvement Required,Improvement Required,Met Standard,n/a,Academically Acceptable
170902103,RUNYAN EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
170902104,HOUSTON EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Improvement Required,Improvement Required,Improvement Required,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
170902105,MILAM EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,n/a,Recognized
170902106,CREIGHTON EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
170902107,ARMSTRONG EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
170902108,LAMAR EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
170902109,OAK RIDGE EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
170902111,HOUSER EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
170902112,FORD EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
170902113,HAILEY EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
170902114,RICE EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
170902115,SAN JACINTO EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
170902116,GLEN LOCH EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
170902117,RIDE EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
170902118,DAVID EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
170902119,GIESINGER EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
170902120,GALATAS EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
170902121,BUSH EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
170902122,POWELL EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
170902123,BUCKALEW EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
170902124,REAVES EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
170902125,KAUFMAN EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
170902126,WILKINSON EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
170902127,BROADWAY EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
170902128,PATTERSON EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,,,n/a,
170902129,BIRNHAM WOODS EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,n/a,Recognized
170902130,STEWART EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,,,n/a,
170902131,SNYDER EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,,n/a,
170902132,BRADLEY EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,,,,,,n/a,
170902133,SUCHMA EL,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,,,,,,,,n/a,
170902201,JUVENILE DETENTION CTR,CONROE ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,n/a,AEA: Academically Acceptable
187904001,CORRIGAN-CAMDEN H S,CORRIGAN-CAMDEN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Improvement Required,Met Standard,Met Standard,Met Standard,n/a,Recognized
187904041,CORRIGAN-CAMDEN J H,CORRIGAN-CAMDEN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,Met Standard,n/a,Academically Acceptable
187904103,CORRIGAN-CAMDEN EL,CORRIGAN-CAMDEN ISD,06,REGION 06: HUNTSVILLE,8,1,Not Rated: Declared State of Disaster,F,Met Standard,Improvement Required,Improvement Required,Met Standard,Met Standard,Improvement Required,n/a,Academically Unacceptable
113901002,CROCKETT H S,CROCKETT ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Unacceptable
113901041,CROCKETT J H,CROCKETT ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Unacceptable
113901102,CROCKETT EL,CROCKETT ISD,06,REGION 06: HUNTSVILLE,8,1,Not Rated: Declared State of Disaster,F,Met Standard,Improvement Required,Not rated: Data Integrity Issue,Met Standard,Met Standard,Improvement Required,n/a,Academically Acceptable
113901105,EARLY CHILDHOOD CTR,CROCKETT ISD,06,REGION 06: HUNTSVILLE,8,1,Not Rated: Declared State of Disaster,F,Met Standard,Improvement Required,Not rated: Data Integrity Issue,Met Standard,Met Standard,Improvement Required,n/a,Not Rated
198903001,FRANKLIN H S,FRANKLIN ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
