mls,latitude,longitude,campus_number,rating
58974837,29.75559324,-95.46485717,101912116,B
59418545,29.7365194,-95.48219241,101912116,B
59495541,29.74862389,-95.48745634,101912116,B
59696206,29.74459361,-95.46902066,101912116,B
60051258,29.73608472,-95.46852394,101912116,B
60437112,29.76453229,-95.47744318,101912116,B
60492410,29.75702608,-95.46566261,101912116,B
60958404,29.74607729,-95.48759661,101912116,B
61144353,29.76340688,-95.48457286,101912116,B
62495647,29.74607671,-95.48764082,101912116,B
62969474,29.72916536,-95.47159016,101912116,B
63139875,29.74886278,-95.48975078,101912116,B
64016255,29.73991721,-95.47564044,101912116,B
64197796,29.74485024,-95.48247449,101912116,B
64667540,29.73400767,-95.47431856,101912116,B
64997392,29.73843073,-95.50520435,101912116,B
66270166,29.74177244,-95.48735751,101912116,B
66900666,29.75361749,-95.48760941,101912116,B
67295326,29.73513589,-95.47369583,101912116,B
67617557,29.76391224,-95.4749738,101912116,B
67911457,29.74449368,-95.48856705,101912116,B
68130226,29.73554242,-95.47880698,101912116,B
70501803,29.73436357,-95.46981463,101912116,B
70536368,29.73554424,-95.47858746,101912116,B
70587411,29.74785161,-95.476194,101912116,B
71263953,29.74138818,-95.47577498,101912116,B
71746364,29.75365714,-95.47312012,101912116,B
72820044,29.747608,-95.47960466,101912116,B
73253841,29.7501983,-95.49295998,101912116,B
73657099,29.75154629,-95.46626429,101912116,B
74104330,29.72978001,-95.47405162,101912116,B
74792567,29.74648591,-95.49091641,101912116,B
74962836,29.75702071,-95.4658243,101912116,B
76820368,29.74905674,-95.47602701,101912116,B
76952242,29.76620264,-95.48036045,101912116,B
77436657,29.746077,-95.48761871,101912116,B
77592956,29.75233764,-95.48866754,101912116,B
77935188,29.74152624,-95.48735437,101912116,B
79344725,29.73931043,-95.4873261,101912116,B
79374445,29.76328929,-95.46940376,101912116,B
79647584,29.73298757,-95.47519693,101912116,B
80994958,29.75360076,-95.49265076,101912116,B
81742599,29.74770744,-95.48860244,101912116,B
81758073,29.75519094,-95.47203842,101912116,B
82424613,29.7271359,-95.47394624,101912116,B
82558911,29.75130898,-95.46858349,101912116,B
83639619,29.74836593,-95.47724964,101912116,B
84588824,29.75850776,-95.46653776,101912116,B
85272867,29.73607849,-95.46905061,101912116,B
85418105,29.74139978,-95.47567881,101912116,B
85542229,29.71599425,-95.34768588,101912116,B
85999774,29.74794626,-95.46959594,101912116,B
86810708,29.75923507,-95.45875469,101912116,B
87544554,29.73875406,-95.49400782,101912116,B
87854049,29.75786514,-95.49185226,101912116,B
88110699,29.75909763,-95.47914735,101912116,B
88314975,29.74683732,-95.46895435,101912116,B
88667793,29.72898816,-95.47180973,101912116,B
88754561,29.73303769,-95.47399615,101912116,B
88933905,29.75490089,-95.48735687,101912116,B
90924956,29.8035186,-95.4176687,101912116,B
91184041,29.72686197,-95.4710309,101912116,B
92297681,29.75416074,-95.47927094,101912116,B
92484278,29.76817427,-95.48046229,101912116,B
92687204,29.7546074,-95.45983654,101912116,B
93085439,29.76369715,-95.48633317,101912116,B
93516140,29.768372,-95.470265,101912116,B
93957956,29.75012852,-95.49372695,101912116,B
94178192,29.73591086,-95.46927088,101912116,B
94222200,29.76837149,-95.47841526,101912116,B
95197275,29.75647211,-95.47217352,101912116,B
95698683,29.73552345,-95.4811213,101912116,B
95729327,29.74300324,-95.46961566,101912116,B
96493235,29.74179296,-95.4887099,101912116,B
97387930,29.75019061,-95.4931249,101912116,B
97492260,29.75812208,-95.48862151,101912116,B
97900654,29.75811316,-95.48761843,101912116,B
98502954,29.73062271,-95.48237834,101912116,B
98652314,29.75078177,-95.49077901,101912116,B
55720545,29.7359998,-95.4695693,101912116,B
78501736,29.75652688,-95.46063695,101912116,B
242718,29.74515327,-95.46933089,101912009,C
535780,29.73437636,-95.47879482,101912009,C
3724611,29.73551194,-95.48246474,101912009,C
3834876,29.75554915,-95.46625197,101912009,C
4449267,29.75862834,-95.47170918,101912009,C
5232947,29.74819737,-95.50136516,101912009,C
8478987,29.74453858,-95.48875685,101912009,C
8955785,29.7302725,-95.5240635,101912009,C
9503476,29.76453851,-95.47708181,101912009,C
10013743,29.75709325,-95.46364139,101912009,C
10439739,29.73098096,-95.5100819,101912009,C
10848594,29.74317626,-95.4885449,101912009,C
10992816,29.74227161,-95.47017873,101912009,C
11579455,29.73047756,-95.50573246,101912009,C
12958635,29.72898383,-95.53679195,101912009,C
12994846,29.74254832,-95.50543265,101912009,C
13844431,29.72818096,-95.48635216,101912009,C
14753120,29.74453858,-95.48875685,101912009,C
15244885,29.75652361,-95.46214878,101912009,C
15899077,29.73375,-95.47304259,101912009,C
17924058,29.7360166,-95.52865709,101912009,C
17936925,29.75154086,-95.46647848,101912009,C
18079006,29.75567251,-95.46757496,101912009,C
18828450,29.76228353,-95.47040386,101912009,C
19212744,29.75692119,-95.46387694,101912009,C
20895706,29.75224255,-95.48866617,101912009,C
22686426,29.754988,-95.459836,101912009,C
22688398,29.748436,-95.5363797,101912009,C
22786898,29.73268634,-95.468993,101912009,C
22823093,29.73476824,-95.53311745,101912009,C
22829072,29.75244506,-95.46538402,101912009,C
22986427,29.76622218,-95.47892227,101912009,C
23612646,29.73552315,-95.48115666,101912009,C
23623971,29.72831769,-95.46885033,101912009,C
23990208,29.74319984,-95.46965278,101912009,C
24087275,29.74670745,-95.49294574,101912009,C
25561058,29.767494,-95.5175035,101912009,C
25996363,29.74449368,-95.48856705,101912009,C
26405425,29.73900515,-95.47471235,101912009,C
26828911,29.749441,-95.53578,101912009,C
27314558,29.73684696,-95.46914888,101912009,C
27436532,29.76313939,-95.47404035,101912009,C
28591492,29.7560688,-95.46474278,101912009,C
29114226,29.76169925,-95.46865316,101912009,C
29168820,29.75607625,-95.49103136,101912009,C
29827083,29.75072573,-95.46598822,101912009,C
30243501,29.73283529,-95.495993,101912009,C
32219004,29.734361,-95.47018271,101912009,C
32830094,29.73302704,-95.48078386,101912009,C
33049833,29.8579185,-95.3431253,101912009,C
33396805,29.75702205,-95.46578388,101912009,C
33896601,29.73433806,-95.47319971,101912009,C
34017288,29.75050726,-95.47078375,101912009,C
34320226,29.74607757,-95.48757451,101912009,C
34933911,29.74213714,-95.47721296,101912009,C
36165254,29.75148131,-95.46551924,101912009,C
36862015,29.75572364,-95.46595896,101912009,C
37303706,29.73087254,-95.53746717,101912009,C
37378060,29.73555515,-95.47727037,101912009,C
37441258,29.72831557,-95.46905286,101912009,C
37623074,29.75500955,-95.48891522,101912009,C
38050643,29.76884343,-95.47544753,101912009,C
38351593,29.74208659,-95.48751829,101912009,C
38668231,29.73684541,-95.46934422,101912009,C
39567934,29.75127152,-95.47058863,101912009,C
40151811,29.72699073,-95.46944549,101912009,C
40203824,29.76236352,-95.4706199,101912009,C
40252222,29.75444977,-95.494238,101912009,C
41699706,29.75378249,-95.48761441,101912009,C
41824857,29.8579185,-95.3431253,101912009,C
43604377,29.75079047,-95.4888343,101912009,C
43680858,29.72972179,-95.53241613,101912009,C
43957367,29.74434696,-95.48875363,101912009,C
44607125,29.72701443,-95.46881605,101912009,C
44613096,29.75686611,-95.46553433,101912009,C
44703631,29.8035186,-95.4176687,101912009,C
44978406,29.76528642,-95.4775032,101912009,C
45104240,29.75399609,-95.47943871,101912009,C
46930958,29.74010306,-95.49414412,101912009,C
47154111,29.74792551,-95.48975067,101912009,C
48249192,29.73302817,-95.4807119,101912009,C
48465429,29.7493543,-95.50123239,101912009,C
49616925,29.74179296,-95.4887099,101912009,C
49764750,29.76839917,-95.47100106,101912009,C
50200149,29.73418887,-95.48201404,101912009,C
50308928,29.7558426,-95.47519288,101912009,C
50754531,29.74237876,-95.49073382,101912009,C
50968832,29.73418904,-95.48198565,101912009,C
51165001,29.75805174,-95.4891004,101912009,C
51414640,29.76032504,-95.47988396,101912009,C
51688395,29.73585093,-95.52880052,101912009,C
52121536,29.75857782,-95.48951307,101912009,C
52357432,29.748436,-95.5363797,101912009,C
52727345,29.7465104,-95.52501,101912009,C
53229853,29.73302817,-95.4807119,101912009,C
54060539,29.814125,-95.3883449,101912009,C
54086224,29.76445327,-95.4694385,101912009,C
54430802,29.75300855,-95.48302862,101912009,C
54537275,29.7368458,-95.46929539,101912009,C
54668520,29.74870204,-95.48879827,101912009,C
55072083,29.74162824,-95.4945686,101912009,C
55808807,29.7366818,-95.46929339,101912009,C
56562057,29.72981751,-95.52275949,101912009,C
56787775,29.764167,-95.463293,101912009,C
57370805,29.75489005,-95.48735685,101912009,C
57671378,29.75441684,-95.46573841,101912009,C
58479431,29.734188,-95.482156,101912009,C
58589428,29.73188745,-95.52905298,101912009,C
58974837,29.75559324,-95.46485717,101912009,C
59418545,29.7365194,-95.48219241,101912009,C
59495541,29.74862389,-95.48745634,101912009,C
59696206,29.74459361,-95.46902066,101912009,C
60051258,29.73608472,-95.46852394,101912009,C
60437112,29.76453229,-95.47744318,101912009,C
60492410,29.75702608,-95.46566261,101912009,C
60788967,29.725966,-95.50666733,101912009,C
60958404,29.74607729,-95.48759661,101912009,C
61144353,29.76340688,-95.48457286,101912009,C
61208357,29.73283529,-95.495993,101912009,C
61338112,29.8579185,-95.3431253,101912009,C
62495647,29.74607671,-95.48764082,101912009,C
62969474,29.72916536,-95.47159016,101912009,C
63139875,29.74886278,-95.48975078,101912009,C
64016255,29.73991721,-95.47564044,101912009,C
64197796,29.74485024,-95.48247449,101912009,C
64667540,29.73400767,-95.47431856,101912009,C
64997392,29.73843073,-95.50520435,101912009,C
66270166,29.74177244,-95.48735751,101912009,C
66900666,29.75361749,-95.48760941,101912009,C
67295326,29.73513589,-95.47369583,101912009,C
67617557,29.76391224,-95.4749738,101912009,C
67911457,29.74449368,-95.48856705,101912009,C
68130226,29.73554242,-95.47880698,101912009,C
70501803,29.73436357,-95.46981463,101912009,C
70536368,29.73554424,-95.47858746,101912009,C
70587411,29.74785161,-95.476194,101912009,C
70587728,29.71404867,-95.50824907,101912009,C
71263953,29.74138818,-95.47577498,101912009,C
71746364,29.75365714,-95.47312012,101912009,C
72820044,29.747608,-95.47960466,101912009,C
73253841,29.7501983,-95.49295998,101912009,C
73657099,29.75154629,-95.46626429,101912009,C
74104330,29.72978001,-95.47405162,101912009,C
74792567,29.74648591,-95.49091641,101912009,C
74962836,29.75702071,-95.4658243,101912009,C
75186715,29.730385,-95.50272294,101912009,C
76820368,29.74905674,-95.47602701,101912009,C
76952242,29.76620264,-95.48036045,101912009,C
77436657,29.746077,-95.48761871,101912009,C
77592956,29.75233764,-95.48866754,101912009,C
77935188,29.74152624,-95.48735437,101912009,C
78188454,29.73493107,-95.53323914,101912009,C
79344725,29.73931043,-95.4873261,101912009,C
79374445,29.76328929,-95.46940376,101912009,C
79647584,29.73298757,-95.47519693,101912009,C
80218652,29.73086,-95.50254291,101912009,C
80994958,29.75360076,-95.49265076,101912009,C
81742599,29.74770744,-95.48860244,101912009,C
81758073,29.75519094,-95.47203842,101912009,C
82424613,29.7271359,-95.47394624,101912009,C
82558911,29.75130898,-95.46858349,101912009,C
83161587,29.7227843,-95.52646007,101912009,C
83639619,29.74836593,-95.47724964,101912009,C
84588824,29.75850776,-95.46653776,101912009,C
85016378,29.72577803,-95.50822945,101912009,C
85272867,29.73607849,-95.46905061,101912009,C
85418105,29.74139978,-95.47567881,101912009,C
85542229,29.71599425,-95.34768588,101912009,C
85999774,29.74794626,-95.46959594,101912009,C
86810708,29.75923507,-95.45875469,101912009,C
87544554,29.73875406,-95.49400782,101912009,C
87854049,29.75786514,-95.49185226,101912009,C
88110699,29.75909763,-95.47914735,101912009,C
88314975,29.74683732,-95.46895435,101912009,C
88667793,29.72898816,-95.47180973,101912009,C
88754561,29.73303769,-95.47399615,101912009,C
88933905,29.75490089,-95.48735687,101912009,C
90924956,29.8035186,-95.4176687,101912009,C
91018474,29.72912967,-95.50251107,101912009,C
91167715,29.72916157,-95.51049384,101912009,C
91184041,29.72686197,-95.4710309,101912009,C
92297681,29.75416074,-95.47927094,101912009,C
92484278,29.76817427,-95.48046229,101912009,C
92687204,29.7546074,-95.45983654,101912009,C
93085439,29.76369715,-95.48633317,101912009,C
93516140,29.768372,-95.470265,101912009,C
93957956,29.75012852,-95.49372695,101912009,C
94178192,29.73591086,-95.46927088,101912009,C
94222200,29.76837149,-95.47841526,101912009,C
95197275,29.75647211,-95.47217352,101912009,C
95698683,29.73552345,-95.4811213,101912009,C
95729327,29.74300324,-95.46961566,101912009,C
96214728,29.750552,-95.536767,101912009,C
96422088,29.73248673,-95.53027609,101912009,C
96493235,29.74179296,-95.4887099,101912009,C
96881021,29.71340814,-95.50720143,101912009,C
97387930,29.75019061,-95.4931249,101912009,C
97492260,29.75812208,-95.48862151,101912009,C
97900654,29.75811316,-95.48761843,101912009,C
98502954,29.73062271,-95.48237834,101912009,C
98652314,29.75078177,-95.49077901,101912009,C
55720545,29.7359998,-95.4695693,101912009,C
78501736,29.75652688,-95.46063695,101912009,C
468622,29.84255407,-95.42270099,101912174,D
3498325,29.8469138,-95.43213069,101912174,D
7870166,29.84691343,-95.43219075,101912174,D
8438080,29.83736982,-95.40923173,101912174,D
10131915,29.8593555,-95.4235948,101912174,D
11835422,29.84817031,-95.40288527,101912174,D
12978269,29.85854833,-95.42347088,101912174,D
15459024,29.84467314,-95.44040986,101912174,D
20609299,29.83736982,-95.40923173,101912174,D
23797675,29.84691399,-95.43210066,101912174,D
25929121,29.84747235,-95.39839478,101912174,D
27986762,29.84924413,-95.42608585,101912174,D
28892832,29.83928414,-95.40569371,101912174,D
29753226,29.84766519,-95.40139015,101912174,D
30660702,29.85020022,-95.41767202,101912174,D
32956377,29.84166957,-95.4050504,101912174,D
34830405,29.85003408,-95.41831206,101912174,D
37746697,29.8469153,-95.43189047,101912174,D
37762379,29.84234704,-95.42547011,101912174,D
39325433,29.84760214,-95.39839714,101912174,D
40097444,29.84691511,-95.4319205,101912174,D
45307275,29.84691362,-95.43216072,101912174,D
45710231,29.83739204,-95.40792965,101912174,D
46017485,29.84238111,-95.42247552,101912174,D
48613451,29.84691418,-95.43207064,101912174,D
49770860,29.845021,-95.423576,101912174,D
56450073,29.85134246,-95.41922009,101912174,D
56958575,29.84691455,-95.43201058,101912174,D
62473493,29.84691493,-95.43195053,101912174,D
62989815,29.83740706,-95.40704883,101912174,D
64258469,29.85134246,-95.41922009,101912174,D
67122861,29.83928414,-95.40569371,101912174,D
67153161,29.85134246,-95.41922009,101912174,D
68711278,29.844978,-95.42673,101912174,D
69545338,29.85982282,-95.42824164,101912174,D
71054944,29.839131,-95.398577,101912174,D
74218334,29.84128657,-95.41805843,101912174,D
75976273,29.84128766,-95.41786914,101912174,D
79713891,29.84808433,-95.44070815,101912174,D
87992377,29.85134246,-95.41922009,101912174,D
88112785,29.85134246,-95.41922009,101912174,D
90763893,29.83928414,-95.40569371,101912174,D
92379201,29.845562,-95.42650633,101912174,D
92576441,29.85808461,-95.42345402,101912174,D
94706192,29.84766519,-95.40139015,101912174,D
95779472,29.85134246,-95.41922009,101912174,D
98266835,29.83739661,-95.40766158,101912174,D
468622,29.84255407,-95.42270099,101912016,C
3465776,29.82388,-95.400764,101912016,C
3498325,29.8469138,-95.43213069,101912016,C
4139792,29.870328,-95.36863761,101912016,C
5464114,29.87433017,-95.4186577,101912016,C
7870166,29.84691343,-95.43219075,101912016,C
8438080,29.83736982,-95.40923173,101912016,C
8906034,29.83013908,-95.40389284,101912016,C
10131915,29.8593555,-95.4235948,101912016,C
11350094,29.871747,-95.42493306,101912016,C
11835422,29.84817031,-95.40288527,101912016,C
12978269,29.85854833,-95.42347088,101912016,C
17456100,29.81675308,-95.38738718,101912016,C
19612348,29.81823724,-95.39053322,101912016,C
20609299,29.83736982,-95.40923173,101912016,C
20684110,29.82458753,-95.40202043,101912016,C
21447393,29.82435965,-95.38729424,101912016,C
22521265,29.872086,-95.42060343,101912016,C
23797675,29.84691399,-95.43210066,101912016,C
25368930,29.83790715,-95.39250269,101912016,C
25929121,29.84747235,-95.39839478,101912016,C
27986762,29.84924413,-95.42608585,101912016,C
28892832,29.83928414,-95.40569371,101912016,C
29260359,29.82216182,-95.39070784,101912016,C
29753226,29.84766519,-95.40139015,101912016,C
30660702,29.85020022,-95.41767202,101912016,C
32863491,29.825805,-95.394775,101912016,C
32956377,29.84166957,-95.4050504,101912016,C
34353305,29.852074,-95.398489,101912016,C
34830405,29.85003408,-95.41831206,101912016,C
37107990,29.82010447,-95.38863027,101912016,C
37718330,29.86408054,-95.41541246,101912016,C
37746697,29.8469153,-95.43189047,101912016,C
37762379,29.84234704,-95.42547011,101912016,C
39325433,29.84760214,-95.39839714,101912016,C
40097444,29.84691511,-95.4319205,101912016,C
41478144,29.815354,-95.409012,101912016,C
44750691,29.82476541,-95.4022559,101912016,C
45106644,29.87211457,-95.42060412,101912016,C
45307275,29.84691362,-95.43216072,101912016,C
45710231,29.83739204,-95.40792965,101912016,C
46017485,29.84238111,-95.42247552,101912016,C
46816777,29.8325543,-95.4091269,101912016,C
48436858,29.8323024,-95.3958722,101912016,C
48613451,29.84691418,-95.43207064,101912016,C
49770860,29.845021,-95.423576,101912016,C
50529022,29.82476901,-95.40232038,101912016,C
53827155,29.83269717,-95.40356869,101912016,C
54543413,29.85946502,-95.42266553,101912016,C
55070891,29.82292257,-95.40194386,101912016,C
56274291,29.81735844,-95.38739686,101912016,C
56450073,29.85134246,-95.41922009,101912016,C
56649146,29.83013924,-95.40385251,101912016,C
56958575,29.84691455,-95.43201058,101912016,C
57932034,29.87210029,-95.42060378,101912016,C
58261979,29.85691313,-95.3934506,101912016,C
60025082,29.832625,-95.40916688,101912016,C
62174589,29.82629271,-95.38529967,101912016,C
62473493,29.84691493,-95.43195053,101912016,C
62989815,29.83740706,-95.40704883,101912016,C
64258469,29.85134246,-95.41922009,101912016,C
65212172,29.856328,-95.399261,101912016,C
67122861,29.83928414,-95.40569371,101912016,C
67153161,29.85134246,-95.41922009,101912016,C
68524576,29.87503792,-95.4232416,101912016,C
68651209,29.86319433,-95.42302233,101912016,C
68711278,29.844978,-95.42673,101912016,C
69377765,29.818775,-95.379007,101912016,C
69545338,29.85982282,-95.42824164,101912016,C
71054944,29.839131,-95.398577,101912016,C
71299184,29.87991207,-95.42730453,101912016,C
74218334,29.84128657,-95.41805843,101912016,C
75976273,29.84128766,-95.41786914,101912016,C
76701319,29.825805,-95.394775,101912016,C
77328671,29.87710448,-95.42285086,101912016,C
77397576,29.88507701,-95.41985184,101912016,C
81425533,29.852052,-95.398676,101912016,C
81823122,29.82477173,-95.40238489,101912016,C
85755842,29.83013916,-95.40387267,101912016,C
86410819,29.82810533,-95.40992173,101912016,C
87964234,29.852364,-95.40868055,101912016,C
87992377,29.85134246,-95.41922009,101912016,C
88112785,29.85134246,-95.41922009,101912016,C
89485564,29.82810533,-95.40992173,101912016,C
90763893,29.83928414,-95.40569371,101912016,C
90834971,29.85208268,-95.39848989,101912016,C
91331068,29.85210873,-95.39849256,101912016,C
92379201,29.845562,-95.42650633,101912016,C
92576441,29.85808461,-95.42345402,101912016,C
94602272,29.82810533,-95.40992173,101912016,C
94706192,29.84766519,-95.40139015,101912016,C
95779472,29.85134246,-95.41922009,101912016,C
95842762,29.82810533,-95.40992173,101912016,C
96296038,29.83604916,-95.39106813,101912016,C
98266835,29.83739661,-95.40766158,101912016,C
13056643,29.83461662,-95.40898991,101912016,C
531033,29.75893623,-95.59991515,101912276,D
13235662,29.75011233,-95.5920519,101912276,D
23453730,29.75104933,-95.59381661,101912276,D
40428140,29.75937482,-95.605029,101912276,D
40862968,29.74263278,-95.59621217,101912276,D
52716445,29.75633786,-95.60182914,101912276,D
53391515,29.75633908,-95.60173763,101912276,D
53730075,29.75848698,-95.60366334,101912276,D
65891140,29.75474667,-95.60110926,101912276,D
69872110,29.74810053,-95.59273465,101912276,D
74192858,29.75576022,-95.59585824,101912276,D
74622672,29.75850416,-95.60343676,101912276,D
85516889,29.75790902,-95.60515285,101912276,D
85762311,29.74116609,-95.6022737,101912276,D
90107693,29.75933208,-95.59844958,101912276,D
91400056,29.74026955,-95.59647139,101912276,D
94395829,29.75788643,-95.60474836,101912276,D
531033,29.75893623,-95.59991515,101912036,B
2068135,29.75563372,-95.57011293,101912036,B
2427259,29.74082306,-95.55421173,101912036,B
2853980,29.75351956,-95.60011589,101912036,B
3541490,29.7506748,-95.60036163,101912036,B
4839631,29.7471091,-95.5623461,101912036,B
4944117,29.76713397,-95.63805968,101912036,B
5384724,29.745405,-95.623026,101912036,B
6454114,29.7725483,-95.62621799,101912036,B
6725950,29.74432122,-95.58331668,101912036,B
7613817,29.7572073,-95.56526221,101912036,B
10542236,29.7410543,-95.6217667,101912036,B
10821833,29.75091119,-95.63987831,101912036,B
11861207,29.772727,-95.6302835,101912036,B
12173839,29.753805,-95.60355422,101912036,B
12502411,29.74995813,-95.63881865,101912036,B
12941045,29.7401342,-95.6215353,101912036,B
13235662,29.75011233,-95.5920519,101912036,B
14493532,29.74916074,-95.63680911,101912036,B
15009508,29.76012431,-95.6140525,101912036,B
15030038,29.75877403,-95.55252624,101912036,B
15128890,29.7341732,-95.3985911,101912036,B
16740976,29.747417,-95.545911,101912036,B
16754059,29.75881691,-95.61431309,101912036,B
17527078,29.75438966,-95.56374235,101912036,B
19032072,29.74482262,-95.54973228,101912036,B
21077061,29.74246393,-95.54883179,101912036,B
21419382,29.74492037,-95.55206883,101912036,B
21979327,29.73756162,-95.63741887,101912036,B
22142483,29.74254269,-95.56795918,101912036,B
22534509,29.7563568,-95.57085565,101912036,B
22741989,29.74497544,-95.56387025,101912036,B
22961328,29.74138672,-95.58937341,101912036,B
23453730,29.75104933,-95.59381661,101912036,B
24515679,29.7544581,-95.6124164,101912036,B
24795278,29.75242955,-95.5536116,101912036,B
26183074,29.76697064,-95.628046,101912036,B
26563150,29.7491222,-95.58165842,101912036,B
29258845,29.74396151,-95.54937233,101912036,B
29742589,29.73817062,-95.56334941,101912036,B
29751168,29.76694445,-95.6342513,101912036,B
31176539,29.75896358,-95.55039962,101912036,B
31668001,29.74199369,-95.55709254,101912036,B
32790750,29.74316886,-95.58482962,101912036,B
32890257,29.74910549,-95.57783912,101912036,B
32920824,29.74023818,-95.64205864,101912036,B
34970480,29.76939005,-95.63543475,101912036,B
34982666,29.75990514,-95.61520329,101912036,B
35421253,29.75155709,-95.61139264,101912036,B
36865251,29.75567979,-95.61089545,101912036,B
38099118,29.75056771,-95.62965143,101912036,B
38804751,29.75479198,-95.56909918,101912036,B
39757111,29.74004247,-95.55492926,101912036,B
40154071,29.74067869,-95.63198344,101912036,B
40428140,29.75937482,-95.605029,101912036,B
40734211,29.7543317,-95.6113259,101912036,B
40862968,29.74263278,-95.59621217,101912036,B
41291685,29.74395021,-95.55448797,101912036,B
41393606,29.75004155,-95.54846973,101912036,B
41549756,29.74776462,-95.60924586,101912036,B
42737711,29.74094159,-95.5891875,101912036,B
42820558,29.7529,-95.61310857,101912036,B
43125295,29.74770657,-95.6120116,101912036,B
43731183,29.74248652,-95.55544057,101912036,B
43908045,29.74114642,-95.63921037,101912036,B
44252117,29.75489466,-95.58654659,101912036,B
47098269,29.769693,-95.634423,101912036,B
47474425,29.74344519,-95.5565447,101912036,B
47781112,29.74299314,-95.57761902,101912036,B
50092068,29.76032833,-95.57177467,101912036,B
50811052,29.75223934,-95.57588145,101912036,B
50867249,29.741647,-95.598317,101912036,B
51661497,29.74550015,-95.57106262,101912036,B
52716445,29.75633786,-95.60182914,101912036,B
52856939,29.745619,-95.636366,101912036,B
53391515,29.75633908,-95.60173763,101912036,B
53730075,29.75848698,-95.60366334,101912036,B
53932802,29.76432896,-95.63683192,101912036,B
55714488,29.76049266,-95.61436476,101912036,B
