mls,latitude,longitude,campus_number,rating
24899646,29.70030867,-95.34357247,101912020,D
24927770,29.698604,-95.37247533,101912020,D
26041021,29.70644719,-95.34961604,101912020,D
26275087,29.6996505,-95.37137325,101912020,D
26295902,29.72031056,-95.37197589,101912020,D
27301988,29.71469967,-95.34460135,101912020,D
28355431,29.71591283,-95.34342744,101912020,D
28576521,29.71188714,-95.35448171,101912020,D
29483905,29.746571,-95.340268,101912020,D
31409450,29.69584486,-95.36285363,101912020,D
32034812,29.69618594,-95.35263059,101912020,D
32739572,29.72782112,-95.35117835,101912020,D
33373181,29.73251169,-95.35601253,101912020,D
33676698,29.70988116,-95.35769293,101912020,D
38343832,29.73251198,-95.35316855,101912020,D
38672665,29.70562166,-95.36458921,101912020,D
38849862,29.729947,-95.359019,101912020,D
38898459,29.72651278,-95.35501461,101912020,D
38911659,29.68804409,-95.36542808,101912020,D
38914706,29.69969493,-95.37071608,101912020,D
44714075,29.73404143,-95.34662508,101912020,D
46475924,29.69330056,-95.33752437,101912020,D
46493564,29.68453819,-95.36162722,101912020,D
48692968,29.69151747,-95.36047065,101912020,D
49704203,29.69414,-95.358851,101912020,D
49896522,29.71295316,-95.37349543,101912020,D
51251459,29.70866248,-95.37388128,101912020,D
51684996,29.70145789,-95.38334733,101912020,D
53248839,29.6994181,-95.33000041,101912020,D
53875675,29.685415,-95.37099545,101912020,D
55670317,29.71282596,-95.36406798,101912020,D
57518887,29.73354841,-95.36800239,101912020,D
58671492,29.68703786,-95.35531114,101912020,D
58992773,29.68625255,-95.36882372,101912020,D
59346135,29.73931843,-95.359603,101912020,D
61713072,29.68998982,-95.35678398,101912020,D
62198638,29.71000394,-95.38179907,101912020,D
63298093,29.68551651,-95.36889252,101912020,D
64444237,29.73486406,-95.3660732,101912020,D
64898666,29.6847951,-95.35976292,101912020,D
65334416,29.73897227,-95.3615419,101912020,D
67180963,29.69656496,-95.36256478,101912020,D
69123551,29.73086851,-95.36382133,101912020,D
70959803,29.73066931,-95.36516424,101912020,D
71255322,29.70399561,-95.33718841,101912020,D
71954401,29.73110149,-95.3536739,101912020,D
73826256,29.6868767,-95.3756974,101912020,D
75204262,29.73048215,-95.36286784,101912020,D
77088968,29.7377576,-95.363639,101912020,D
78343832,29.70360404,-95.3728121,101912020,D
79346345,29.7127395,-95.3736965,101912020,D
80293199,29.70441525,-95.3570169,101912020,D
81201157,29.69953186,-95.35911059,101912020,D
81655093,29.7339898,-95.36776843,101912020,D
81956017,29.71547527,-95.36551698,101912020,D
82221564,29.70946818,-95.37369745,101912020,D
83580387,29.73030137,-95.34567252,101912020,D
84141547,29.70441408,-95.3570127,101912020,D
85045256,29.68713035,-95.37651863,101912020,D
87297019,29.69996996,-95.36591041,101912020,D
87580978,29.71427996,-95.3606129,101912020,D
88070214,29.72816512,-95.36252882,101912020,D
88183341,29.70627231,-95.3470512,101912020,D
89720432,29.7344178,-95.3650585,101912020,D
90165515,29.7033793,-95.3539023,101912020,D
91054542,29.70641808,-95.36446376,101912020,D
91769608,29.69149518,-95.34370056,101912020,D
94929803,29.69535249,-95.36459222,101912020,D
95068761,29.68794676,-95.36797382,101912020,D
95177102,29.71498664,-95.35261509,101912020,D
95233662,29.68511882,-95.3595682,101912020,D
95981011,29.73114263,-95.35355006,101912020,D
96799304,29.69912256,-95.33150084,101912020,D
98144790,29.69346749,-95.35648547,101912020,D
98215351,29.73992341,-95.36333363,101912020,D
98350520,29.70364092,-95.34012127,101912020,D
98359587,29.73679767,-95.35129598,101912020,D
10325144,29.7752943,-95.3197777,101912020,D
10555804,29.73344304,-95.36169671,101912020,D
51886107,29.73345029,-95.361709,101912020,D
69518618,29.7752943,-95.3197777,101912020,D
73889683,29.73347202,-95.36174586,101912020,D
73898224,29.73347927,-95.36175814,101912020,D
77327784,29.73346478,-95.36173357,101912020,D
92482501,29.73345753,-95.36172129,101912020,D
899952,29.629365,-95.33424271,101912156,B
11339827,29.630891,-95.3334369,101912156,B
11768087,29.630727,-95.33343204,101912156,B
15551712,29.6231868,-95.3415836,101912156,B
23626901,29.62996867,-95.33383333,101912156,B
47994710,29.630131,-95.333307,101912156,B
51311424,29.63021976,-95.33517339,101912156,B
52751753,29.665172,-95.258073,101912156,B
67942679,29.630727,-95.33378,101912156,B
97135753,29.629966,-95.333308,101912156,B
899952,29.629365,-95.33424271,101912014,C
2837464,29.65943881,-95.33464351,101912014,C
5199344,29.62100987,-95.2703439,101912014,C
5467901,29.61079321,-95.2728517,101912014,C
10767554,29.66398693,-95.30142249,101912014,C
11339827,29.630891,-95.3334369,101912014,C
11768087,29.630727,-95.33343204,101912014,C
12231763,29.65443855,-95.348621,101912014,C
12476283,29.69080236,-95.28518044,101912014,C
15378590,29.67090705,-95.32802898,101912014,C
15551712,29.6231868,-95.3415836,101912014,C
17793273,29.68798471,-95.33099057,101912014,C
23626901,29.62996867,-95.33383333,101912014,C
25308773,29.61159537,-95.27361779,101912014,C
26799719,29.65864285,-95.30191874,101912014,C
31713357,29.60183133,-95.274738,101912014,C
39660284,29.68709059,-95.32880761,101912014,C
40062041,29.6795662,-95.33126147,101912014,C
41047634,29.67017317,-95.30241289,101912014,C
43147414,29.68134996,-95.30233535,101912014,C
44206319,29.64805785,-95.33559623,101912014,C
45803554,29.66793773,-95.30032142,101912014,C
45982864,29.67705925,-95.33081956,101912014,C
47994710,29.630131,-95.333307,101912014,C
48222624,29.65235947,-95.29918757,101912014,C
48918323,29.64779808,-95.33874711,101912014,C
51311424,29.63021976,-95.33517339,101912014,C
51906363,29.68134914,-95.30095682,101912014,C
52751753,29.665172,-95.258073,101912014,C
54916442,29.60579,-95.274587,101912014,C
56980939,29.67990039,-95.3376326,101912014,C
57104815,29.684619,-95.322682,101912014,C
57750652,29.6844055,-95.33146291,101912014,C
57771640,29.68708935,-95.2860249,101912014,C
58167217,29.6040407,-95.3044431,101912014,C
63823497,29.62897429,-95.27730129,101912014,C
65010297,29.6862937,-95.33526459,101912014,C
67942679,29.630727,-95.33378,101912014,C
68081239,29.63924127,-95.34406686,101912014,C
69888787,29.60523226,-95.31003165,101912014,C
70396134,29.668296,-95.325152,101912014,C
73279747,29.670541,-95.323927,101912014,C
77550797,29.70077821,-95.31328436,101912014,C
78392810,29.65655944,-95.34331834,101912014,C
79512485,29.66838092,-95.30526542,101912014,C
83850797,29.6502214,-95.34130426,101912014,C
85999947,29.65700243,-95.33779976,101912014,C
86963601,29.69254317,-95.31142125,101912014,C
88503369,29.65287945,-95.34096953,101912014,C
89468768,29.68098352,-95.28772611,101912014,C
93612652,29.67211543,-95.3223448,101912014,C
96980243,29.65623616,-95.33764445,101912014,C
97135753,29.629966,-95.333308,101912014,C
97471335,29.6560711,-95.33767853,101912014,C
11954775,29.66157759,-95.29636499,101912014,C
919728,29.75696518,-95.40633853,101912259,C
2561808,29.7411108,-95.4475031,101912259,C
2571718,29.74625231,-95.39424549,101912259,C
2914096,29.74993773,-95.40206909,101912259,C
3188997,29.74892184,-95.4037378,101912259,C
4696265,29.7491858,-95.4021712,101912259,C
6675750,29.7443206,-95.3944877,101912259,C
6905334,29.7503851,-95.4000625,101912259,C
8197773,29.74802471,-95.40457808,101912259,C
8346129,29.74791902,-95.40782004,101912259,C
8598669,29.74353637,-95.40470588,101912259,C
8770519,29.74041176,-95.40505376,101912259,C
9762408,29.75550304,-95.40631907,101912259,C
11536996,29.74558296,-95.40219639,101912259,C
13544466,29.74454059,-95.40452459,101912259,C
16242745,29.74449478,-95.40638818,101912259,C
17655836,29.7491858,-95.4021712,101912259,C
19757684,29.73515927,-95.44533945,101912259,C
21226607,29.7491858,-95.4021712,101912259,C
21780891,29.74485669,-95.40120261,101912259,C
26226646,29.74979558,-95.40969742,101912259,C
26847135,29.7468432,-95.40221456,101912259,C
26880126,29.74995134,-95.40206929,101912259,C
27079590,29.7578577,-95.3728033,101912259,C
27753665,29.73769542,-95.39969266,101912259,C
29239577,29.74550309,-95.40454076,101912259,C
30400303,29.73345094,-95.44545765,101912259,C
30469224,29.73944561,-95.40044459,101912259,C
30569321,29.737085,-95.44677587,101912259,C
33119708,29.748955,-95.399488,101912259,C
37406733,29.74190333,-95.40033078,101912259,C
45977831,29.74240759,-95.39400924,101912259,C
46088864,29.74854842,-95.40075853,101912259,C
47586430,29.75210513,-95.40709942,101912259,C
48203471,29.75082881,-95.40586523,101912259,C
48806810,29.75021777,-95.39675822,101912259,C
51130015,29.74779804,-95.40781808,101912259,C
52049422,29.7491858,-95.4021712,101912259,C
55478507,29.74678782,-95.40622832,101912259,C
55740429,29.74439282,-95.40980373,101912259,C
56308983,29.73944233,-95.40078745,101912259,C
57461715,29.74477139,-95.40120122,101912259,C
57514085,29.7411108,-95.4475031,101912259,C
58745128,29.74439282,-95.40980373,101912259,C
58961384,29.74783845,-95.40892961,101912259,C
59697161,29.75415305,-95.41007816,101912259,C
60328112,29.74625231,-95.39424549,101912259,C
60498830,29.73945406,-95.39956296,101912259,C
60731417,29.7478538,-95.40624237,101912259,C
62015891,29.74548974,-95.4045405,101912259,C
62023931,29.75136769,-95.40209139,101912259,C
62608613,29.73959295,-95.38734406,101912259,C
63072703,29.7563821,-95.40651484,101912259,C
66466034,29.74712963,-95.40042379,101912259,C
69982172,29.73188593,-95.45610359,101912259,C
70132376,29.75147333,-95.40708118,101912259,C
71538619,29.74349059,-95.3975872,101912259,C
71875227,29.74061235,-95.38771971,101912259,C
73334108,29.75153542,-95.40377443,101912259,C
75239051,29.74335267,-95.39748216,101912259,C
75621762,29.74683962,-95.40390405,101912259,C
76863421,29.7411108,-95.4475031,101912259,C
76961370,29.74610378,-95.40455248,101912259,C
77847979,29.74989216,-95.40785207,101912259,C
77916316,29.739366,-95.407151,101912259,C
82090909,29.749019,-95.4020561,101912259,C
82293073,29.74446557,-95.39694184,101912259,C
85085474,29.74123627,-95.40724382,101912259,C
85275441,29.7578577,-95.3728033,101912259,C
85760625,29.74991923,-95.40785241,101912259,C
90605869,29.74782,-95.39492407,101912259,C
92716080,29.75057569,-95.40226759,101912259,C
92930439,29.74337765,-95.38747988,101912259,C
96254926,29.73942184,-95.40274335,101912259,C
919728,29.75696518,-95.40633853,101912008,B
956258,29.75696691,-95.38747808,101912008,B
964027,29.73602014,-95.39104663,101912008,B
2376944,29.72302706,-95.41899411,101912008,B
2561808,29.7411108,-95.4475031,101912008,B
2569510,29.70461228,-95.41322395,101912008,B
2571718,29.74625231,-95.39424549,101912008,B
2587468,29.70055398,-95.43264116,101912008,B
2914096,29.74993773,-95.40206909,101912008,B
3188997,29.74892184,-95.4037378,101912008,B
3515388,29.72648872,-95.43377584,101912008,B
3654933,29.7206625,-95.3937472,101912008,B
3872865,29.73192024,-95.39458705,101912008,B
4117192,29.7341602,-95.44960354,101912008,B
4453610,29.7206625,-95.3937472,101912008,B
4696265,29.7491858,-95.4021712,101912008,B
4760271,29.74533551,-95.38741022,101912008,B
5271450,29.74960057,-95.41172986,101912008,B
5275914,29.73217467,-95.394577,101912008,B
5293266,29.72136584,-95.40667743,101912008,B
5294443,29.7398579,-95.4352547,101912008,B
5671570,29.7266362,-95.4277781,101912008,B
6482680,29.77380968,-95.41843314,101912008,B
6675750,29.7443206,-95.3944877,101912008,B
6842063,29.76826241,-95.41671867,101912008,B
6905334,29.7503851,-95.4000625,101912008,B
6958708,29.7331927,-95.45065068,101912008,B
7221693,29.7515423,-95.3881523,101912008,B
7270412,29.73673829,-95.42365627,101912008,B
7344983,29.74754931,-95.44231972,101912008,B
7386502,29.76822921,-95.41938488,101912008,B
7549366,29.70981792,-95.37968294,101912008,B
7644883,29.72673873,-95.44518881,101912008,B
7847350,29.76426546,-95.42036117,101912008,B
8197773,29.74802471,-95.40457808,101912008,B
8346129,29.74791902,-95.40782004,101912008,B
8430284,29.70690755,-95.44400009,101912008,B
8598669,29.74353637,-95.40470588,101912008,B
8735419,29.7411108,-95.4475031,101912008,B
8770519,29.74041176,-95.40505376,101912008,B
8797838,29.74523649,-95.38033786,101912008,B
8861977,29.76749414,-95.42723347,101912008,B
8986003,29.730961,-95.449908,101912008,B
8997693,29.77407739,-95.41878506,101912008,B
9413639,29.7765667,-95.4232357,101912008,B
9445250,29.732679,-95.394585,101912008,B
9563441,29.71005449,-95.43806379,101912008,B
9762408,29.75550304,-95.40631907,101912008,B
9791409,29.75252551,-95.38667154,101912008,B
10119881,29.72209433,-95.43446173,101912008,B
10209212,29.717402,-95.426598,101912008,B
10231427,29.73034157,-95.40005422,101912008,B
10307658,29.72668358,-95.40594208,101912008,B
10478461,29.74842693,-95.44021366,101912008,B
10519978,29.7515423,-95.3881523,101912008,B
10582796,29.75329784,-95.44030404,101912008,B
10837770,29.75275303,-95.41200721,101912008,B
10883915,29.74120148,-95.41478556,101912008,B
11146956,29.73683798,-95.41666847,101912008,B
11301473,29.752539,-95.39603,101912008,B
11356792,29.708455,-95.405818,101912008,B
11536996,29.74558296,-95.40219639,101912008,B
11725906,29.74225849,-95.38643271,101912008,B
11958900,29.77180543,-95.412753,101912008,B
12124409,29.73601705,-95.45417929,101912008,B
12779450,29.70988915,-95.44690767,101912008,B
12892280,29.7344178,-95.3650585,101912008,B
12917338,29.73988612,-95.4219832,101912008,B
12933915,29.72078488,-95.41083878,101912008,B
13242230,29.72536338,-95.43740706,101912008,B
13291460,29.74533527,-95.38742084,101912008,B
13544466,29.74454059,-95.40452459,101912008,B
13840171,29.735523,-95.454655,101912008,B
13938486,29.73888749,-95.37274957,101912008,B
14092267,29.72540284,-95.37970563,101912008,B
14190006,29.71611586,-95.44153229,101912008,B
14564553,29.69547217,-95.43025848,101912008,B
14702643,29.736427,-95.372789,101912008,B
14834187,29.72296309,-95.3815093,101912008,B
15037028,29.73435186,-95.44360005,101912008,B
15080548,29.76964897,-95.42441008,101912008,B
15208287,29.76906586,-95.41920821,101912008,B
15374390,29.72219898,-95.41143437,101912008,B
15475660,29.74551123,-95.45173271,101912008,B
15823318,29.75251442,-95.38749167,101912008,B
15909868,29.76383017,-95.41467417,101912008,B
16203839,29.7589382,-95.3676974,101912008,B
16203839,29.785157,-95.370599,101912008,B
16242745,29.74449478,-95.40638818,101912008,B
16307473,29.76756055,-95.41269141,101912008,B
16379921,29.70715702,-95.41276606,101912008,B
16392112,29.69675451,-95.43821255,101912008,B
16632508,29.76974057,-95.41527071,101912008,B
16775075,29.76752308,-95.41556461,101912008,B
17305171,29.77612724,-95.41677035,101912008,B
17655836,29.7491858,-95.4021712,101912008,B
17936309,29.7287913,-95.40722911,101912008,B
18402995,29.75203357,-95.37490384,101912008,B
18714520,29.74690041,-95.41386112,101912008,B
18748855,29.75993983,-95.38826952,101912008,B
19274054,30.03645492,-95.21043812,101912008,B
19318354,29.73481909,-95.45468895,101912008,B
19513619,29.77264543,-95.41943985,101912008,B
19757684,29.73515927,-95.44533945,101912008,B
20114536,29.7447645,-95.4416224,101912008,B
20253005,29.73814584,-95.37317961,101912008,B
20257555,29.72923859,-95.39393259,101912008,B
20485385,29.73093782,-95.45213644,101912008,B
20637019,29.75173141,-95.41337631,101912008,B
21037204,29.74006698,-95.43972002,101912008,B
21226607,29.7491858,-95.4021712,101912008,B
21315276,29.74549633,-95.36984813,101912008,B
21780891,29.74485669,-95.40120261,101912008,B
22218895,29.7447645,-95.4416224,101912008,B
22441580,29.76600702,-95.41649573,101912008,B
22987504,29.76382946,-95.41463846,101912008,B
23267723,29.7637435,-95.4141721,101912008,B
23353569,29.7360068,-95.37210659,101912008,B
23531986,29.72541022,-95.37969976,101912008,B
23549544,29.72844596,-95.37848792,101912008,B
23622543,29.73831933,-95.42095773,101912008,B
23935015,29.7206625,-95.3937472,101912008,B
24185831,29.76579871,-95.41866918,101912008,B
24273472,29.73029302,-95.40303136,101912008,B
24313943,29.77256335,-95.41875465,101912008,B
24353092,29.72841473,-95.37851247,101912008,B
25031177,29.74995929,-95.4132715,101912008,B
25116086,29.71267808,-95.41533325,101912008,B
25432234,29.71034866,-95.4054994,101912008,B
25639464,29.76012164,-95.38854796,101912008,B
25752563,31.35955801,-95.18597786,101912008,B
25951620,29.73093873,-95.45196946,101912008,B
26222190,29.72932276,-95.38181255,101912008,B
26226646,29.74979558,-95.40969742,101912008,B
26260310,29.70380653,-95.43791676,101912008,B
26585380,29.76366559,-95.41355261,101912008,B
26601732,29.70538867,-95.41290318,101912008,B
26732714,29.74854987,-95.42824941,101912008,B
26847135,29.7468432,-95.40221456,101912008,B
26880126,29.74995134,-95.40206929,101912008,B
26915030,29.77051616,-95.42555371,101912008,B
27079590,29.7578577,-95.3728033,101912008,B
27087722,29.72969876,-95.37726702,101912008,B
27253216,29.723033,-95.394365,101912008,B
27544232,29.72746245,-95.4362286,101912008,B
27753665,29.73769542,-95.39969266,101912008,B
27793277,29.74023998,-95.45026789,101912008,B
28042221,29.7063528,-95.3944449,101912008,B
28179759,29.71516579,-95.418643,101912008,B
28266768,29.7063528,-95.3944449,101912008,B
28286726,29.74369647,-95.43767028,101912008,B
28406857,29.72913182,-95.376328,101912008,B
28532900,29.75735264,-95.38965399,101912008,B
28635834,29.70769375,-95.41010387,101912008,B
28698329,29.73460101,-95.45631556,101912008,B
28793010,29.69436404,-95.43850512,101912008,B
29239577,29.74550309,-95.40454076,101912008,B
29348686,29.7471614,-95.41668835,101912008,B
29403923,29.71942423,-95.4141486,101912008,B
29513112,29.74853718,-95.38259198,101912008,B
30231990,29.7382007,-95.3804644,101912008,B
30376231,29.75760211,-95.41203107,101912008,B
30400303,29.73345094,-95.44545765,101912008,B
30469224,29.73944561,-95.40044459,101912008,B
30527121,29.76432611,-95.41546695,101912008,B
30569321,29.737085,-95.44677587,101912008,B
30628478,29.7520514,-95.41106344,101912008,B
30827446,29.71448014,-95.44567918,101912008,B
30829154,29.736424,-95.421895,101912008,B
31181794,29.74136766,-95.43812668,101912008,B
31229225,29.7590175,-95.424807,101912008,B
32268688,29.75399873,-95.41159107,101912008,B
32279965,29.7377576,-95.363639,101912008,B
32334994,29.71627003,-95.380008,101912008,B
32689476,29.72110029,-95.44328682,101912008,B
32841757,29.72537814,-95.44344029,101912008,B
33119708,29.748955,-95.399488,101912008,B
33154002,29.70801201,-95.41554367,101912008,B
33627021,29.76992665,-95.4194031,101912008,B
34544849,29.74089287,-95.41380473,101912008,B
34763890,29.76665818,-95.41352922,101912008,B
35060684,29.7640227,-95.41329727,101912008,B
35285425,29.75253727,-95.36657453,101912008,B
35309746,29.75876564,-95.39994056,101912008,B
35492659,29.72965984,-95.4058958,101912008,B
35580730,29.7068934,-95.41468627,101912008,B
35898517,29.73605331,-95.38797159,101912008,B
35943320,29.7508941,-95.3873175,101912008,B
36019097,29.723848,-95.400828,101912008,B
36105928,29.72523063,-95.44008188,101912008,B
36115354,29.75267217,-95.38792586,101912008,B
36179611,29.70262886,-95.41674891,101912008,B
36261746,29.72774386,-95.4112118,101912008,B
36727895,29.7353122,-95.3911519,101912008,B
36746318,29.7078395,-95.41853938,101912008,B
36777449,29.69961728,-95.41191656,101912008,B
36818273,29.73712325,-95.45549633,101912008,B
37091710,29.69532429,-95.43586899,101912008,B
37406733,29.74190333,-95.40033078,101912008,B
37550789,29.76460727,-95.4183221,101912008,B
37998411,29.77260082,-95.4202982,101912008,B
38006407,29.70998916,-95.37967412,101912008,B
38579332,29.73520402,-95.44174965,101912008,B
38630386,29.698511,-95.413128,101912008,B
39144423,29.74536431,-95.41154948,101912008,B
39259073,29.73282198,-95.40059584,101912008,B
39469515,29.732679,-95.394585,101912008,B
39584971,29.7498047,-95.43777301,101912008,B
39667620,29.764484,-95.420025,101912008,B
39902451,29.75695578,-95.41388035,101912008,B
39983287,29.75562518,-95.41169235,101912008,B
40037047,29.7527447,-95.4168862,101912008,B
40196802,29.73417531,-95.4085117,101912008,B
40232809,29.7377576,-95.363639,101912008,B
40325085,29.69504643,-95.43805735,101912008,B
40435436,29.70739492,-95.42342341,101912008,B
40495550,29.7247768,-95.4358382,101912008,B
40509719,29.69391334,-95.43382248,101912008,B
40523629,29.754549,-95.39481133,101912008,B
40614191,29.7654736,-95.41620055,101912008,B
40904200,29.74630427,-95.44500529,101912008,B
40961862,29.72685181,-95.39296833,101912008,B
40997662,29.75101586,-95.41217298,101912008,B
41189547,29.7411108,-95.4475031,101912008,B
41310651,29.75253512,-95.38600391,101912008,B
41675383,29.74376094,-95.43489328,101912008,B
41826085,29.7487387,-95.4514713,101912008,B
41845372,29.76914478,-95.42093292,101912008,B
42334048,29.7558655,-95.0897994,101912008,B
42340163,29.77470202,-95.41420908,101912008,B
42588158,29.747141,-95.424918,101912008,B
42828805,29.7319277,-95.4127998,101912008,B
42945132,29.76821255,-95.41836064,101912008,B
42997701,29.7540907,-95.394973,101912008,B
43021081,29.71488343,-95.42790841,101912008,B
43093425,29.75290215,-95.41101894,101912008,B
43111391,29.74559065,-95.38356357,101912008,B
43183689,29.76661176,-95.41554441,101912008,B
43194405,29.7348487,-95.4186364,101912008,B
43364914,29.7438286,-95.3926329,101912008,B
43624081,29.75245764,-95.39128138,101912008,B
43704539,29.74550623,-95.45192171,101912008,B
44013547,29.73904367,-95.37159747,101912008,B
44289820,29.74309247,-95.43496171,101912008,B
44554630,29.73007937,-95.4059727,101912008,B
44556182,29.70845325,-95.4061975,101912008,B
44628233,29.69147056,-95.43914678,101912008,B
45051937,29.72963181,-95.3892373,101912008,B
45070720,29.73460258,-95.37603922,101912008,B
45131807,29.7299179,-95.39536298,101912008,B
45207458,29.7430609,-95.43536923,101912008,B
45570897,29.76506269,-95.4183268,101912008,B
45977831,29.74240759,-95.39400924,101912008,B
46043635,29.75256078,-95.36661255,101912008,B
46057309,29.742523,-95.413923,101912008,B
46088864,29.74854842,-95.40075853,101912008,B
46156010,29.75014429,-95.41243139,101912008,B
46264474,29.72541761,-95.37969388,101912008,B
46302351,29.6974292,-95.4301115,101912008,B
46868843,29.76667427,-95.42220347,101912008,B
46916379,29.72851814,-95.37866029,101912008,B
47193796,29.742018,-95.437234,101912008,B
47227743,29.73641193,-95.45673117,101912008,B
47322061,29.73721671,-95.44953786,101912008,B
47402070,29.74537727,-95.41154964,101912008,B
47434634,29.74737767,-95.4398878,101912008,B
47489212,29.7398518,-95.411945,101912008,B
47586430,29.75210513,-95.40709942,101912008,B
47688089,29.73766684,-95.37342745,101912008,B
48203471,29.75082881,-95.40586523,101912008,B
48370514,29.74097869,-95.42180861,101912008,B
48768853,29.69147948,-95.43914686,101912008,B
48806810,29.75021777,-95.39675822,101912008,B
49159763,29.73387714,-95.45567543,101912008,B
49580116,29.72979314,-95.37764814,101912008,B
49725831,29.73429926,-95.41199867,101912008,B
50569482,29.72320904,-95.44543725,101912008,B
50570854,29.71090795,-95.44149263,101912008,B
50835774,29.7382007,-95.3804644,101912008,B
51130015,29.74779804,-95.40781808,101912008,B
51167315,29.75157037,-95.36498033,101912008,B
51211707,29.714395,-95.409666,101912008,B
51623669,29.76428765,-95.41546469,101912008,B
51752456,29.74647598,-95.44031266,101912008,B
51922388,29.73997918,-95.41162312,101912008,B
52049422,29.7491858,-95.4021712,101912008,B
52061919,29.73500959,-95.37813692,101912008,B
52322619,29.70956873,-95.41350433,101912008,B
52348191,29.69147056,-95.43914678,101912008,B
52590231,29.7053468,-95.4362681,101912008,B
52669949,29.76426423,-95.42038454,101912008,B
52697168,29.6976062,-95.43763608,101912008,B
52759165,29.74529851,-95.41173771,101912008,B
52852397,29.75622175,-95.0896828,101912008,B
53010327,29.743832,-95.413517,101912008,B
53161631,29.73708624,-95.37279439,101912008,B
53186854,29.7478238,-95.43597878,101912008,B
53601589,29.71198547,-95.4310998,101912008,B
53632916,29.7461849,-95.41371853,101912008,B
54092647,29.70465035,-95.41302244,101912008,B
54116504,29.75474076,-95.38980566,101912008,B
54119451,29.70131252,-95.4283215,101912008,B
54183370,29.77097567,-95.4278481,101912008,B
54644514,29.73552799,-95.41662622,101912008,B
55079914,29.76413324,-95.41329918,101912008,B
55366551,29.72734118,-95.38278288,101912008,B
55412382,29.74755167,-95.43955692,101912008,B
55433772,29.738416,-95.382664,101912008,B
55478507,29.74678782,-95.40622832,101912008,B
55740429,29.74439282,-95.40980373,101912008,B
55783153,29.75735264,-95.38965399,101912008,B
56219752,29.75622175,-95.0896828,101912008,B
56308983,29.73944233,-95.40078745,101912008,B
56338962,29.76409639,-95.41329855,101912008,B
56369829,29.74226831,-95.41382505,101912008,B
56693614,29.74754955,-95.43998,101912008,B
56701807,29.70876355,-95.42297592,101912008,B
56775365,29.7439349,-95.3824257,101912008,B
56867543,29.775436,-95.41397671,101912008,B
57230255,29.72806076,-95.37730741,101912008,B
57461715,29.74477139,-95.40120122,101912008,B
57514085,29.7411108,-95.4475031,101912008,B
57522122,29.764309,-95.41747,101912008,B
57720754,29.767709,-95.41234945,101912008,B
58011955,29.71447108,-95.42616886,101912008,B
58352062,29.75924,-95.424791,101912008,B
58745128,29.74439282,-95.40980373,101912008,B
58930647,29.77423704,-95.42908735,101912008,B
58961384,29.74783845,-95.40892961,101912008,B
59046521,29.747728,-95.3797045,101912008,B
59509148,29.74616155,-95.39388922,101912008,B
59516870,29.72721269,-95.41080761,101912008,B
59697161,29.75415305,-95.41007816,101912008,B
59719659,29.76966449,-95.41361851,101912008,B
59929161,29.7570302,-95.40861014,101912008,B
59948864,29.752425,-95.415491,101912008,B
60328112,29.74625231,-95.39424549,101912008,B
60498830,29.73945406,-95.39956296,101912008,B
60617768,29.75267886,-95.38746442,101912008,B
60647029,29.73967611,-95.38517005,101912008,B
60731417,29.7478538,-95.40624237,101912008,B
60781641,29.76370831,-95.42086638,101912008,B
60816478,29.77629884,-95.4161031,101912008,B
60936697,29.76412096,-95.41329897,101912008,B
61112423,29.7060401,-95.4412784,101912008,B
61988112,29.73191471,-95.39458714,101912008,B
62015891,29.74548974,-95.4045405,101912008,B
62023931,29.75136769,-95.40209139,101912008,B
62057474,29.75251346,-95.38755778,101912008,B
62608613,29.73959295,-95.38734406,101912008,B
62985044,29.7499445,-95.41865883,101912008,B
63072703,29.7563821,-95.40651484,101912008,B
63211910,29.77539741,-95.4163605,101912008,B
63246497,29.69147056,-95.43914678,101912008,B
63309798,29.72650063,-95.38106222,101912008,B
63415299,29.7119616,-95.42592987,101912008,B
63470988,29.776251,-95.42013812,101912008,B
63506334,29.69530221,-95.43491081,101912008,B
63521818,29.76737729,-95.41371912,101912008,B
63883420,29.74384184,-95.41570847,101912008,B
64220214,29.7710029,-95.42406039,101912008,B
64281517,29.75631623,-95.40977736,101912008,B
64889960,29.72589176,-95.44583535,101912008,B
65062699,29.70449135,-95.43797094,101912008,B
65431296,29.74662079,-95.43511166,101912008,B
65902892,29.74659937,-95.43541652,101912008,B
65985170,29.76990975,-95.41940299,101912008,B
66188791,29.722587,-95.398533,101912008,B
66254848,29.73661788,-95.40616316,101912008,B
66272877,29.7077084,-95.4435318,101912008,B
66466034,29.74712963,-95.40042379,101912008,B
66687781,29.746735,-95.413632,101912008,B
66745770,29.7654762,-95.41058661,101912008,B
66998966,29.76755952,-95.41937385,101912008,B
67264587,29.74550404,-95.36986074,101912008,B
67271665,29.695207,-95.43848171,101912008,B
67357632,29.73250536,-95.40776036,101912008,B
67421666,29.7690947,-95.4162636,101912008,B
67437745,29.71031968,-95.41687943,101912008,B
67633905,29.74156763,-95.41400785,101912008,B
68171950,29.74729,-95.3803553,101912008,B
68513391,29.76904327,-95.41168427,101912008,B
69034123,29.72650763,-95.41079854,101912008,B
69620978,29.72233586,-95.44532492,101912008,B
69884397,29.770062,-95.41626671,101912008,B
69936328,29.72163171,-95.43828463,101912008,B
69982172,29.73188593,-95.45610359,101912008,B
70045003,29.7630739,-95.42525159,101912008,B
70132376,29.75147333,-95.40708118,101912008,B
