mls,street_number,street_name,unit,city,zip,county,subdivision,home_type,year_built,bedrooms,full_baths,half_baths,total_baths,room_count,fireplaces,stories,pool_private,garages,style,list_price,market_area,area,dom,cdom,list_date,school_district,elementary,high_school,full_address,latitude,longitude,geocode
15809925,5626,Craig Street,,Houston,77023,Harris,Sunnylan,Single-Family,1930,2,1,1,1.1,6,0,1,FALSE,0,Traditional,277000,4,East End Revitalized,15,15,1/22/2021,HOUSTON ISD,HENDERSON N EL,AUSTIN H S,"5626 Craig Street, Houston, Texas, 77023",29.72127967,-95.31864522,"(29.721279666666664, -95.31864522222223)"
15815272,4637,Mallow,,Houston,77051,Harris,Flower City,Single-Family,1945,3,1,0,1,3,0,1,FALSE,0,Traditional,163000,3,Medical Center South,27,27,1/10/2021,HOUSTON ISD,BASTIAN EL,WORTHING H S,"4637 Mallow, Houston, Texas, 77051",29.65992614,-95.35746067,"(29.659926142857145, -95.35746067346939)"
15823318,507,Peden Street,,Houston,77006,Harris,Peden Court,Single-Family,2020,4,4,1,4.1,9,0,4,FALSE,2,Contemporary/Modern,859900,16,Montrose,106,106,10/23/2020,HOUSTON ISD,WHARTON K-8 DUAL LANGUAGE ACADEMY,LAMAR H S,"507 Peden Street, Houston, Texas, 77006",29.75251442,-95.38749167,"(29.752514424242424, -95.38749166666666)"
15883703,4539,Wedgewood Drive,,Bellaire,77401,Harris,Russell Place,Single-Family,2000,4,3,1,3.1,11,1,2,TRUE,2,Traditional,1150000,17,Bellaire Area,10,10,1/27/2021,HOUSTON ISD,HORN EL,BELLAIRE H S,"4539 Wedgewood Drive, Bellaire, Texas, 77401",29.715466,-95.45478,"(29.715466, -95.45478)"
15889188,8205,Oak Knoll  Lane,B,Houston,77028,Harris,Clairmont Place,Single-Family,2020,3,2,1,2.1,3,0,2,FALSE,2,Traditional,220000,2,Northeast Houston,106,106,10/23/2020,HOUSTON ISD,HILLIARD EL,NORTH FOREST H S,"8205 Oak Knoll  Lane, Houston, Texas, 77028",29.83983514,-95.27684327,"(29.839835142857144, -95.27684326530613)"
15889188,8205,Oak Knoll  Lane,B,Houston,77028,Harris,Clairmont Place,Single-Family,2020,3,2,1,2.1,3,0,2,FALSE,2,Traditional,220000,2,Northeast Houston,106,106,10/23/2020,HOUSTON ISD,HILLIARD EL,NORTH FOREST H S,"8205 Oak Knoll  Lane, Houston, Texas, 77028",29.83983514,-95.27684327,"(29.839835142857144, -95.27684326530613)"
15899077,5442,Lampasas Street,,Houston,77056,Harris,Lamar Terrace,Single-Family,2016,5,5,2,5.2,5,1,2,FALSE,0,Spanish,1895000,22,Galleria,13,13,1/24/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S,"5442 Lampasas Street, Houston, Texas, 77056",29.73375,-95.47304259,"(29.73375, -95.4730425900881)"
15909868,5342,Chandler Street,,Houston,77007,Harris,Alys Park,Single-Family,2020,3,3,1,3.1,5,1,3,FALSE,3,"Contemporary/Modern, Traditional",799000,16,Rice Military/Washington Corridor,57,57,12/11/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S,"5342 Chandler Street, Houston, Texas, 77007",29.76383017,-95.41467417,"(29.763830171717174, -95.41467417171717)"
15937626,5906,Canal  Street,2,Houston,77011,Harris,Fullerton Place,Single-Family,1950,2,1,2,1.2,2,0,1,FALSE,0,Traditional,525000,4,East End Revitalized,80,80,11/18/2020,HOUSTON ISD,TIJERINA EL,AUSTIN H S,"5906 Canal  Street, Houston, Texas, 77011",29.74420462,-95.3148772,"(29.744204622102327, -95.31487720285786)"
15959486,8617,Dosia Street,,Houston,77051,Harris,F&E Sub #2,Single-Family,1950,3,2,0,2,9,0,1,FALSE,0,Traditional,219900,3,Medical Center South,221,221,6/30/2020,HOUSTON ISD,BASTIAN EL,WORTHING H S,"8617 Dosia Street, Houston, Texas, 77051",29.66799705,-95.35829745,"(29.66799705050505, -95.35829745454545)"
15963198,7834,Sherman Street,,Houston,77012,Harris,Magnolia Park Sec 02,Single-Family,1938,3,1,0,1,3,0,1,FALSE,0,Traditional,169000,4,East End Revitalized,181,181,7/30/2020,HOUSTON ISD,GALLEGOS EL,MILBY H S,"7834 Sherman Street, Houston, Texas, 77012",29.73226555,-95.28472502,"(29.732265551020408, -95.28472502040816)"
15974024,1421,Bringhurst,,Houston,77020,Harris,Farmer-Teal,Single-Family,1958,3,2,0,2,9,0,1,FALSE,2,Traditional,299999,2,Denver Harbor,208,208,7/13/2020,HOUSTON ISD,ATHERTON EL,WHEATLEY H S,"1421 Bringhurst, Houston, Texas, 77020",29.77440293,-95.333988,"(29.774402928571426, -95.33398799999999)"
15987620,601,Henderson ,,Houston,77007,Harris,Historic Sixth Ward,Single-Family,2006,3,3,1,3.1,3,1,3,FALSE,2,Traditional,599000,9,Washington East/Sabine,2,2,2/4/2021,HOUSTON ISD,CROCKETT EL,HEIGHTS H S,"601 Henderson , Houston, Texas, 77007",29.76485,-95.379481,"(29.76485, -95.379481)"
16066274,2803,Dennis Street,,Houston,77004,Harris,Dreyling Gustave,Single-Family,1930,0,1,0,1,0,0,1,FALSE,0,Traditional,139000,4,University Area,54,54,12/14/2020,HOUSTON ISD,BLACKSHEAR EL,YATES H S,"2803 Dennis Street, Houston, Texas, 77004",29.7377576,-95.363639,"(29.7377576, -95.363639)"
16078684,1442,Lawrence Street,,Houston,77008,Harris,Houston Heights,Single-Family,2005,3,2,1,2.1,8,2,2,FALSE,2,Traditional,559000,9,Heights/Greater Heights,24,24,1/13/2021,HOUSTON ISD,LOVE EL,HEIGHTS H S,"1442 Lawrence Street, Houston, Texas, 77008",29.79687684,-95.40750729,"(29.796876840497244, -95.40750729303184)"
16152416,6136,Jason Street,,Houston,77074,Harris,Robindell,Single-Family,1953,3,2,0,2,0,0,1,FALSE,0,"Contemporary/Modern, Traditional",229549,20,Brays Oaks,68,68,11/30/2020,HOUSTON ISD,MCNAMARA EL,SHARPSTOWN H S,"6136 Jason Street, Houston, Texas, 77074",29.68422886,-95.49944526,"(29.684228864327252, -95.49944525839194)"
16203839,1802,North,,Houston,77098,Harris,"Ormond Place, Blvd Oaks",Single-Family,1928,3,3,1,3.1,10,1,2,TRUE,2,Traditional,2398000,17,Rice/Museum District,313,313,3/30/2020,HOUSTON ISD,POE EL,LAMAR H S,"1802 North, Houston, Texas, 77098",29.7589382,-95.3676974,"(29.7589382, -95.3676974)"
16242745,2410,Driscoll Street,,Houston,77019,Harris,Plainview,Single-Family,1940,3,3,0,3,6,1,1,FALSE,0,Traditional,599000,16,River Oaks Shopping Area,45,45,12/23/2020,HOUSTON ISD,WILSON MONTESSORI,LAMAR H S,"2410 Driscoll Street, Houston, Texas, 77019",29.74449478,-95.40638818,"(29.744494777777778, -95.40638818181819)"
16264634,2214,Des Chaumes St ,,Houston,77026,Harris,Champmans 3rd Add,Single-Family,2021,3,2,1,2.1,11,0,2,FALSE,0,Contemporary/Modern,264900,2,Denver Harbor,97,97,11/1/2020,HOUSTON ISD,DOGAN EL,WHEATLEY H S,"2214 Des Chaumes St , Houston, Texas, 77026",29.78203043,-95.33820586,"(29.78203042857143, -95.33820585714285)"
16307473,5116,Blossom Street,,Houston,77007,Harris,Rice Military,Single-Family,2021,3,2,1,2.1,12,0,2,FALSE,0,Contemporary/Modern,689990,16,Rice Military/Washington Corridor,1,496,2/5/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S,"5116 Blossom Street, Houston, Texas, 77007",29.76756055,-95.41269141,"(29.76756055102041, -95.41269140816327)"
16328065,122,Glendale,,Houston,77012,Harris,Pineview Place,Single-Family,1938,3,1,0,1,6,0,1,FALSE,0,Traditional,205000,4,East End Revitalized,32,32,12/1/2020,HOUSTON ISD,GALLEGOS EL,MILBY H S,"122 Glendale, Houston, Texas, 77012",29.728681,-95.29109775,"(29.728680999999998, -95.29109775)"
16352744,6146,Queenswood Lane,,Houston,77008,Harris,Timbergrove Manor Sec 05,Single-Family,2008,4,3,1,3.1,12,1,2,TRUE,2,Traditional,1300000,9,Timbergrove/Lazybrook,8,8,1/29/2021,HOUSTON ISD,SINCLAIR EL,WALTRIP H S,"6146 Queenswood Lane, Houston, Texas, 77008",29.78698128,-95.42186831,"(29.78698128021859, -95.42186831315152)"
16379921,2302,Sheridan Street,,Houston,77030,Harris,Windermere,Single-Family,2020,4,4,1,4.1,15,3,2,FALSE,2,Contemporary/Modern,1690000,17,Rice/Museum District,120,710,10/9/2020,HOUSTON ISD,ROBERTS EL,LAMAR H S,"2302 Sheridan Street, Houston, Texas, 77030",29.70715702,-95.41276606,"(29.70715702040816, -95.41276606122449)"
16392112,3831,Merrick Street,,Houston,77025,Harris,Braes Heights,Single-Family,1950,3,2,1,2.1,8,0,1,FALSE,1,Traditional,799999,17,Braeswood Place,22,52,1/15/2021,HOUSTON ISD,TWAIN EL,LAMAR H S,"3831 Merrick Street, Houston, Texas, 77025",29.69675451,-95.43821255,"(29.696754510204084, -95.4382125510204)"
16460769,4103,Lumberdale Road,,Houston,77092,Harris,Langwood Sec 03,Single-Family,1960,4,2,1,2.1,4,0,1,FALSE,0,Traditional,320000,24,Spring Branch,134,134,9/25/2020,HOUSTON ISD,BENBROOK EL,SCARBOROUGH H S,"4103 Lumberdale Road, Houston, Texas, 77092",29.8290325,-95.48522801,"(29.829032501282914, -95.48522801314805)"
16587864,640,17th Street,,Houston,77008,Harris,Houston Heights Add,Single-Family,2010,3,3,1,3.1,7,1,2,FALSE,2,Other Style,735000,9,Heights/Greater Heights,16,16,1/21/2021,HOUSTON ISD,HELMS EL,HEIGHTS H S,"640 17th Street, Houston, Texas, 77008",29.654198,-95.208645,"(29.654198, -95.208645)"
16594943,4611,Rand Street,,Houston,77026,Harris,Kashmere Gardens Add,Single-Family,1959,2,2,0,2,8,0,1,FALSE,0,Ranch,152500,2,Northside,33,69,12/28/2020,HOUSTON ISD,KASHMERE GARDENS EL,KASHMERE H S,"4611 Rand Street, Houston, Texas, 77026",29.80395591,-95.32393051,"(29.803955909090906, -95.3239305050505)"
16632508,5315,Lillian Street,,Houston,77007,Harris,Millennium Lofts/Pk,Single-Family,2005,3,3,1,3.1,6,1,3,FALSE,2,Contemporary/Modern,415000,16,Rice Military/Washington Corridor,22,22,1/15/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S,"5315 Lillian Street, Houston, Texas, 77007",29.76974057,-95.41527071,"(29.76974057142857, -95.41527071428571)"
16665954,5226,Kiam  ,1015,Houston,77007,Harris,Spanish Villa/Kiam,Single-Family,2013,4,3,1,3.1,8,1,4,FALSE,2,Contemporary/Modern,550000,9,Cottage Grove,59,72,12/9/2020,HOUSTON ISD,LOVE EL,WALTRIP H S,"5226 Kiam  , Houston, Texas, 77007",29.78142263,-95.41440869,"(29.78142263265306, -95.41440869387755)"
16720289,1616,Skinner Road,,Houston,77093,Harris,Sunnyland Farms,Single-Family,1925,3,1,0,1,5,0,1,FALSE,0,Traditional,279000,9,Northside,16,16,1/21/2021,HOUSTON ISD,COOP EL,HOUSTON MATH SCIENCE AND TECHNOLOG,"1616 Skinner Road, Houston, Texas, 77093",29.86716354,-95.36057894,"(29.867163542812513, -95.36057893721778)"
16740976,2,Rivercrest Drive,,Houston,77042,Harris,Rivercrest R/P,Single-Family,2007,11,10,2,10.2,19,2,2,TRUE,5,Traditional,5300000,22,Rivercrest,58,482,12/10/2020,HOUSTON ISD,WALNUT BEND EL,WESTSIDE H S,"2 Rivercrest Drive, Houston, Texas, 77042",29.747417,-95.545911,"(29.747417, -95.545911)"
16754059,12965,Kingsbridge Lane,,Houston,77077,Harris,Lake At Stonehenge,Single-Family,1984,2,2,1,2.1,10,2,2,FALSE,2,Traditional,285000,31,Energy Corridor,4,4,2/2/2021,HOUSTON ISD,RAY DAILY EL,WESTSIDE H S,"12965 Kingsbridge Lane, Houston, Texas, 77077",29.75881691,-95.61431309,"(29.75881690909091, -95.61431309090909)"
16773895,5739,Braeswood Boulevard,,Houston,77096,Harris,Maplewood South Sec 05,Single-Family,1962,3,2,0,2,4,1,1,FALSE,1,Traditional,349999,20,Meyerland Area,0,238,2/6/2021,HOUSTON ISD,PARKER EL,WESTBURY H S,"5739 Braeswood Boulevard, Houston, Texas, 77096",29.7063528,-95.3944449,"(29.7063528, -95.3944449)"
16775075,5322,Blossom Street,,Houston,77007,Harris,RICE MILITARY,Single-Family,1999,3,2,1,2.1,9,1,2,FALSE,2,Traditional,512500,16,Rice Military/Washington Corridor,57,57,12/11/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S,"5322 Blossom Street, Houston, Texas, 77007",29.76752308,-95.41556461,"(29.767523081632653, -95.4155646122449)"
16781831,5439,Kinglet,,Houston,77096,Harris,Westbury Sec 02,Single-Family,1953,2,1,0,1,8,1,1,FALSE,1,Traditional,275000,20,Brays Oaks,170,170,8/20/2020,HOUSTON ISD,PARKER EL,WESTBURY H S,"5439 Kinglet, Houston, Texas, 77096",29.66225859,-95.4787198,"(29.662258591836736, -95.47871979591837)"
16782804,1504,Woodvine,,Houston,77055,Harris,Shadyvilla Estates,Single-Family,2013,3,3,1,3.1,9,1,2,FALSE,2,Traditional,739000,24,Spring Branch,30,125,1/7/2021,SPRING BRANCH ISD,HOUSMAN EL,NORTHBROOK H S,"1504 Woodvine, Houston, Texas, 77055",29.79648576,-95.47850467,"(29.79648575510204, -95.47850467346939)"
16925172,1822,Tannehill Drive,,Houston,77008,Harris,Lazybrook Sec 02,Single-Family,2020,4,3,1,3.1,9,1,1,FALSE,2,Traditional,875000,9,Timbergrove/Lazybrook,82,95,11/16/2020,HOUSTON ISD,SINCLAIR EL,WALTRIP H S,"1822 Tannehill Drive, Houston, Texas, 77008",29.79914076,-95.43183648,"(29.799140757575756, -95.43183648484849)"
16932057,4372,Faculty Lane,,Houston,77004,Harris,University Oaks,Single-Family,1960,5,3,1,3.1,5,0,2,FALSE,0,Traditional,549000,4,University Area,48,48,12/20/2020,HOUSTON ISD,LOCKHART EL,YATES H S,"4372 Faculty Lane, Houston, Texas, 77004",29.71379705,-95.34543437,"(29.71379704977258, -95.34543436651505)"
16982239,4211,Stassen Street,,Houston,77051,Harris,Sunnyside Courts,Single-Family,2020,3,2,1,2.1,7,0,2,FALSE,2,Contemporary/Modern,265000,3,Medical Center South,3,3,2/3/2021,HOUSTON ISD,YOUNG EL,WORTHING H S,"4211 Stassen Street, Houston, Texas, 77051",29.67207484,-95.36478766,"(29.67207483838384, -95.36478765656567)"
17007760,8203,Glenloch Drive,,Houston,77061,Harris,Glenbrook Vly 12 Pt Rp,Single-Family,1967,4,2,1,2.1,10,1,1,FALSE,1,Ranch,299990,3,Hobby Area,15,15,1/22/2021,HOUSTON ISD,CORNELIUS EL,CHAVEZ H S,"8203 Glenloch Drive, Houston, Texas, 77061",29.67327267,-95.28125915,"(29.67327266807485, -95.28125914556071)"
17048928,1419,Dian  Street,D,Houston,77008,Harris,Clark Pines Sec 02,Single-Family,1940,2,1,0,1,2,0,1,FALSE,0,Traditional,303000,9,Heights/Greater Heights,5,5,2/1/2021,HOUSTON ISD,LOVE EL,WALTRIP H S,"1419 Dian  Street, Houston, Texas, 77008",29.7963881,-95.41406192,"(29.796388102040815, -95.41406191836735)"
17056955,4361,Harvest Lane,,Houston,77004,Harris,University Oaks,Single-Family,1946,3,2,0,2,3,1,2,FALSE,1,Traditional,355000,4,University Area,5,171,2/1/2021,HOUSTON ISD,LOCKHART EL,YATES H S,"4361 Harvest Lane, Houston, Texas, 77004",29.71544586,-95.34423468,"(29.715445858867405, -95.34423468361615)"
17081969,1129,22nd Street,,Houston,77008,Harris,Shady Acres,Single-Family,1940,3,1,0,1,8,0,1,FALSE,0,Other Style,359000,9,Heights/Greater Heights,9,99,1/28/2021,HOUSTON ISD,SINCLAIR EL,WALTRIP H S,"1129 22nd Street, Houston, Texas, 77008",29.62313,-95.218494,"(29.62313, -95.218494)"
17189990,1082,Lamonte Lane,,Houston,77018,Harris,Garden Oaks,Single-Family,1946,2,3,0,3,10,0,2,FALSE,0,"Contemporary/Modern, Traditional",519900,9,Garden Oaks,16,200,1/19/2021,HOUSTON ISD,GARDEN OAKS MONTESSORI,WALTRIP H S,"1082 Lamonte Lane, Houston, Texas, 77018",29.82778904,-95.42758879,"(29.827789038639963, -95.42758879216383)"
17195795,1120,Ashland Street,,Houston,77008,Harris,Houston Heights,Single-Family,1920,3,3,0,3,7,0,1,FALSE,0,Traditional,635000,9,Heights/Greater Heights,128,128,10/1/2020,HOUSTON ISD,LOVE EL,HEIGHTS H S,"1120 Ashland Street, Houston, Texas, 77008",29.79106622,-95.40327441,"(29.791066224489796, -95.40327440816326)"
17199767,2111,Libbey Drive,,Houston,77018,Harris,Oak Forest Sec 14,Single-Family,1955,3,2,0,2,9,0,1,FALSE,0,Traditional,399000,9,Oak Forest East Area,1,133,2/5/2021,HOUSTON ISD,STEVENS EL,WALTRIP H S,"2111 Libbey Drive, Houston, Texas, 77018",29.83078508,-95.44906805,"(29.830785083480528, -95.44906805090255)"
17248485,115,Delaney Street,,Houston,77009,Harris,Avenue Acres,Single-Family,2007,3,2,1,2.1,5,0,2,FALSE,1,Traditional,269999,9,Northside,46,54,12/22/2020,HOUSTON ISD,JEFFERSON EL,NORTHSIDE H S,"115 Delaney Street, Houston, Texas, 77009",29.81303974,-95.37072069,"(29.813039735158377, -95.37072068949264)"
17305171,5341,Nolda  Street,B,Houston,77007,Harris,Tc Jester Court,Single-Family,2008,3,3,0,3,7,0,3,FALSE,0,Traditional,462500,16,Rice Military/Washington Corridor,67,67,12/1/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S,"5341 Nolda  Street, Houston, Texas, 77007",29.77612724,-95.41677035,"(29.776127244897957, -95.41677034693878)"
17327175,4729,Pease Street,,Houston,77023,Harris,Lawnview,Single-Family,1940,3,2,0,2,7,0,1,FALSE,0,Contemporary/Modern,399000,4,East End Revitalized,154,298,8/31/2020,HOUSTON ISD,CAGE EL,AUSTIN H S,"4729 Pease Street, Houston, Texas, 77023",29.73374414,-95.33158843,"(29.733744142857145, -95.33158842857144)"
17391717,5631,Petty Street,,Houston,77007,Harris,Cottage Grove Sec 03,Single-Family,2002,5,2,0,2,5,0,1,FALSE,0,Traditional,425000,9,Cottage Grove,20,20,1/17/2021,HOUSTON ISD,MEMORIAL EL,WALTRIP H S,"5631 Petty Street, Houston, Texas, 77007",29.78043218,-95.42277447,"(29.78043218367347, -95.42277446938776)"
17405521,8110,Helmers Street,,Houston,77022,Harris,Oakcrest,Single-Family,1946,4,2,0,2,4,0,1,FALSE,0,Traditional,329997,9,Northwest Houston,7,29,1/30/2021,HOUSTON ISD,JANOWSKI EL,HOUSTON MATH SCIENCE AND TECHNOLOG,"8110 Helmers Street, Houston, Texas, 77022",29.83506626,-95.36583161,"(29.835066261306533, -95.36583160804021)"
17456100,3317,Delhi Street,,Houston,77022,Harris,Lincoln Heights,Single-Family,2021,3,2,1,2.1,7,0,2,FALSE,0,Traditional,369900,9,Northwest Houston,50,50,12/18/2020,HOUSTON ISD,BURRUS EL,WASHINGTON B T H S,"3317 Delhi Street, Houston, Texas, 77022",29.81675308,-95.38738718,"(29.816753076276388, -95.38738718361589)"
17527078,10619,Candlewood Drive,,Houston,77042,Harris,Walnut Bend Sec 07,Single-Family,1967,4,2,1,2.1,6,0,1,FALSE,2,Traditional,549000,31,Briargrove Park/Walnutbend,2,6,2/4/2021,HOUSTON ISD,WALNUT BEND EL,WESTSIDE H S,"10619 Candlewood Drive, Houston, Texas, 77042",29.75438966,-95.56374235,"(29.754389658856784, -95.56374235290332)"
17540520,7512,Milliken Street,,Houston,77016,Harris,Milliken Estate,Single-Family,2021,3,2,1,2.1,6,0,2,FALSE,2,Traditional,249000,2,Northside,12,12,1/25/2021,HOUSTON ISD,COOK JR EL,KASHMERE H S,"7512 Milliken Street, Houston, Texas, 77016",29.82760769,-95.32673684,"(29.827607693877553, -95.3267368367347)"
17563829,2307,Clementine ,,Houston,77020,Harris,Lyons Redev,Single-Family,2021,2,2,1,2.1,8,0,2,FALSE,2,Traditional,284900,2,Denver Harbor,33,61,1/4/2021,HOUSTON ISD,ATHERTON EL,WHEATLEY H S,"2307 Clementine , Houston, Texas, 77020",29.78270155,-95.31938343,"(29.78270155102041, -95.31938342857143)"
17580127,1911,Pasadena Street,,Houston,77023,Harris,Forest Hill,Single-Family,1949,2,1,0,1,6,1,1,FALSE,0,Traditional,324900,4,East End Revitalized,74,74,11/24/2020,HOUSTON ISD,BRISCOE EL,AUSTIN H S,"1911 Pasadena Street, Houston, Texas, 77023",29.72258868,-95.29809616,"(29.722588680857363, -95.29809615724562)"
17583191,127,Sidney St,,Houston,77003,Harris,Blau Homestead,Single-Family,1940,4,3,0,3,7,0,1,FALSE,1,Traditional,405000,4,East End Revitalized,3,88,2/3/2021,HOUSTON ISD,LANTRIP EL,AUSTIN H S,"127 Sidney St, Houston, Texas, 77003",29.74791079,-95.33178195,"(29.747910789473686, -95.33178194736843)"
17655836,1612,Vermont Street,,Houston,77006,Harris,Lamar,Single-Family,1950,2,2,0,2,9,1,1,FALSE,0,Traditional,650000,16,Montrose,86,86,11/12/2020,HOUSTON ISD,WILSON MONTESSORI,LAMAR H S,"1612 Vermont Street, Houston, Texas, 77006",29.7491858,-95.4021712,"(29.7491858, -95.4021712)"
17692582,4114,Donna Lynn Drive,,Houston,77092,Harris,Mangum Manor Sec 03,Single-Family,1960,4,2,1,2.1,7,0,2,FALSE,2,Ranch,289000,9,Oak Forest West Area,75,75,11/23/2020,HOUSTON ISD,WAINWRIGHT EL,SCARBOROUGH H S,"4114 Donna Lynn Drive, Houston, Texas, 77092",29.82884263,-95.46791197,"(29.828842630935462, -95.4679119725364)"
17768713,8110,Miley St ,,Houston,77028,Harris,SETTEGAST GARDENS,Single-Family,2020,3,2,0,2,6,0,2,FALSE,1,Contemporary/Modern,189999,2,Northeast Houston,25,25,1/12/2021,HOUSTON ISD,MCGOWEN EL,KASHMERE H S,"8110 Miley St , Houston, Texas, 77028",29.8167514,-95.27912568,"(29.81675140105405, -95.27912567822872)"
17793273,5910,Southcrest Street,,Houston,77033,Harris,Southcrest,Single-Family,1949,3,2,0,2,0,0,2,FALSE,0,Ranch,204000,3,Medical Center South,3,3,2/3/2021,HOUSTON ISD,KELSO EL,STERLING H S,"5910 Southcrest Street, Houston, Texas, 77033",29.68798471,-95.33099057,"(29.687984714285715, -95.33099057142857)"
17821978,5751,Cheena Drive,,Houston,77096,Harris,Maplewood South Sec 01,Single-Family,1961,4,3,0,3,8,1,1,FALSE,2,Ranch,495000,20,Meyerland Area,2,2,2/4/2021,HOUSTON ISD,PARKER EL,WESTBURY H S,"5751 Cheena Drive, Houston, Texas, 77096",29.66854516,-95.48848958,"(29.668545157894737, -95.48848957894737)"
17924058,9310,Val Verde Street,,Houston,77063,Harris,Westmont,Single-Family,1969,4,2,0,2,9,1,1,FALSE,0,Traditional,319900,22,Briarmeadow/Tanglewilde,25,25,1/12/2021,HOUSTON ISD,EMERSON EL,WISDOM H S,"9310 Val Verde Street, Houston, Texas, 77063",29.7360166,-95.52865709,"(29.736016597978473, -95.52865708822739)"
17936309,2008,Milford,,Houston,77098,Harris,Cresmere Place,Single-Family,2002,4,4,1,4.1,11,2,2,TRUE,2,Traditional,1575000,17,Rice/Museum District,4,234,2/2/2021,HOUSTON ISD,POE EL,LAMAR H S,"2008 Milford, Houston, Texas, 77098",29.7287913,-95.40722911,"(29.728791303030302, -95.4072291111111)"
17936925,5175,Huckleberry Circle,,Houston,77056,Harris,Brairdale,Single-Family,2003,5,6,1,6.1,17,2,2,TRUE,3,"English, French, Mediterranean",2195000,22,Tanglewood Area,18,257,1/19/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S,"5175 Huckleberry Circle, Houston, Texas, 77056",29.75154086,-95.46647848,"(29.751540864550137, -95.46647847775984)"
18033704,10013,Fairland Drive,,Houston,77051,Harris,Blueridge Sec 02,Single-Family,1958,4,1,0,1,4,0,1,FALSE,0,Traditional,100000,3,Medical Center South,31,31,1/6/2021,HOUSTON ISD,REYNOLDS EL,WORTHING H S,"10013 Fairland Drive, Houston, Texas, 77051",29.6498026,-95.37356007,"(29.649802604026846, -95.3735600671141)"
18079006,5204,Longmont Drive,,Houston,77056,Harris,Tanglewood Sec 02,Single-Family,1950,4,2,0,2,11,0,1,FALSE,2,"Ranch, Traditional",1295000,22,Tanglewood Area,22,22,1/15/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S,"5204 Longmont Drive, Houston, Texas, 77056",29.75567251,-95.46757496,"(29.755672510204082, -95.46757495918366)"
18227187,108,Robert Lee Road,,Houston,77009,Harris,Mcfarland Courts,Single-Family,1949,2,1,0,1,2,0,1,FALSE,0,Other Style,240000,9,Northside,3,3,2/3/2021,HOUSTON ISD,JEFFERSON EL,NORTHSIDE H S,"108 Robert Lee Road, Houston, Texas, 77009",29.80943667,-95.36985757,"(29.80943667346939, -95.36985757142857)"
18281082,6342,Mystic Bridge Drive,,Houston,77021,Harris,Hermann Lake,Single-Family,2005,3,3,1,3.1,8,1,3,FALSE,2,Contemporary/Modern,578000,17,Medical Center Area,78,235,11/20/2020,HOUSTON ISD,THOMPSON EL,YATES H S,"6342 Mystic Bridge Drive, Houston, Texas, 77021",29.70860871,-95.38003329,"(29.708608714285713, -95.38003328571429)"
18402995,511,Pierce Street,,Houston,77019,Harris,Pierce Stanford,Single-Family,2011,3,3,2,3.2,8,1,4,TRUE,2,Traditional,875000,16,Montrose,64,64,12/4/2020,HOUSTON ISD,WHARTON K-8 DUAL LANGUAGE ACADEMY,LAMAR H S,"511 Pierce Street, Houston, Texas, 77019",29.75203357,-95.37490384,"(29.752033571428573, -95.37490383673469)"
