mls,school
52759165,RIVER OAKS EL
83500437,RIVER OAKS EL
81078402,RIVER OAKS EL
91822296,RIVER OAKS EL
59948864,RIVER OAKS EL
53010327,RIVER OAKS EL
29348686,RIVER OAKS EL
40037047,RIVER OAKS EL
75534242,RIVER OAKS EL
82534927,RIVER OAKS EL
46057309,RIVER OAKS EL
42588158,RIVER OAKS EL
26732714,RIVER OAKS EL
22218895,RIVER OAKS EL
94160375,RIVER OAKS EL
81972453,RIVER OAKS EL
41675383,RIVER OAKS EL
44289820,RIVER OAKS EL
65431296,RIVER OAKS EL
45207458,RIVER OAKS EL
53186854,RIVER OAKS EL
65902892,RIVER OAKS EL
20114536,RIVER OAKS EL
93177794,RIVER OAKS EL
47193796,RIVER OAKS EL
39584971,RIVER OAKS EL
28286726,RIVER OAKS EL
4645005,RIVER OAKS EL
10582796,RIVER OAKS EL
51752456,RIVER OAKS EL
55412382,RIVER OAKS EL
85699004,RIVER OAKS EL
47434634,RIVER OAKS EL
56693614,RIVER OAKS EL
10122439,RIVER OAKS EL
93815555,RIVER OAKS EL
10478461,RIVER OAKS EL
78814190,RIVER OAKS EL
2142528,RIVER OAKS EL
40904200,RIVER OAKS EL
91069542,RIVER OAKS EL
38630386,ROBERTS EL
71850284,ROBERTS EL
25432234,ROBERTS EL
11356792,ROBERTS EL
90923327,ROBERTS EL
44556182,ROBERTS EL
74571078,ROBERTS EL
28635834,ROBERTS EL
75523445,ROBERTS EL
89144407,ROBERTS EL
16379921,ROBERTS EL
63997558,ROBERTS EL
26601732,ROBERTS EL
54092647,ROBERTS EL
2569510,ROBERTS EL
52322619,ROBERTS EL
25116086,ROBERTS EL
33154002,ROBERTS EL
93256963,ROBERTS EL
94581192,ROBERTS EL
67437745,ROBERTS EL
36179611,ROBERTS EL
35580730,ROBERTS EL
36777449,ROBERTS EL
52590231,TWAIN EL
92014006,TWAIN EL
93984876,TWAIN EL
54119451,TWAIN EL
28042221,TWAIN EL
79234481,TWAIN EL
46302351,TWAIN EL
14564553,TWAIN EL
86334881,TWAIN EL
2587468,TWAIN EL
28266768,TWAIN EL
40509719,TWAIN EL
63506334,TWAIN EL
37091710,TWAIN EL
98769547,TWAIN EL
52697168,TWAIN EL
65062699,TWAIN EL
48768853,TWAIN EL
92978468,TWAIN EL
40325085,TWAIN EL
52348191,TWAIN EL
63246497,TWAIN EL
75927849,TWAIN EL
44628233,TWAIN EL
16392112,TWAIN EL
67271665,TWAIN EL
26260310,TWAIN EL
28793010,TWAIN EL
81645820,TWAIN EL
28179759,WEST UNIVERSITY EL
36746318,WEST UNIVERSITY EL
2376944,WEST UNIVERSITY EL
83010460,WEST UNIVERSITY EL
40435436,WEST UNIVERSITY EL
98454411,WEST UNIVERSITY EL
82250197,WEST UNIVERSITY EL
82797497,WEST UNIVERSITY EL
10209212,WEST UNIVERSITY EL
89941117,WEST UNIVERSITY EL
43021081,WEST UNIVERSITY EL
79106435,WEST UNIVERSITY EL
56893124,WEST UNIVERSITY EL
61112423,WEST UNIVERSITY EL
3515388,WEST UNIVERSITY EL
66188791,WEST UNIVERSITY EL
78857680,WEST UNIVERSITY EL
10119881,WEST UNIVERSITY EL
40495550,WEST UNIVERSITY EL
87439070,WEST UNIVERSITY EL
27544232,WEST UNIVERSITY EL
38749370,WEST UNIVERSITY EL
87013897,WEST UNIVERSITY EL
13242230,WEST UNIVERSITY EL
69936328,WEST UNIVERSITY EL
9563441,WEST UNIVERSITY EL
87804306,WEST UNIVERSITY EL
97110211,WEST UNIVERSITY EL
54599800,WEST UNIVERSITY EL
36105928,WEST UNIVERSITY EL
87091505,WEST UNIVERSITY EL
14190006,WEST UNIVERSITY EL
50570854,WEST UNIVERSITY EL
71210174,WEST UNIVERSITY EL
32689476,WEST UNIVERSITY EL
32841757,WEST UNIVERSITY EL
87504287,WEST UNIVERSITY EL
66272877,WEST UNIVERSITY EL
62598106,WEST UNIVERSITY EL
7256439,WEST UNIVERSITY EL
8430284,WEST UNIVERSITY EL
98336546,WEST UNIVERSITY EL
9898286,WEST UNIVERSITY EL
7644883,WEST UNIVERSITY EL
41606541,WEST UNIVERSITY EL
51211707,WEST UNIVERSITY EL
30827446,WEST UNIVERSITY EL
83047702,WEST UNIVERSITY EL
69620978,WEST UNIVERSITY EL
50569482,WEST UNIVERSITY EL
42940507,WEST UNIVERSITY EL
64889960,WEST UNIVERSITY EL
66596195,WEST UNIVERSITY EL
27837902,WEST UNIVERSITY EL
97785947,WEST UNIVERSITY EL
5671570,WEST UNIVERSITY EL
80035300,WEST UNIVERSITY EL
83990554,WEST UNIVERSITY EL
58011955,WEST UNIVERSITY EL
53601589,WEST UNIVERSITY EL
63415299,WEST UNIVERSITY EL
75363795,WEST UNIVERSITY EL
12779450,WEST UNIVERSITY EL
67198711,WEST UNIVERSITY EL
56701807,WEST UNIVERSITY EL
84267134,WEST UNIVERSITY EL
47816741,WEST UNIVERSITY EL
71751371,WEST UNIVERSITY EL
79577116,WHIDBY EL
83970577,WHIDBY EL
43111391,WHARTON K-8 DUAL LANGUAGE ACADEMY
41310651,WHARTON K-8 DUAL LANGUAGE ACADEMY
25752563,WHARTON K-8 DUAL LANGUAGE ACADEMY
60617768,WHARTON K-8 DUAL LANGUAGE ACADEMY
9791409,WHARTON K-8 DUAL LANGUAGE ACADEMY
4760271,WHARTON K-8 DUAL LANGUAGE ACADEMY
13291460,WHARTON K-8 DUAL LANGUAGE ACADEMY
15823318,WHARTON K-8 DUAL LANGUAGE ACADEMY
18402995,WHARTON K-8 DUAL LANGUAGE ACADEMY
62057474,WHARTON K-8 DUAL LANGUAGE ACADEMY
36115354,WHARTON K-8 DUAL LANGUAGE ACADEMY
956258,WHARTON K-8 DUAL LANGUAGE ACADEMY
18748855,WHARTON K-8 DUAL LANGUAGE ACADEMY
35943320,WHARTON K-8 DUAL LANGUAGE ACADEMY
75143521,WHARTON K-8 DUAL LANGUAGE ACADEMY
10519978,WHARTON K-8 DUAL LANGUAGE ACADEMY
72365651,WHARTON K-8 DUAL LANGUAGE ACADEMY
68171950,WHARTON K-8 DUAL LANGUAGE ACADEMY
28532900,WHARTON K-8 DUAL LANGUAGE ACADEMY
55783153,WHARTON K-8 DUAL LANGUAGE ACADEMY
83895752,WHARTON K-8 DUAL LANGUAGE ACADEMY
43624081,WHARTON K-8 DUAL LANGUAGE ACADEMY
46043635,WHARTON K-8 DUAL LANGUAGE ACADEMY
35285425,WHARTON K-8 DUAL LANGUAGE ACADEMY
77577442,WHARTON K-8 DUAL LANGUAGE ACADEMY
7221693,WHARTON K-8 DUAL LANGUAGE ACADEMY
42997701,WHARTON K-8 DUAL LANGUAGE ACADEMY
11301473,WHARTON K-8 DUAL LANGUAGE ACADEMY
83879537,WHARTON K-8 DUAL LANGUAGE ACADEMY
92479478,WHARTON K-8 DUAL LANGUAGE ACADEMY
51167315,WHARTON K-8 DUAL LANGUAGE ACADEMY
73253513,WHARTON K-8 DUAL LANGUAGE ACADEMY
54116504,WHARTON K-8 DUAL LANGUAGE ACADEMY
40523629,WHARTON K-8 DUAL LANGUAGE ACADEMY
77574251,WHARTON K-8 DUAL LANGUAGE ACADEMY
85650059,WHARTON K-8 DUAL LANGUAGE ACADEMY
95073244,WHARTON K-8 DUAL LANGUAGE ACADEMY
76321905,WHARTON K-8 DUAL LANGUAGE ACADEMY
25639464,WHARTON K-8 DUAL LANGUAGE ACADEMY
59509148,WHARTON K-8 DUAL LANGUAGE ACADEMY
94509240,WHARTON K-8 DUAL LANGUAGE ACADEMY
35309746,WHARTON K-8 DUAL LANGUAGE ACADEMY
92930439,WILSON MONTESSORI
62608613,WILSON MONTESSORI
71875227,WILSON MONTESSORI
919728,WILSON MONTESSORI
63072703,WILSON MONTESSORI
9762408,WILSON MONTESSORI
45977831,WILSON MONTESSORI
2571718,WILSON MONTESSORI
60328112,WILSON MONTESSORI
48806810,WILSON MONTESSORI
47586430,WILSON MONTESSORI
52049422,WILSON MONTESSORI
33119708,WILSON MONTESSORI
60498830,WILSON MONTESSORI
6905334,WILSON MONTESSORI
73334108,WILSON MONTESSORI
70132376,WILSON MONTESSORI
17655836,WILSON MONTESSORI
82293073,WILSON MONTESSORI
21226607,WILSON MONTESSORI
4696265,WILSON MONTESSORI
62023931,WILSON MONTESSORI
37406733,WILSON MONTESSORI
27753665,WILSON MONTESSORI
30469224,WILSON MONTESSORI
56308983,WILSON MONTESSORI
75239051,WILSON MONTESSORI
71538619,WILSON MONTESSORI
92716080,WILSON MONTESSORI
46088864,WILSON MONTESSORI
66466034,WILSON MONTESSORI
96254926,WILSON MONTESSORI
85760625,WILSON MONTESSORI
77847979,WILSON MONTESSORI
26880126,WILSON MONTESSORI
2914096,WILSON MONTESSORI
8770519,WILSON MONTESSORI
26226646,WILSON MONTESSORI
77916316,WILSON MONTESSORI
85085474,WILSON MONTESSORI
82090909,WILSON MONTESSORI
3188997,WILSON MONTESSORI
27079590,WILSON MONTESSORI
48203471,WILSON MONTESSORI
8197773,WILSON MONTESSORI
8346129,WILSON MONTESSORI
58961384,WILSON MONTESSORI
60731417,WILSON MONTESSORI
51130015,WILSON MONTESSORI
59697161,WILSON MONTESSORI
75621762,WILSON MONTESSORI
26847135,WILSON MONTESSORI
55478507,WILSON MONTESSORI
76961370,WILSON MONTESSORI
29239577,WILSON MONTESSORI
62015891,WILSON MONTESSORI
11536996,WILSON MONTESSORI
21780891,WILSON MONTESSORI
13544466,WILSON MONTESSORI
34739953,WILSON MONTESSORI
16242745,WILSON MONTESSORI
57461715,WILSON MONTESSORI
55740429,WILSON MONTESSORI
58745128,WILSON MONTESSORI
90605869,WILSON MONTESSORI
8598669,WILSON MONTESSORI
6675750,WILSON MONTESSORI
2561808,WILSON MONTESSORI
57514085,WILSON MONTESSORI
76863421,WILSON MONTESSORI
85275441,WILSON MONTESSORI
19757684,WILSON MONTESSORI
30569321,WILSON MONTESSORI
30400303,WILSON MONTESSORI
69982172,WILSON MONTESSORI
91907245,WILSON MONTESSORI
67260428,TRAVIS EL
76980935,TRAVIS EL
76230997,BARRICK EL
15140876,BARRICK EL
78819796,FONDREN EL
27668995,HINES-CALDWELL
92860569,HINES-CALDWELL
49212471,HINES-CALDWELL
52670109,HINES-CALDWELL
58399669,HOBBY EL
68185329,HOBBY EL
23306163,HOBBY EL
39762357,HOBBY EL
75539711,HOBBY EL
46824769,HOBBY EL
31347406,HOBBY EL
3427718,HOBBY EL
86668472,HOBBY EL
61503330,HOBBY EL
66077868,HOBBY EL
14694795,HOBBY EL
10058395,HOBBY EL
6478232,HOBBY EL
63652492,HOBBY EL
8857645,HOBBY EL
36943966,HOBBY EL
56998359,HOBBY EL
82008126,HOBBY EL
19812707,HOBBY EL
86806985,HOBBY EL
38726428,MONTGOMERY EL
40602169,MONTGOMERY EL
72531535,MONTGOMERY EL
49208289,PETERSEN EL
40801033,PETERSEN EL
16532768,PETERSEN EL
93004654,REAGAN K-8 EDUCATIONAL CTR
3235605,SHEARN EL
47676782,SHEARN EL
12126105,SHEARN EL
64382034,SHEARN EL
91701708,SHEARN EL
27649560,SHEARN EL
92893947,SHEARN EL
4019514,SHEARN EL
36763034,SHEARN EL
31471086,SHEARN EL
84686605,SHEARN EL
11353221,SHEARN EL
28416470,SHEARN EL
21005895,SHEARN EL
21110359,SHEARN EL
75878222,SHEARN EL
12509126,SHEARN EL
53071148,SHEARN EL
47097803,SHEARN EL
98294667,SHEARN EL
75546879,SHEARN EL
84646105,SHEARN EL
98662125,SHEARN EL
24925594,SHEARN EL
66232995,SHEARN EL
67620559,SHEARN EL
24966498,BEAR CREEK EL
11720564,BEAR CREEK EL
86599433,HUNTERS CREEK EL
30473496,VALLEY OAKS EL
47621939,DAVILA EL
67883522,DE ZAVALA EL
80933994,DE ZAVALA EL
71960259,DE ZAVALA EL
34872518,GALLEGOS EL
16328065,GALLEGOS EL
31594039,GALLEGOS EL
32707779,GALLEGOS EL
15963198,GALLEGOS EL
91004815,GALLEGOS EL
76651310,SOUTHMAYD EL
52108344,SOUTHMAYD EL
12821287,SOUTHMAYD EL
38886034,HILLIARD EL
41255881,HILLIARD EL
68849666,HILLIARD EL
55383682,HILLIARD EL
47758672,HILLIARD EL
15889188,HILLIARD EL
23243852,HILLIARD EL
43830135,HILLIARD EL
43592555,HILLIARD EL
2375107,HILLIARD EL
42757369,HILLIARD EL
39963944,HILLIARD EL
92314040,HILLIARD EL
35389259,MARSHALL EL
69192786,MARSHALL EL
66513782,SHADYDALE EL
98409551,SHADYDALE EL
55293660,SHADYDALE EL
51669107,SHADYDALE EL
10022044,SHADYDALE EL
26969900,SHADYDALE EL
82293380,SHADYDALE EL
89520718,SHADYDALE EL
88002613,SHADYDALE EL
89696726,SHADYDALE EL
90341710,SHADYDALE EL
22768218,SHADYDALE EL
73897441,SHADYDALE EL
19140986,SHADYDALE EL
98292217,SHADYDALE EL
29502926,SHADYDALE EL
60060156,SHADYDALE EL
39399095,SHADYDALE EL
29275356,SHADYDALE EL
5279785,SHADYDALE EL
94808049,SHADYDALE EL
34264944,SHADYDALE EL
95836214,SHADYDALE EL
38252047,SHADYDALE EL
14642400,SHADYDALE EL
71507597,PURPLE SAGE EL
16782804,HOUSMAN EL
92944717,TREASURE FOREST EL
80977866,JEFFERSON EL
18227187,JEFFERSON EL
17248485,JEFFERSON EL
46395956,JEFFERSON EL
67029237,JEFFERSON EL
14729280,JEFFERSON EL
34073074,JEFFERSON EL
96190689,JEFFERSON EL
59582713,JEFFERSON EL
2677308,JEFFERSON EL
81476568,JEFFERSON EL
29465616,JEFFERSON EL
65668037,JEFFERSON EL
41718666,JEFFERSON EL
52311644,JEFFERSON EL
50553331,JEFFERSON EL
48708210,JEFFERSON EL
75678877,JEFFERSON EL
36729450,JEFFERSON EL
27201173,JEFFERSON EL
5020088,JEFFERSON EL
66117514,JEFFERSON EL
3798854,JEFFERSON EL
60497526,JEFFERSON EL
2538445,JEFFERSON EL
77771858,JEFFERSON EL
9964097,JEFFERSON EL
74767604,JEFFERSON EL
76631419,JEFFERSON EL
68823754,JEFFERSON EL
51651440,JEFFERSON EL
35959848,KETELSEN EL
9321949,KETELSEN EL
37033654,KETELSEN EL
39909212,KETELSEN EL
15951034,KETELSEN EL
82850725,KETELSEN EL
12069066,KETELSEN EL
2707648,KETELSEN EL
65199858,KETELSEN EL
75788493,KETELSEN EL
9627315,KETELSEN EL
43177596,KETELSEN EL
98915588,KETELSEN EL
68935931,KETELSEN EL
63635069,LOOSCAN EL
39969640,LOOSCAN EL
34799457,LOOSCAN EL
12836939,LOOSCAN EL
88682247,LOOSCAN EL
52396752,LOOSCAN EL
38235956,LOOSCAN EL
61141443,LOOSCAN EL
97568740,LOOSCAN EL
55994377,LOOSCAN EL
95143543,LOOSCAN EL
85449481,MARTINEZ C EL
51690717,MARTINEZ C EL
46892581,MARTINEZ C EL
67596953,MARTINEZ C EL
3631477,MARTINEZ C EL
30161492,MARTINEZ C EL
92137503,MARTINEZ C EL
89846253,MARTINEZ C EL
38846234,MARTINEZ C EL
32238429,MARTINEZ C EL
52346664,MARTINEZ C EL
89842659,ROOSEVELT EL
68730199,ROOSEVELT EL
52705703,ROOSEVELT EL
88604656,ROOSEVELT EL
85120296,ROOSEVELT EL
55687140,ROSS EL
83279383,SHERMAN EL
85729047,SHERMAN EL
14254926,SHERMAN EL
98016450,SHERMAN EL
78921037,SHERMAN EL
10536297,SHERMAN EL
60327582,SHERMAN EL
73792596,SHERMAN EL
88485006,SHERMAN EL
97351364,SHERMAN EL
7631346,SHERMAN EL
25356952,SHERMAN EL
52938587,SHERMAN EL
77161954,SHERMAN EL
74967144,SHERMAN EL
45359336,SHERMAN EL
52685206,SHERMAN EL
36858756,SHERMAN EL
8818327,TRAVIS EL
35706193,MCELWAIN EL
73504725,BARRICK EL
31855113,BERRY EL
65536549,BURBANK EL
16720289,COOP EL
89218882,COOP EL
84369304,COOP EL
7026834,DE CHAUMES EL
68564857,DE CHAUMES EL
33649977,DE CHAUMES EL
20653756,DE CHAUMES EL
31435713,DE CHAUMES EL
75074139,DE CHAUMES EL
23367647,DURKEE EL
48074284,HERRERA EL
56091796,HERRERA EL
23586363,HERRERA EL
53392561,HERRERA EL
12561983,HERRERA EL
845387,HERRERA EL
3518125,HERRERA EL
74305378,JANOWSKI EL
69091302,JANOWSKI EL
85759875,JANOWSKI EL
17405521,JANOWSKI EL
27472465,JANOWSKI EL
53727913,JANOWSKI EL
56929239,JANOWSKI EL
26012702,MORENO EL
24973759,LYONS EL
86290807,LYONS EL
41266214,LYONS EL
48422452,LYONS EL
54357446,LYONS EL
45755839,LYONS EL
97415141,NORTHLINE EL
91994173,SCARBOROUGH EL
98633461,SCARBOROUGH EL
97186762,BENBROOK EL
16460769,BENBROOK EL
41873004,BENBROOK EL
33763724,BENBROOK EL
47845460,BENBROOK EL
96890361,HIGHLAND HTS EL
67113356,SMITH EL
11263805,SMITH EL
48718202,SMITH EL
26022541,SMITH EL
47486335,SMITH EL
62800034,SMITH EL
60067624,SMITH EL
45364185,SMITH EL
45161813,SMITH EL
18904138,SMITH EL
27768643,SMITH EL
75805040,SMITH EL
50276267,SMITH EL
54150804,SMITH EL
61628448,SMITH EL
86580331,SMITH EL
56279373,SMITH EL
71722248,SMITH EL
76123108,SMITH EL
49750443,STEVENS EL
54583340,STEVENS EL
96040319,STEVENS EL
2743430,STEVENS EL
94190977,WAINWRIGHT EL
9822496,WAINWRIGHT EL
14066021,WAINWRIGHT EL
17692582,WAINWRIGHT EL
87199892,WAINWRIGHT EL
45774353,WAINWRIGHT EL
13943413,WAINWRIGHT EL
91045692,WAINWRIGHT EL
20791385,WAINWRIGHT EL
61360325,WAINWRIGHT EL
89394109,WAINWRIGHT EL
39070156,WAINWRIGHT EL
75367788,WAINWRIGHT EL
85297419,WAINWRIGHT EL
72660131,WAINWRIGHT EL
80300142,WAINWRIGHT EL
12884635,WAINWRIGHT EL
28892549,WAINWRIGHT EL
92220264,WAINWRIGHT EL
14390115,WAINWRIGHT EL
55341402,WAINWRIGHT EL
90858349,WAINWRIGHT EL
19946437,WAINWRIGHT EL
70649905,WAINWRIGHT EL
46344443,WAINWRIGHT EL
36469331,WAINWRIGHT EL
25917622,WAINWRIGHT EL
20200251,WAINWRIGHT EL
5747651,WAINWRIGHT EL
90731641,WAINWRIGHT EL
12293435,WAINWRIGHT EL
35084399,BONHAM EL
30287322,BONHAM EL
57414886,BONHAM EL
50299213,BONHAM EL
3589297,BONHAM EL
11506719,BONHAM EL
72282602,BONHAM EL
21715414,BONHAM EL
16152416,MCNAMARA EL
55775358,MCNAMARA EL
62327517,MCNAMARA EL
91921951,MCNAMARA EL
78405094,MCNAMARA EL
25221761,MCNAMARA EL
97632346,MCNAMARA EL
89055412,MCNAMARA EL
52716483,MCNAMARA EL
89520042,MCNAMARA EL
31138018,MCNAMARA EL
3156606,MCNAMARA EL
45927524,MCNAMARA EL
32967264,MILNE EL
4356653,MILNE EL
70499206,MILNE EL
70964418,MILNE EL
67035002,MILNE EL
78149422,MILNE EL
5990401,MILNE EL
84765008,NEFF EL
90498180,NEFF EL
41694913,NEFF EL
43691193,NEFF EL
87052475,NEFF EL
11807636,NEFF EL
24750791,NEFF EL
12838077,SUTTON EL
60780099,SUTTON EL
10876801,SUTTON EL
66993062,SUTTON EL
71321933,SUTTON EL
39717596,SUTTON EL
87098087,SUTTON EL
28707609,SUTTON EL
21562050,SUTTON EL
50373232,SUTTON EL
11406250,VALLEY WEST EL
96823561,VALLEY WEST EL
26130291,WHITE E EL
42004910,WHITE E EL
28311780,WHITE E EL
53399519,WHITE E EL
12953374,WHITE E EL
21254096,WHITE E EL
68258530,PINE SHADOWS EL
53034777,PINE SHADOWS EL
15378590,ALCOTT EL
93612652,ALCOTT EL
73279747,ALCOTT EL
70396134,ALCOTT EL
77550797,BROOKLINE EL
68081239,CODWELL EL
89468768,CORNELIUS EL
63823497,DEANDA EL
5199344,DEANDA EL
28204414,FROST EL
72367061,FROST EL
43195839,FROST EL
74344749,FROST EL
22593375,FROST EL
19990296,FROST EL
79416487,FROST EL
11768087,FROST EL
11339827,FROST EL
23626901,FROST EL
899952,FROST EL
97135753,FROST EL
67942679,FROST EL
47994710,FROST EL
67467493,FROST EL
27976382,FROST EL
25684456,FROST EL
34263580,FROST EL
2652890,FROST EL
52751753,FROST EL
51311424,FROST EL
15551712,FROST EL
66450805,FROST EL
2178041,FROST EL
85674460,FROST EL
73955623,FROST EL
79445136,FROST EL
91769534,FROST EL
51834102,FROST EL
45304094,FROST EL
39404050,FROST EL
39210579,FROST EL
75180003,FROST EL
25026097,FROST EL
64376336,FROST EL
85550369,FROST EL
20499823,FROST EL
45585316,FROST EL
23374823,FROST EL
11615226,FROST EL
40704067,FROST EL
95507092,FROST EL
5249605,FROST EL
97623740,FROST EL
79512485,GARDEN VILLAS EL
45803554,GARDEN VILLAS EL
41047634,GARDEN VILLAS EL
48222624,GARDEN VILLAS EL
26799719,GARDEN VILLAS EL
10767554,GARDEN VILLAS EL
11954775,GARDEN VILLAS EL
57771640,GOLFCREST EL
12476283,GOLFCREST EL
57104815,GREGG EL
56980939,KELSO EL
65010297,KELSO EL
57750652,KELSO EL
17793273,KELSO EL
40062041,KELSO EL
45982864,KELSO EL
39660284,KELSO EL
91094705,LAW EL
83850797,MADING EL
48918323,MADING EL
85999947,MADING EL
97471335,MADING EL
96980243,MADING EL
2837464,MADING EL
44206319,MADING EL
69888787,MITCHELL EL
54916442,MITCHELL EL
31713357,MITCHELL EL
5467901,MITCHELL EL
25308773,MITCHELL EL
58167217,MITCHELL EL
86963601,SEGUIN EL
43147414,SEGUIN EL
51906363,SEGUIN EL
12231763,WOODSON SCHOOL
78392810,WOODSON SCHOOL
88503369,WOODSON SCHOOL
95720120,SHERWOOD EL
95862664,SHERWOOD EL
56633914,SHERWOOD EL
18637823,SHERWOOD EL
61025621,SHERWOOD EL
31884156,SHERWOOD EL
94704979,SHERWOOD EL
55412017,DURHAM EL
38826355,DURHAM EL
10091364,DURHAM EL
51662917,DURHAM EL
94768698,DURHAM EL
12604025,DURHAM EL
57434541,DURHAM EL
89681741,DURHAM EL
69400011,DURHAM EL
2873391,DURHAM EL
7428127,DURHAM EL
69840615,DURHAM EL
42476302,DURHAM EL
56829505,DURHAM EL
41844470,DURHAM EL
36412404,DURHAM EL
8936100,DURHAM EL
40768857,DURHAM EL
32168454,DURHAM EL
56265175,DURHAM EL
73016639,DURHAM EL
60575877,DURHAM EL
94609319,DURHAM EL
58213861,DURHAM EL
63151874,DURHAM EL
87753546,GARDEN OAKS MONTESSORI
12350896,GARDEN OAKS MONTESSORI
74323478,GARDEN OAKS MONTESSORI
19477076,GARDEN OAKS MONTESSORI
70400436,GARDEN OAKS MONTESSORI
84331004,GARDEN OAKS MONTESSORI
17859270,GARDEN OAKS MONTESSORI
6205557,GARDEN OAKS MONTESSORI
76964837,GARDEN OAKS MONTESSORI
14281550,GARDEN OAKS MONTESSORI
57642415,GARDEN OAKS MONTESSORI
17911385,GARDEN OAKS MONTESSORI
76948706,GARDEN OAKS MONTESSORI
62773072,GARDEN OAKS MONTESSORI
18780714,GARDEN OAKS MONTESSORI
83913420,GARDEN OAKS MONTESSORI
5759334,GARDEN OAKS MONTESSORI
47431730,GARDEN OAKS MONTESSORI
98246027,GARDEN OAKS MONTESSORI
83464265,GARDEN OAKS MONTESSORI
97776535,GARDEN OAKS MONTESSORI
17189990,GARDEN OAKS MONTESSORI
16031101,GARDEN OAKS MONTESSORI
53261939,GARDEN OAKS MONTESSORI
23606214,GARDEN OAKS MONTESSORI
33384892,GARDEN OAKS MONTESSORI
3165079,GARDEN OAKS MONTESSORI
28142989,GARDEN OAKS MONTESSORI
40992270,GARDEN OAKS MONTESSORI
57067058,GARDEN OAKS MONTESSORI
28648104,GARDEN OAKS MONTESSORI
6280685,GARDEN OAKS MONTESSORI
7374020,GARDEN OAKS MONTESSORI
47786776,GARDEN OAKS MONTESSORI
83181618,GARDEN OAKS MONTESSORI
73687966,GARDEN OAKS MONTESSORI
88700825,GARDEN OAKS MONTESSORI
23313882,GARDEN OAKS MONTESSORI
53580517,GARDEN OAKS MONTESSORI
89646378,GARDEN OAKS MONTESSORI
34590653,GARDEN OAKS MONTESSORI
85885577,GARDEN OAKS MONTESSORI
47496171,GARDEN OAKS MONTESSORI
91397839,GARDEN OAKS MONTESSORI
69465983,GARDEN OAKS MONTESSORI
92405382,GARDEN OAKS MONTESSORI
83236148,GARDEN OAKS MONTESSORI
67811187,GARDEN OAKS MONTESSORI
31690158,GARDEN OAKS MONTESSORI
37865577,GARDEN OAKS MONTESSORI
35035157,GARDEN OAKS MONTESSORI
65433689,GARDEN OAKS MONTESSORI
32195119,GARDEN OAKS MONTESSORI
45779651,GARDEN OAKS MONTESSORI
83269261,HELMS EL
92623998,HELMS EL
41088881,HELMS EL
13973380,HELMS EL
15459024,HIGHLAND HTS EL
79713891,HIGHLAND HTS EL
3021508,LOVE EL
92384252,LOVE EL
28794223,LOVE EL
58737666,LOVE EL
3582323,LOVE EL
37941843,LOVE EL
14470989,LOVE EL
51419101,LOVE EL
48380589,LOVE EL
85362342,LOVE EL
50468763,LOVE EL
17048928,LOVE EL
89995909,LOVE EL
56119942,LOVE EL
11928066,LOVE EL
48257047,LOVE EL
55902353,LOVE EL
27665268,LOVE EL
61103101,LOVE EL
89556626,LOVE EL
37326318,LOVE EL
66622445,LOVE EL
8795085,LOVE EL
88925853,LOVE EL
44488732,LOVE EL
16665954,LOVE EL
62911795,LOVE EL
10131007,LOVE EL
29349298,LOVE EL
13303817,LOVE EL
74953717,LOVE EL
23604668,LOVE EL
88651541,LOVE EL
40720601,MEMORIAL EL
36221973,MEMORIAL EL
76568690,MEMORIAL EL
37991438,MEMORIAL EL
73972594,MEMORIAL EL
73423172,MEMORIAL EL
54027014,MEMORIAL EL
10176211,MEMORIAL EL
61877047,MEMORIAL EL
92021622,MEMORIAL EL
77792864,MEMORIAL EL
89893291,MEMORIAL EL
89724697,MEMORIAL EL
5045112,MEMORIAL EL
63987273,MEMORIAL EL
17391717,MEMORIAL EL
34176068,MEMORIAL EL
10991200,MEMORIAL EL
22976241,MEMORIAL EL
5350767,MEMORIAL EL
93474469,MEMORIAL EL
91625558,MEMORIAL EL
52541853,MEMORIAL EL
94827158,MEMORIAL EL
61881899,MEMORIAL EL
70366413,MEMORIAL EL
69083736,MEMORIAL EL
13444040,MEMORIAL EL
69205105,OAK FOREST EL
44338913,OAK FOREST EL
74297390,OAK FOREST EL
57175284,OAK FOREST EL
95926568,OAK FOREST EL
74074223,OAK FOREST EL
55326125,OAK FOREST EL
19106227,OAK FOREST EL
34454063,OAK FOREST EL
296833,OAK FOREST EL
57492296,OAK FOREST EL
42808990,OAK FOREST EL
8288835,OAK FOREST EL
68321232,SINCLAIR EL
34817296,SINCLAIR EL
93945362,SINCLAIR EL
84394614,SINCLAIR EL
95130565,SINCLAIR EL
61746431,SINCLAIR EL
56830368,SINCLAIR EL
65912485,SINCLAIR EL
94312754,SINCLAIR EL
19613837,SINCLAIR EL
91798094,SINCLAIR EL
29055089,SINCLAIR EL
71113405,SINCLAIR EL
4244305,SINCLAIR EL
82338290,SINCLAIR EL
43367878,SINCLAIR EL
44576550,SINCLAIR EL
89055579,SINCLAIR EL
68668434,SINCLAIR EL
64375528,SINCLAIR EL
39016282,SINCLAIR EL
2235093,SINCLAIR EL
27435759,SINCLAIR EL
30358827,SINCLAIR EL
51605187,SINCLAIR EL
15566046,SINCLAIR EL
18003535,SINCLAIR EL
10368990,SINCLAIR EL
65385857,SINCLAIR EL
41347357,SINCLAIR EL
51545156,SINCLAIR EL
52850528,SINCLAIR EL
