mls,school
9071159,SINCLAIR EL
17081969,SINCLAIR EL
24880804,SINCLAIR EL
49347253,SINCLAIR EL
48568273,SINCLAIR EL
59978867,SINCLAIR EL
83047153,SINCLAIR EL
82527595,SINCLAIR EL
9428972,SINCLAIR EL
34269220,SINCLAIR EL
67596846,SINCLAIR EL
12534544,SINCLAIR EL
72809726,SINCLAIR EL
45477497,SINCLAIR EL
48158744,SINCLAIR EL
57068381,SINCLAIR EL
41674989,SINCLAIR EL
56302173,SINCLAIR EL
70526475,SINCLAIR EL
54654576,SINCLAIR EL
35865144,SINCLAIR EL
38115661,SINCLAIR EL
89343814,SINCLAIR EL
84222820,SINCLAIR EL
44589841,SINCLAIR EL
40692146,SINCLAIR EL
58623677,SINCLAIR EL
27081605,SINCLAIR EL
74721199,SINCLAIR EL
52185016,SINCLAIR EL
67261742,SINCLAIR EL
71790167,SINCLAIR EL
93990901,SINCLAIR EL
77309940,SINCLAIR EL
58603196,SINCLAIR EL
94102126,SINCLAIR EL
94179191,SINCLAIR EL
64549702,SINCLAIR EL
51106789,SINCLAIR EL
42765036,SINCLAIR EL
75973167,SINCLAIR EL
89672681,SINCLAIR EL
69285268,SINCLAIR EL
38435683,SINCLAIR EL
67142372,SINCLAIR EL
95132195,SINCLAIR EL
23355807,SINCLAIR EL
43213334,SINCLAIR EL
8392035,SINCLAIR EL
16925172,SINCLAIR EL
24275833,SINCLAIR EL
29432723,SINCLAIR EL
33477086,SINCLAIR EL
14543905,SINCLAIR EL
36223601,SINCLAIR EL
38206171,SINCLAIR EL
46643226,SINCLAIR EL
90156782,SINCLAIR EL
89444572,SINCLAIR EL
53606427,SINCLAIR EL
88054350,SINCLAIR EL
10203907,SINCLAIR EL
96879074,SINCLAIR EL
91826858,SINCLAIR EL
86174696,SINCLAIR EL
62475662,SINCLAIR EL
47856190,SINCLAIR EL
12444445,SINCLAIR EL
82479665,SINCLAIR EL
86837697,SINCLAIR EL
37813719,SINCLAIR EL
46780756,SINCLAIR EL
60766434,SINCLAIR EL
86989286,SINCLAIR EL
27569870,SINCLAIR EL
36499208,SINCLAIR EL
13506482,SINCLAIR EL
44134956,SINCLAIR EL
25226562,SINCLAIR EL
72177083,SINCLAIR EL
6836461,SINCLAIR EL
36752716,SINCLAIR EL
31719041,SINCLAIR EL
4125589,SINCLAIR EL
80146621,SINCLAIR EL
64171287,SINCLAIR EL
18733840,SINCLAIR EL
38847509,SINCLAIR EL
23040025,SINCLAIR EL
94077125,SINCLAIR EL
2823691,SINCLAIR EL
44137814,SINCLAIR EL
3074089,SINCLAIR EL
35091012,SINCLAIR EL
63413120,SINCLAIR EL
41976029,SINCLAIR EL
68038383,SINCLAIR EL
60696810,SINCLAIR EL
59311117,SINCLAIR EL
16352744,SINCLAIR EL
61587917,SINCLAIR EL
64444696,SINCLAIR EL
10951418,SINCLAIR EL
7020523,SINCLAIR EL
82155910,SINCLAIR EL
3886379,SINCLAIR EL
94147443,SINCLAIR EL
59973647,STEVENS EL
36742479,STEVENS EL
47345118,STEVENS EL
28905208,STEVENS EL
45983243,STEVENS EL
58874610,STEVENS EL
46591557,STEVENS EL
25897636,STEVENS EL
27885848,STEVENS EL
36443739,STEVENS EL
89725775,STEVENS EL
14208067,STEVENS EL
42593009,STEVENS EL
20692092,STEVENS EL
48008846,STEVENS EL
74476735,STEVENS EL
27548899,STEVENS EL
27923841,STEVENS EL
21498467,STEVENS EL
53482742,STEVENS EL
11013067,STEVENS EL
17199767,STEVENS EL
58522194,STEVENS EL
38480135,STEVENS EL
22431351,STEVENS EL
14835250,STEVENS EL
76313631,STEVENS EL
69437717,STEVENS EL
60920804,STEVENS EL
26318162,STEVENS EL
24831623,STEVENS EL
73575492,STEVENS EL
79423391,STEVENS EL
32863491,BURRUS EL
76701319,BURRUS EL
43263563,BURRUS EL
80410578,BURRUS EL
79700290,BURRUS EL
54379447,BURRUS EL
6979270,BURRUS EL
53164389,BURRUS EL
46455857,BURRUS EL
30206874,BURRUS EL
34607929,BURRUS EL
91503408,BURRUS EL
29260359,BURRUS EL
5232451,BURRUS EL
5881027,BURRUS EL
88211826,BURRUS EL
37107990,BURRUS EL
56889581,BURRUS EL
12559820,BURRUS EL
39245000,BURRUS EL
82834549,BURRUS EL
48191258,BURRUS EL
17456100,BURRUS EL
56274291,BURRUS EL
19612348,BURRUS EL
69377765,BURRUS EL
21447393,BURRUS EL
44047324,GARDEN OAKS MONTESSORI
21095452,GARDEN OAKS MONTESSORI
27733704,GARDEN OAKS MONTESSORI
31897979,GARDEN OAKS MONTESSORI
41478144,GARDEN OAKS MONTESSORI
32956377,HIGHLAND HTS EL
72542860,HIGHLAND HTS EL
62989815,HIGHLAND HTS EL
98266835,HIGHLAND HTS EL
45710231,HIGHLAND HTS EL
20609299,HIGHLAND HTS EL
8438080,HIGHLAND HTS EL
75720329,HIGHLAND HTS EL
64455692,HIGHLAND HTS EL
30660702,HIGHLAND HTS EL
34830405,HIGHLAND HTS EL
95779472,HIGHLAND HTS EL
88112785,HIGHLAND HTS EL
64258469,HIGHLAND HTS EL
67153161,HIGHLAND HTS EL
87992377,HIGHLAND HTS EL
56450073,HIGHLAND HTS EL
22522899,HIGHLAND HTS EL
32986144,HIGHLAND HTS EL
23027568,HIGHLAND HTS EL
77706931,HIGHLAND HTS EL
53298242,HIGHLAND HTS EL
95046310,HIGHLAND HTS EL
48524515,HIGHLAND HTS EL
18273050,HIGHLAND HTS EL
42303321,HIGHLAND HTS EL
468622,HIGHLAND HTS EL
46017485,HIGHLAND HTS EL
49770860,HIGHLAND HTS EL
37762379,HIGHLAND HTS EL
68711278,HIGHLAND HTS EL
7870166,HIGHLAND HTS EL
45307275,HIGHLAND HTS EL
3498325,HIGHLAND HTS EL
23797675,HIGHLAND HTS EL
48613451,HIGHLAND HTS EL
56958575,HIGHLAND HTS EL
62473493,HIGHLAND HTS EL
40097444,HIGHLAND HTS EL
37746697,HIGHLAND HTS EL
71054944,HIGHLAND HTS EL
28892832,HIGHLAND HTS EL
67122861,HIGHLAND HTS EL
90763893,HIGHLAND HTS EL
75976273,HIGHLAND HTS EL
74218334,HIGHLAND HTS EL
58171573,HIGHLAND HTS EL
92379201,HIGHLAND HTS EL
25929121,HIGHLAND HTS EL
29753226,HIGHLAND HTS EL
94706192,HIGHLAND HTS EL
39325433,HIGHLAND HTS EL
11835422,HIGHLAND HTS EL
27986762,HIGHLAND HTS EL
92576441,HIGHLAND HTS EL
12978269,HIGHLAND HTS EL
69545338,HIGHLAND HTS EL
10131915,HIGHLAND HTS EL
46816777,KENNEDY EL
90972940,KENNEDY EL
8537651,KENNEDY EL
58475419,KENNEDY EL
61120455,KENNEDY EL
30461721,KENNEDY EL
22058793,KENNEDY EL
27828935,KENNEDY EL
13619796,KENNEDY EL
48458370,KENNEDY EL
20684110,KENNEDY EL
86685757,KENNEDY EL
8906034,KENNEDY EL
95211245,KENNEDY EL
85755842,KENNEDY EL
56649146,KENNEDY EL
44750691,KENNEDY EL
66127199,KENNEDY EL
48436858,KENNEDY EL
50529022,KENNEDY EL
35169107,KENNEDY EL
81823122,KENNEDY EL
53827155,KENNEDY EL
3465776,KENNEDY EL
96296038,KENNEDY EL
13056643,KENNEDY EL
60025082,KENNEDY EL
48957220,KENNEDY EL
82594938,KENNEDY EL
89485564,KENNEDY EL
86410819,KENNEDY EL
95842762,KENNEDY EL
94602272,KENNEDY EL
62174589,KENNEDY EL
55070891,KENNEDY EL
7500626,KENNEDY EL
34350530,KENNEDY EL
32768810,KENNEDY EL
71489667,KENNEDY EL
43831190,KENNEDY EL
59581057,KENNEDY EL
53264441,KENNEDY EL
25368930,KENNEDY EL
5464114,OSBORNE EL
68524576,OSBORNE EL
11350094,OSBORNE EL
71299184,OSBORNE EL
58433956,OSBORNE EL
18649280,OSBORNE EL
77397576,OSBORNE EL
77328671,OSBORNE EL
81425533,WESLEY EL
34353305,WESLEY EL
90834971,WESLEY EL
91331068,WESLEY EL
65212172,WESLEY EL
58261979,WESLEY EL
87964234,WESLEY EL
37718330,WESLEY EL
4139792,WESLEY EL
68651209,WESLEY EL
54543413,WESLEY EL
22521265,WESLEY EL
57932034,WESLEY EL
45106644,WESLEY EL
8920646,ANDERSON EL
60271043,ANDERSON EL
64092016,ANDERSON EL
96323182,ANDERSON EL
23811079,ANDERSON EL
28577169,ANDERSON EL
38129405,ANDERSON EL
54823912,ANDERSON EL
43382607,ANDERSON EL
90025024,ANDERSON EL
29874209,ANDERSON EL
66981355,ANDERSON EL
81898528,ANDERSON EL
72865498,ANDERSON EL
44711998,ANDERSON EL
33407221,ANDERSON EL
77341651,ANDERSON EL
31887701,ANDERSON EL
75848214,ANDERSON EL
18985628,ANDERSON EL
76995002,ANDERSON EL
54722063,ANDERSON EL
29187413,ANDERSON EL
70450571,ANDERSON EL
57802604,ANDERSON EL
79292746,ANDERSON EL
33542154,ANDERSON EL
86528284,ANDERSON EL
64020015,ANDERSON EL
69085146,ANDERSON EL
22026485,ANDERSON EL
15493537,ANDERSON EL
45284655,ANDERSON EL
57050355,ANDERSON EL
50358301,ANDERSON EL
60571214,ANDERSON EL
53824247,ANDERSON EL
10145834,ANDERSON EL
73486071,ANDERSON EL
51930695,ANDERSON EL
97733539,ANDERSON EL
40285392,ANDERSON EL
78136217,BELL EL
12019404,BELL EL
77083962,ELROD EL
76440135,ELROD EL
49127875,ELROD EL
56385894,ELROD EL
48032029,ELROD EL
71290090,ELROD EL
57496115,ELROD EL
41582695,ELROD EL
81326655,ELROD EL
24166348,ELROD EL
30278277,ELROD EL
72608691,ELROD EL
43265738,ELROD EL
60754684,ELROD EL
849724,ELROD EL
80634706,ELROD EL
93243759,ELROD EL
42307891,ELROD EL
85958719,ELROD EL
31120947,ELROD EL
13277521,ELROD EL
93645586,ELROD EL
70624757,ELROD EL
82443268,ELROD EL
81427647,GROSS EL
10018333,GROSS EL
31498382,GROSS EL
85127215,GROSS EL
51844783,GROSS EL
58420805,GROSS EL
93127515,GROSS EL
74790395,HALPIN EARLY CHILDHOOD CTR
98031981,HALPIN EARLY CHILDHOOD CTR
36616431,HALPIN EARLY CHILDHOOD CTR
76500746,HEROD EL
55380677,HEROD EL
41687971,KOLTER EL
64508143,KOLTER EL
96871362,KOLTER EL
56958931,KOLTER EL
47241971,KOLTER EL
80720162,KOLTER EL
94430854,KOLTER EL
60894950,KOLTER EL
3782136,KOLTER EL
36218968,KOLTER EL
26202223,KOLTER EL
51110988,MILNE EL
14761222,MILNE EL
59908680,MILNE EL
74474163,PARKER EL
68657317,PARKER EL
57128168,PARKER EL
50752985,PARKER EL
54319227,PARKER EL
74474511,PARKER EL
10458434,PARKER EL
16781831,PARKER EL
58445275,PARKER EL
4484698,PARKER EL
10518583,PARKER EL
88491541,PARKER EL
92104795,PARKER EL
50162937,PARKER EL
37958479,PARKER EL
84599572,PARKER EL
19947838,PARKER EL
82284682,PARKER EL
68996255,PARKER EL
12258124,PARKER EL
77328830,PARKER EL
39772414,PARKER EL
19734021,PARKER EL
16773895,PARKER EL
17821978,PARKER EL
20177779,PARKER EL
8431961,PARKER EL
34155947,PARKER EL
81629655,PARKER EL
53096977,PARKER EL
74373771,PARKER EL
13237620,PARKER EL
95120515,PARKER EL
48666558,PARKER EL
28879198,PARKER EL
86619660,PARKER EL
57386013,PARKER EL
85364759,PARKER EL
40600230,PARKER EL
95165913,PARKER EL
28328422,PARKER EL
28713732,PARKER EL
26183110,PARKER EL
81226023,RED EL
15122012,RED EL
19213236,RED EL
22523359,RED EL
4663442,RED EL
31607097,RED EL
13288847,RED EL
58067813,RED EL
62579740,RED EL
58534220,RED EL
22244297,RED EL
85481503,RED EL
38333347,RED EL
45154424,RED EL
89739177,RED EL
40529147,RED EL
43531995,RED EL
82589436,RED EL
73763384,RED EL
22620714,RED EL
81095645,RED EL
92791912,RED EL
74947575,RED EL
34748376,RED EL
87831127,RED EL
71686521,RED EL
70302789,RED EL
86442289,RED EL
42251738,RED EL
20603539,RED EL
57772394,SHEARN EL
95902606,SHEARN EL
28512892,SHEARN EL
22767989,SHEARN EL
73978676,SHEARN EL
91249657,SHEARN EL
47957666,SHEARN EL
44976712,SHEARN EL
32251532,SHEARN EL
10122395,TINSLEY EL
42676052,TINSLEY EL
23068653,ASHFORD EL
53644985,ASHFORD EL
42737711,ASHFORD EL
65117904,ASHFORD EL
22961328,ASHFORD EL
56247765,ASHFORD EL
93697007,ASHFORD EL
3541490,ASHFORD EL
50867249,ASHFORD EL
60595928,ASHFORD EL
96057099,ASHFORD EL
2853980,ASHFORD EL
88825189,ASHFORD EL
12173839,ASHFORD EL
10627820,ASHFORD EL
56236816,ASHFORD EL
86351152,ASKEW EL
83391092,ASKEW EL
44252117,ASKEW EL
3633651,ASKEW EL
70622722,ASKEW EL
72272726,ASKEW EL
75289363,ASKEW EL
32890257,ASKEW EL
6725950,ASKEW EL
74396742,ASKEW EL
32790750,ASKEW EL
2068135,ASKEW EL
50092068,ASKEW EL
22534509,ASKEW EL
50811052,ASKEW EL
95862833,ASKEW EL
70226576,ASKEW EL
47781112,ASKEW EL
24515679,ASKEW EL
26563150,ASKEW EL
26183074,BUSH EL
65317447,BUSH EL
6454114,BUSH EL
57962108,BUSH EL
71867153,BUSH EL
69071781,BUSH EL
60996442,BUSH EL
4944117,BUSH EL
69020203,BUSH EL
94580053,BUSH EL
69058865,BUSH EL
56943559,BUSH EL
95361381,BUSH EL
38099118,BUSH EL
66390015,BUSH EL
74175327,BUSH EL
11861207,BUSH EL
96710999,BUSH EL
98990945,BUSH EL
48118821,BUSH EL
47098269,BUSH EL
29751168,BUSH EL
75711649,BUSH EL
78411455,BUSH EL
34970480,BUSH EL
53932802,BUSH EL
52856939,BUSH EL
14493532,BUSH EL
12502411,BUSH EL
10821833,BUSH EL
69992386,BUSH EL
36865251,RAY DAILY EL
40734211,RAY DAILY EL
67540547,RAY DAILY EL
35421253,RAY DAILY EL
71525553,RAY DAILY EL
20437368,RAY DAILY EL
10779848,RAY DAILY EL
86877406,RAY DAILY EL
79053896,RAY DAILY EL
94072838,RAY DAILY EL
69962159,RAY DAILY EL
80046473,RAY DAILY EL
5384724,RAY DAILY EL
76836815,RAY DAILY EL
15128890,RAY DAILY EL
32920824,RAY DAILY EL
96568297,RAY DAILY EL
15365789,RAY DAILY EL
70775996,RAY DAILY EL
98023670,RAY DAILY EL
45727313,RAY DAILY EL
44326391,RAY DAILY EL
41549756,RAY DAILY EL
42820558,RAY DAILY EL
34982666,RAY DAILY EL
43125295,RAY DAILY EL
15009508,RAY DAILY EL
55714488,RAY DAILY EL
58345218,RAY DAILY EL
93627936,RAY DAILY EL
16754059,RAY DAILY EL
39806303,RAY DAILY EL
58502663,RAY DAILY EL
12941045,RAY DAILY EL
63844610,RAY DAILY EL
10542236,RAY DAILY EL
96862790,RAY DAILY EL
75414077,RAY DAILY EL
40154071,RAY DAILY EL
68337606,RAY DAILY EL
21979327,RAY DAILY EL
61634736,RAY DAILY EL
43908045,RAY DAILY EL
85516889,SHADOWBRIAR EL
94395829,SHADOWBRIAR EL
74192858,SHADOWBRIAR EL
40862968,SHADOWBRIAR EL
13235662,SHADOWBRIAR EL
69872110,SHADOWBRIAR EL
23453730,SHADOWBRIAR EL
91400056,SHADOWBRIAR EL
531033,SHADOWBRIAR EL
90107693,SHADOWBRIAR EL
65891140,SHADOWBRIAR EL
53391515,SHADOWBRIAR EL
52716445,SHADOWBRIAR EL
74622672,SHADOWBRIAR EL
85762311,SHADOWBRIAR EL
53730075,SHADOWBRIAR EL
40428140,SHADOWBRIAR EL
16740976,WALNUT BEND EL
59349713,WALNUT BEND EL
82164605,WALNUT BEND EL
63287853,WALNUT BEND EL
75156660,WALNUT BEND EL
63619222,WALNUT BEND EL
98280605,WALNUT BEND EL
41393606,WALNUT BEND EL
71666326,WALNUT BEND EL
43731183,WALNUT BEND EL
72237988,WALNUT BEND EL
31176539,WALNUT BEND EL
21077061,WALNUT BEND EL
29258845,WALNUT BEND EL
4839631,WALNUT BEND EL
56203384,WALNUT BEND EL
19032072,WALNUT BEND EL
88945169,WALNUT BEND EL
21419382,WALNUT BEND EL
15030038,WALNUT BEND EL
41291685,WALNUT BEND EL
24795278,WALNUT BEND EL
39757111,WALNUT BEND EL
2427259,WALNUT BEND EL
47474425,WALNUT BEND EL
78030179,WALNUT BEND EL
31668001,WALNUT BEND EL
58131071,WALNUT BEND EL
29742589,WALNUT BEND EL
17527078,WALNUT BEND EL
22741989,WALNUT BEND EL
7613817,WALNUT BEND EL
94351267,WALNUT BEND EL
59618353,WALNUT BEND EL
22142483,WALNUT BEND EL
85738795,WALNUT BEND EL
38804751,WALNUT BEND EL
87488353,WALNUT BEND EL
71907659,WALNUT BEND EL
51661497,WALNUT BEND EL
15974024,ATHERTON EL
67204397,ATHERTON EL
72336582,ATHERTON EL
66439786,ATHERTON EL
5910623,ATHERTON EL
87359510,ATHERTON EL
66190810,ATHERTON EL
17563829,ATHERTON EL
42506759,ATHERTON EL
58999907,ATHERTON EL
66111675,ATHERTON EL
72862836,ATHERTON EL
80633451,ATHERTON EL
47208784,ATHERTON EL
45258574,ATHERTON EL
60747810,ATHERTON EL
71156533,ATHERTON EL
40701327,BRUCE EL
10691141,BRUCE EL
2187825,BRUCE EL
68436177,BRUCE EL
58122659,BRUCE EL
29253130,BRUCE EL
24064043,BRUCE EL
53410537,BRUCE EL
75881236,BRUCE EL
53850225,BRUCE EL
91909723,BRUCE EL
5918938,BRUCE EL
61347485,BRUCE EL
41757266,BRUCE EL
93258232,BRUCE EL
30705959,BRUCE EL
44082177,BRUCE EL
36583031,BRUCE EL
46593792,BRUCE EL
31001789,BRUCE EL
73288155,BURNET EL
10179756,BURNET EL
96462471,BURNET EL
12917305,BURNET EL
62505900,BURNET EL
20869537,BURNET EL
47161602,BURNET EL
1039842,BURNET EL
84439107,BURNET EL
37259640,BURNET EL
84915967,BURNET EL
58055107,BURNET EL
5883857,BURNET EL
8277605,DOGAN EL
16264634,DOGAN EL
25707623,DOGAN EL
38245035,DOGAN EL
44268497,DOGAN EL
61900983,DOGAN EL
38982138,DOGAN EL
87596133,DOGAN EL
79998676,DOGAN EL
58731913,DOGAN EL
23148917,DOGAN EL
26279460,DOGAN EL
83179111,DOGAN EL
76452681,ELIOT EL
31065725,ELIOT EL
70271156,ELIOT EL
59713129,HENDERSON J EL
80517593,HENDERSON J EL
90016901,HENDERSON N EL
90028601,HENDERSON N EL
27183914,HENDERSON N EL
57630603,HENDERSON N EL
44594572,HENDERSON N EL
58725479,ISAACS EL
60836307,ISAACS EL
89005361,ISAACS EL
95833728,ISAACS EL
50618931,ISAACS EL
10903051,ISAACS EL
6372235,LANTRIP EL
73366224,LANTRIP EL
92325908,LANTRIP EL
79497992,LANTRIP EL
61837203,LANTRIP EL
90804488,LANTRIP EL
84439724,LANTRIP EL
94488058,LANTRIP EL
35919711,LANTRIP EL
47973287,LANTRIP EL
93910011,LANTRIP EL
52026606,LANTRIP EL
66785241,LANTRIP EL
98568963,LANTRIP EL
85878670,LANTRIP EL
70416909,LANTRIP EL
12068812,LANTRIP EL
83398890,LANTRIP EL
98412808,LANTRIP EL
6161813,LANTRIP EL
28694421,LANTRIP EL
34994664,LANTRIP EL
45613193,LANTRIP EL
50835922,LANTRIP EL
6130766,LANTRIP EL
96492724,LANTRIP EL
34372551,LANTRIP EL
30274672,LANTRIP EL
23181973,LANTRIP EL
74481938,LANTRIP EL
88086540,LANTRIP EL
97142901,LANTRIP EL
87660222,LANTRIP EL
76679839,MARTINEZ R EL
10750365,MARTINEZ R EL
40751917,MARTINEZ R EL
85777797,MARTINEZ R EL
71152797,MARTINEZ R EL
35007740,SCROGGINS EL
93652238,SCROGGINS EL
55807179,SCROGGINS EL
56787775,BRIARGROVE EL
22686426,BRIARGROVE EL
92687204,BRIARGROVE EL
78501736,BRIARGROVE EL
474952,BRIARGROVE EL
49764750,BRIARGROVE EL
38050643,BRIARGROVE EL
93085439,BRIARGROVE EL
29114226,BRIARGROVE EL
35526294,BRIARGROVE EL
87854049,BRIARGROVE EL
40994153,BRIARGROVE EL
97900654,BRIARGROVE EL
28591492,BRIARGROVE EL
15244885,BRIARGROVE EL
37623074,BRIARGROVE EL
88933905,BRIARGROVE EL
57370805,BRIARGROVE EL
27749182,BRIARGROVE EL
74780259,BRIARGROVE EL
23302582,BRIARGROVE EL
77592956,BRIARGROVE EL
20895706,BRIARGROVE EL
43604377,BRIARGROVE EL
34017288,BRIARGROVE EL
54668520,BRIARGROVE EL
63139875,BRIARGROVE EL
83639619,BRIARGROVE EL
59495541,BRIARGROVE EL
47154111,BRIARGROVE EL
81742599,BRIARGROVE EL
72820044,BRIARGROVE EL
8478987,BRIARGROVE EL
14753120,BRIARGROVE EL
64197796,BRIARGROVE EL
67911457,BRIARGROVE EL
25996363,BRIARGROVE EL
95729327,BRIARGROVE EL
43957367,BRIARGROVE EL
34933911,BRIARGROVE EL
10848594,BRIARGROVE EL
49616925,BRIARGROVE EL
96493235,BRIARGROVE EL
66270166,BRIARGROVE EL
77935188,BRIARGROVE EL
79344725,BRIARGROVE EL
3483628,BRIARGROVE EL
75172496,BRIARGROVE EL
98502954,BRIARGROVE EL
86810708,BRIARGROVE EL
10013743,BRIARGROVE EL
19212744,BRIARGROVE EL
58974837,BRIARGROVE EL
22829072,BRIARGROVE EL
84588824,BRIARGROVE EL
44613096,BRIARGROVE EL
60492410,BRIARGROVE EL
36862015,BRIARGROVE EL
33396805,BRIARGROVE EL
74962836,BRIARGROVE EL
57671378,BRIARGROVE EL
3834876,BRIARGROVE EL
29827083,BRIARGROVE EL
36165254,BRIARGROVE EL
73657099,BRIARGROVE EL
17936925,BRIARGROVE EL
18079006,BRIARGROVE EL
60051258,BRIARGROVE EL
79374445,BRIARGROVE EL
44607125,BRIARGROVE EL
54086224,BRIARGROVE EL
22786898,BRIARGROVE EL
93516140,BRIARGROVE EL
23623971,BRIARGROVE EL
27314558,BRIARGROVE EL
37441258,BRIARGROVE EL
54537275,BRIARGROVE EL
55808807,BRIARGROVE EL
94178192,BRIARGROVE EL
38668231,BRIARGROVE EL
11263946,BRIARGROVE EL
40151811,BRIARGROVE EL
32404440,BRIARGROVE EL
70501803,BRIARGROVE EL
18828450,BRIARGROVE EL
85272867,BRIARGROVE EL
32219004,BRIARGROVE EL
40203824,BRIARGROVE EL
82558911,BRIARGROVE EL
23990208,BRIARGROVE EL
91184041,BRIARGROVE EL
242718,BRIARGROVE EL
59696206,BRIARGROVE EL
10992816,BRIARGROVE EL
88314975,BRIARGROVE EL
85999774,BRIARGROVE EL
62969474,BRIARGROVE EL
84833840,BRIARGROVE EL
88667793,BRIARGROVE EL
66142948,BRIARGROVE EL
33896601,BRIARGROVE EL
15899077,BRIARGROVE EL
4449267,BRIARGROVE EL
67295326,BRIARGROVE EL
81758073,BRIARGROVE EL
39567934,BRIARGROVE EL
88754561,BRIARGROVE EL
74104330,BRIARGROVE EL
27436532,BRIARGROVE EL
95197275,BRIARGROVE EL
64667540,BRIARGROVE EL
55720545,BRIARGROVE EL
82424613,BRIARGROVE EL
79647584,BRIARGROVE EL
71746364,BRIARGROVE EL
19441326,BRIARGROVE EL
44703631,BRIARGROVE EL
67617557,BRIARGROVE EL
50308928,BRIARGROVE EL
26405425,BRIARGROVE EL
37378060,BRIARGROVE EL
9503476,BRIARGROVE EL
85418105,BRIARGROVE EL
71263953,BRIARGROVE EL
64016255,BRIARGROVE EL
76820368,BRIARGROVE EL
44978406,BRIARGROVE EL
60437112,BRIARGROVE EL
70587411,BRIARGROVE EL
94222200,BRIARGROVE EL
45104240,BRIARGROVE EL
70536368,BRIARGROVE EL
51414640,BRIARGROVE EL
535780,BRIARGROVE EL
68130226,BRIARGROVE EL
92297681,BRIARGROVE EL
89345370,BRIARGROVE EL
88110699,BRIARGROVE EL
22986427,BRIARGROVE EL
48249192,BRIARGROVE EL
53229853,BRIARGROVE EL
32830094,BRIARGROVE EL
92484278,BRIARGROVE EL
54430802,BRIARGROVE EL
76952242,BRIARGROVE EL
95698683,BRIARGROVE EL
23612646,BRIARGROVE EL
50968832,BRIARGROVE EL
50200149,BRIARGROVE EL
58479431,BRIARGROVE EL
3724611,BRIARGROVE EL
59418545,BRIARGROVE EL
24470436,BRIARGROVE EL
4581463,BRIARGROVE EL
41699706,BRIARGROVE EL
66900666,BRIARGROVE EL
34320226,BRIARGROVE EL
38351593,BRIARGROVE EL
60958404,BRIARGROVE EL
77436657,BRIARGROVE EL
62495647,BRIARGROVE EL
61144353,BRIARGROVE EL
97492260,BRIARGROVE EL
51165001,BRIARGROVE EL
52121536,BRIARGROVE EL
66037964,BRIARGROVE EL
27518211,BRIARGROVE EL
98652314,BRIARGROVE EL
90924956,BRIARGROVE EL
50754531,BRIARGROVE EL
74792567,BRIARGROVE EL
29168820,BRIARGROVE EL
80994958,BRIARGROVE EL
24087275,BRIARGROVE EL
73253841,BRIARGROVE EL
97387930,BRIARGROVE EL
40252222,BRIARGROVE EL
93957956,BRIARGROVE EL
87544554,BRIARGROVE EL
46930958,BRIARGROVE EL
55072083,BRIARGROVE EL
48465429,BRIARGROVE EL
5232947,BRIARGROVE EL
64997392,BRIARGROVE EL
12994846,BRIARGROVE EL
54060539,BRIARGROVE EL
85542229,BRIARGROVE EL
48058378,BRIARGROVE EL
61338112,EMERSON EL
33049833,EMERSON EL
41824857,EMERSON EL
25561058,EMERSON EL
51531965,EMERSON EL
82045655,EMERSON EL
43680858,EMERSON EL
8955785,EMERSON EL
83161587,EMERSON EL
56562057,EMERSON EL
51688395,EMERSON EL
17924058,EMERSON EL
58589428,EMERSON EL
96422088,EMERSON EL
22823093,EMERSON EL
78188454,EMERSON EL
52357432,EMERSON EL
22688398,EMERSON EL
26828911,EMERSON EL
12958635,EMERSON EL
37303706,EMERSON EL
96214728,EMERSON EL
52727345,EMERSON EL
93865862,PILGRIM ACADEMY
80298477,PILGRIM ACADEMY
13844431,PILGRIM ACADEMY
61208357,PILGRIM ACADEMY
30243501,PILGRIM ACADEMY
10439739,PINEY POINT EL
82835696,PINEY POINT EL
69696965,PINEY POINT EL
39491827,PINEY POINT EL
53459069,PINEY POINT EL
15382987,PINEY POINT EL
39698640,PINEY POINT EL
86082879,PINEY POINT EL
80218652,PINEY POINT EL
75186715,PINEY POINT EL
91167715,PINEY POINT EL
91018474,PINEY POINT EL
96881021,PINEY POINT EL
11579455,PINEY POINT EL
60788967,PINEY POINT EL
85016378,PINEY POINT EL
28512884,PINEY POINT EL
27842747,PINEY POINT EL
12195322,PINEY POINT EL
31549928,PINEY POINT EL
86537506,PINEY POINT EL
70587728,PINEY POINT EL
24873832,ALCOTT EL
21401956,ALCOTT EL
90882439,ALCOTT EL
24941469,ALMEDA EL
60411395,ALMEDA EL
45612980,ALMEDA EL
97334144,ALMEDA EL
54532623,ALMEDA EL
72531721,ALMEDA EL
73486165,ALMEDA EL
10772603,BASTIAN EL
84972966,BASTIAN EL
22594805,BASTIAN EL
18810105,BASTIAN EL
30318423,BASTIAN EL
48202859,BASTIAN EL
31939105,BASTIAN EL
11744201,BASTIAN EL
52192102,BASTIAN EL
75058558,BASTIAN EL
15815272,BASTIAN EL
94411672,BASTIAN EL
10236460,BASTIAN EL
27168972,BASTIAN EL
86386504,BASTIAN EL
14092489,BASTIAN EL
61709715,BASTIAN EL
74354399,BASTIAN EL
35489123,BASTIAN EL
25092399,BASTIAN EL
37884359,BASTIAN EL
88125478,BASTIAN EL
27322240,BASTIAN EL
15959486,BASTIAN EL
11751265,KELSO EL
13848685,KELSO EL
41640584,KELSO EL
24238516,KELSO EL
20116291,KELSO EL
24941956,KELSO EL
80112036,KELSO EL
31062653,LAW EL
