mls,street_number,street_name,unit,city,zip,county,subdivision,home_type,year_built,bedrooms,full_baths,half_baths,total_baths,room_count,fireplaces,stories,pool_private,garages,style,list_price,market_area,area,dom,cdom,list_date,school_district,elementary,high_school
56279373,5217,Lido Lane,,Houston,77092,Harris,Oak Forest Sec 16,Single-Family,2016,4,2,1,2.1,7,1,2,FALSE,2,Traditional,699000,9,Oak Forest West Area,99,209,10/30/2020,HOUSTON ISD,SMITH ELEMENTARY,SCARBOROUGH HIGH SCHOOL
56296683,5426,Cuerta Street,,Houston,77023,Harris,Oaks of Lawndale,Single-Family,2020,3,2,1,2.1,3,0,2,FALSE,2,Traditional,323995,4,East End Revitalized,103,103,8/25/2020,HOUSTON ISD,CARRILLO ELEMENTARY,AUSTIN HIGH SCHOOL
56302173,1235,22nd Street,,Houston,77008,Harris,Shady Acres,Single-Family,1960,4,2,0,2,4,0,1,FALSE,2,Traditional,510000,9,Heights/Greater Heights,287,287,2/17/2020,HOUSTON ISD,SINCLAIR ELEMENTARY,WALTRIP HIGH SCHOOL
56308983,1655,Marshall Street,,Houston,77006,Harris,Mandell Place,Single-Family,1924,2,2,0,2,8,0,1,FALSE,0,Traditional,749000,16,Montrose,44,264,12/24/2020,HOUSTON ISD,WILSON MONTESSORI,LAMAR HIGH SCHOOL
56338962,124,Reinerman ,,Houston,77007,Harris,Reinerman Terrace,Single-Family,2020,3,3,1,3.1,13,0,4,FALSE,2,Contemporary/Modern,649700,16,Rice Military/Washington Corridor,28,28,1/9/2021,HOUSTON ISD,MEMORIAL ELEMENTARY,LAMAR HIGH SCHOOL
56369829,2619,Newman Street,,Houston,77098,Harris,West Court,Single-Family,2012,4,3,1,3.1,13,1,3,FALSE,2,Contemporary/Modern,799900,16,Upper Kirby,213,633,7/8/2020,HOUSTON ISD,POE ELEMENTARY,LAMAR HIGH SCHOOL
56385894,5922,Vicki John,,Houston,77096,Harris,Westbury Sec 05,Single-Family,1965,3,2,0,2,6,0,1,FALSE,0,Traditional,275000,20,Brays Oaks,106,106,10/22/2020,HOUSTON ISD,ELROD ELEMENTARY,WESTBURY HIGH SCHOOL
56440072,9223,Laura Koppe Road,,Houston,77078,Harris,Chatwood Place Sec 05,Single-Family,1956,3,1,0,1,5,0,1,FALSE,0,Contemporary/Modern,154900,2,Northeast Houston,70,70,11/28/2020,HOUSTON ISD,ELMORE ELEMENTARY,KASHMERE HIGH SCHOOL
56450073,823,Mansfield  Street,F,Houston,77091,Harris,Highland Heights,Single-Family,2021,3,2,1,2.1,6,0,2,FALSE,2,Other Style,299000,9,Northwest Houston,2,2,2/4/2021,HOUSTON ISD,HIGHLAND HTS ELEMENTARY,WASHINGTON B T HIGH SCHOOL
56487074,8019,Lawler Street,,Houston,77051,Harris,Sunny Side Place,Single-Family,1945,3,1,0,1,3,1,1,FALSE,0,Other Style,223000,3,Medical Center South,418,418,12/16/2019,HOUSTON ISD,YOUNG ELEMENTARY,WORTHING HIGH SCHOOL
56562057,9007,Beverlyhill Street Street,,Houston,77063,Harris,Carver Crest R/P & Ext,Single-Family,1955,4,2,0,2,6,0,1,FALSE,0,"Contemporary/Modern, Ranch",268000,22,Briarmeadow/Tanglewilde,95,95,10/3/2020,HOUSTON ISD,EMERSON ELEMENTARY,WISDOM HIGH SCHOOL
56593259,5312,Huisache Street,,Bellaire,77401,Harris,Bassett,Single-Family,1995,4,3,1,3.1,14,1,3,FALSE,2,Traditional,975000,17,Bellaire Area,144,144,9/11/2020,HOUSTON ISD,CONDIT ELEMENTARY,BELLAIRE HIGH SCHOOL
56633914,10926,Keaton Landing Drive,,Houston,77043,Harris,Brittmoore Crossing,Single-Family,2021,4,3,1,3.1,8,0,3,FALSE,2,Contemporary/Modern,502158,24,Spring Branch,46,46,12/22/2020,SPRING BRANCH ISD,SHERWOOD ELEMENTARY,STRATFORD HIGH SCHOOL
56649146,307,Sikes Street,,Houston,77018,Harris,Oakridge Addition Amending Plat No. 1,Single-Family,2020,3,2,1,2.1,8,0,2,FALSE,2,Contemporary/Modern,379000,9,Northwest Houston,135,135,9/19/2020,HOUSTON ISD,KENNEDY ELEMENTARY,WASHINGTON B T HIGH SCHOOL
56693614,3838,Olympia Drive,,Houston,77019,Harris,River Oaks Sec 11,Single-Family,1941,5,4,1,4.1,14,2,2,FALSE,0,Traditional,2295000,16,River Oaks Area,33,33,1/4/2021,HOUSTON ISD,RIVER OAKS ELEMENTARY,LAMAR HIGH SCHOOL
56701807,6625,Brompton Road,,West University Place,77005,Harris,West University Place,Single-Family,2002,4,3,1,3.1,15,2,2,TRUE,2,Traditional,1995000,17,West University/Southside Area,7,7,1/30/2021,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,LAMAR HIGH SCHOOL
56705514,3927,Lowden Street,,Houston,77051,Harris,Sunnyside Courts,Single-Family,1940,4,2,0,2,8,0,1,FALSE,2,"Ranch, Traditional",230000,3,Medical Center South,51,51,12/17/2020,HOUSTON ISD,YOUNG ELEMENTARY,WORTHING HIGH SCHOOL
56775365,4,Courtlandt Place,,Houston,77006,Harris,COURTLANDT PLACE,Single-Family,1910,5,5,1,5.1,23,3,3,FALSE,2,"Other Style, Traditional",3250000,16,Montrose,80,242,11/18/2020,HOUSTON ISD,MACGREGOR ELEMENTARY,LAMAR HIGH SCHOOL
56787775,2,Pinewold Ct,,Houston,77056,Harris,Court At Pinwold Park R/P,Single-Family,1995,4,3,1,3.1,8,2,3,FALSE,0,French,945000,22,Tanglewood Area,53,53,12/9/2020,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
56829505,1079,43rd Street,,Houston,77018,Harris,Garden Oaks Sec 05,Single-Family,1946,2,1,0,1,5,0,1,FALSE,1,Traditional,359000,9,Washington East/Sabine,58,58,12/10/2020,HOUSTON ISD,DURHAM ELEMENTARY,WALTRIP HIGH SCHOOL
56830368,823,Dunleigh Meadows,,Houston,77055,Harris,Somerset Green Sec 4,Single-Family,2016,4,4,1,4.1,8,0,4,FALSE,3,Traditional,875900,9,Timbergrove/Lazybrook,100,100,10/29/2020,HOUSTON ISD,SINCLAIR ELEMENTARY,WALTRIP HIGH SCHOOL
