mls,school,campus_number
32739572,BLACKSHEAR EL,101912110
33373181,BLACKSHEAR EL,101912110
38343832,BLACKSHEAR EL,101912110
38849862,BLACKSHEAR EL,101912110
38898459,BLACKSHEAR EL,101912110
44714075,BLACKSHEAR EL,101912110
57518887,BLACKSHEAR EL,101912110
59346135,BLACKSHEAR EL,101912110
64444237,BLACKSHEAR EL,101912110
65334416,BLACKSHEAR EL,101912110
69123551,BLACKSHEAR EL,101912110
70959803,BLACKSHEAR EL,101912110
71954401,BLACKSHEAR EL,101912110
75204262,BLACKSHEAR EL,101912110
77088968,BLACKSHEAR EL,101912110
81655093,BLACKSHEAR EL,101912110
83580387,BLACKSHEAR EL,101912110
88070214,BLACKSHEAR EL,101912110
89720432,BLACKSHEAR EL,101912110
95981011,BLACKSHEAR EL,101912110
98215351,BLACKSHEAR EL,101912110
98359587,BLACKSHEAR EL,101912110
3156606,MCNAMARA EL,101912227
16152416,MCNAMARA EL,101912227
25221761,MCNAMARA EL,101912227
31138018,MCNAMARA EL,101912227
45927524,MCNAMARA EL,101912227
52716483,MCNAMARA EL,101912227
55775358,MCNAMARA EL,101912227
62327517,MCNAMARA EL,101912227
78405094,MCNAMARA EL,101912227
89055412,MCNAMARA EL,101912227
89520042,MCNAMARA EL,101912227
91921951,MCNAMARA EL,101912227
97632346,MCNAMARA EL,101912227
3165079,GARDEN OAKS MONTESSORI,101912157
5759334,GARDEN OAKS MONTESSORI,101912157
6280685,GARDEN OAKS MONTESSORI,101912157
7374020,GARDEN OAKS MONTESSORI,101912157
12350896,GARDEN OAKS MONTESSORI,101912157
14281550,GARDEN OAKS MONTESSORI,101912157
17189990,GARDEN OAKS MONTESSORI,101912157
23606214,GARDEN OAKS MONTESSORI,101912157
28142989,GARDEN OAKS MONTESSORI,101912157
28648104,GARDEN OAKS MONTESSORI,101912157
32195119,GARDEN OAKS MONTESSORI,101912157
32195119,GARDEN OAKS MONTESSORI,101912157
32195119,GARDEN OAKS MONTESSORI,101912157
33384892,GARDEN OAKS MONTESSORI,101912157
35035157,GARDEN OAKS MONTESSORI,101912157
35035157,GARDEN OAKS MONTESSORI,101912157
35035157,GARDEN OAKS MONTESSORI,101912157
37865577,GARDEN OAKS MONTESSORI,101912157
40992270,GARDEN OAKS MONTESSORI,101912157
41478144,GARDEN OAKS MONTESSORI,101912157
45779651,GARDEN OAKS MONTESSORI,101912157
47496171,GARDEN OAKS MONTESSORI,101912157
47786776,GARDEN OAKS MONTESSORI,101912157
53261939,GARDEN OAKS MONTESSORI,101912157
53580517,GARDEN OAKS MONTESSORI,101912157
57067058,GARDEN OAKS MONTESSORI,101912157
62773072,GARDEN OAKS MONTESSORI,101912157
65433689,GARDEN OAKS MONTESSORI,101912157
65433689,GARDEN OAKS MONTESSORI,101912157
65433689,GARDEN OAKS MONTESSORI,101912157
74323478,GARDEN OAKS MONTESSORI,101912157
83181618,GARDEN OAKS MONTESSORI,101912157
83913420,GARDEN OAKS MONTESSORI,101912157
87753546,GARDEN OAKS MONTESSORI,101912157
91397839,GARDEN OAKS MONTESSORI,101912157
97776535,GARDEN OAKS MONTESSORI,101912157
3308084,KOLTER EL,101912189
3782136,KOLTER EL,101912189
4548910,KOLTER EL,101912189
9711504,KOLTER EL,101912189
14335173,KOLTER EL,101912189
24104040,KOLTER EL,101912189
26202223,KOLTER EL,101912189
26696532,KOLTER EL,101912189
29993690,KOLTER EL,101912189
36218968,KOLTER EL,101912189
41687971,KOLTER EL,101912189
47241971,KOLTER EL,101912189
56958931,KOLTER EL,101912189
60894950,KOLTER EL,101912189
64508143,KOLTER EL,101912189
68852134,KOLTER EL,101912189
69272695,KOLTER EL,101912189
78714713,KOLTER EL,101912189
79516905,KOLTER EL,101912189
80200691,KOLTER EL,101912189
80720162,KOLTER EL,101912189
80778823,KOLTER EL,101912189
80853976,KOLTER EL,101912189
81005454,KOLTER EL,101912189
82454235,KOLTER EL,101912189
87054251,KOLTER EL,101912189
87594998,KOLTER EL,101912189
94430854,KOLTER EL,101912189
94834004,KOLTER EL,101912189
96871362,KOLTER EL,101912189
97105080,KOLTER EL,101912189
3465776,KENNEDY EL,101912188
8906034,KENNEDY EL,101912188
20684110,KENNEDY EL,101912188
25368930,KENNEDY EL,101912188
44750691,KENNEDY EL,101912188
46816777,KENNEDY EL,101912188
48436858,KENNEDY EL,101912188
50529022,KENNEDY EL,101912188
53827155,KENNEDY EL,101912188
55070891,KENNEDY EL,101912188
56649146,KENNEDY EL,101912188
60025082,KENNEDY EL,101912188
62174589,KENNEDY EL,101912188
81823122,KENNEDY EL,101912188
85755842,KENNEDY EL,101912188
86410819,KENNEDY EL,101912188
89485564,KENNEDY EL,101912188
94602272,KENNEDY EL,101912188
94602272,KENNEDY EL,101912188
95842762,KENNEDY EL,101912188
95842762,KENNEDY EL,101912188
96296038,KENNEDY EL,101912188
3589297,BONHAM EL,101912111
11506719,BONHAM EL,101912111
21715414,BONHAM EL,101912111
30287322,BONHAM EL,101912111
35084399,BONHAM EL,101912111
50299213,BONHAM EL,101912111
57414886,BONHAM EL,101912111
72282602,BONHAM EL,101912111
3631477,MARTINEZ C EL,101912289
30161492,MARTINEZ C EL,101912289
32238429,MARTINEZ C EL,101912289
38846234,MARTINEZ C EL,101912289
46892581,MARTINEZ C EL,101912289
51690717,MARTINEZ C EL,101912289
52346664,MARTINEZ C EL,101912289
67596953,MARTINEZ C EL,101912289
85449481,MARTINEZ C EL,101912289
89846253,MARTINEZ C EL,101912289
92137503,MARTINEZ C EL,101912289
3654933,POE EL,101912221
3872865,POE EL,101912221
4453610,POE EL,101912221
5275914,POE EL,101912221
5293266,POE EL,101912221
5294443,POE EL,101912221
7270412,POE EL,101912221
7549366,POE EL,101912221
9445250,POE EL,101912221
10231427,POE EL,101912221
10307658,POE EL,101912221
10883915,POE EL,101912221
11146956,POE EL,101912221
12917338,POE EL,101912221
12933915,POE EL,101912221
14834187,POE EL,101912221
15374390,POE EL,101912221
16203839,POE EL,101912221
17936309,POE EL,101912221
19274054,POE EL,101912221
20257555,POE EL,101912221
21037204,POE EL,101912221
23622543,POE EL,101912221
23935015,POE EL,101912221
24273472,POE EL,101912221
27253216,POE EL,101912221
29403923,POE EL,101912221
30829154,POE EL,101912221
31181794,POE EL,101912221
32334994,POE EL,101912221
34544849,POE EL,101912221
35492659,POE EL,101912221
36019097,POE EL,101912221
36261746,POE EL,101912221
38006407,POE EL,101912221
39259073,POE EL,101912221
39469515,POE EL,101912221
40196802,POE EL,101912221
40961862,POE EL,101912221
42334048,POE EL,101912221
42828805,POE EL,101912221
43194405,POE EL,101912221
43364914,POE EL,101912221
44554630,POE EL,101912221
45131807,POE EL,101912221
47489212,POE EL,101912221
48370514,POE EL,101912221
49725831,POE EL,101912221
51922388,POE EL,101912221
54644514,POE EL,101912221
56219752,POE EL,101912221
56369829,POE EL,101912221
59516870,POE EL,101912221
61988112,POE EL,101912221
66254848,POE EL,101912221
67357632,POE EL,101912221
67633905,POE EL,101912221
69034123,POE EL,101912221
70137628,POE EL,101912221
70777165,POE EL,101912221
73581892,POE EL,101912221
73754952,POE EL,101912221
73871377,POE EL,101912221
74850310,POE EL,101912221
76356920,POE EL,101912221
76762006,POE EL,101912221
76841251,POE EL,101912221
77534393,POE EL,101912221
79557989,POE EL,101912221
79792409,POE EL,101912221
79988510,POE EL,101912221
80417437,POE EL,101912221
80767861,POE EL,101912221
81497088,POE EL,101912221
82985388,POE EL,101912221
84302430,POE EL,101912221
91038234,POE EL,101912221
91401688,POE EL,101912221
91575672,POE EL,101912221
91608976,POE EL,101912221
92409267,POE EL,101912221
93841384,POE EL,101912221
95983629,POE EL,101912221
96267794,POE EL,101912221
97318399,POE EL,101912221
3742892,FIELD EL,101912152
12808680,FIELD EL,101912152
14904278,FIELD EL,101912152
18787151,FIELD EL,101912152
19042958,FIELD EL,101912152
19492544,FIELD EL,101912152
20683819,FIELD EL,101912152
23431940,FIELD EL,101912152
26199853,FIELD EL,101912152
26315892,FIELD EL,101912152
28527543,FIELD EL,101912152
28737333,FIELD EL,101912152
28933694,FIELD EL,101912152
29247495,FIELD EL,101912152
33491714,FIELD EL,101912152
34228363,FIELD EL,101912152
36114302,FIELD EL,101912152
39356799,FIELD EL,101912152
39903293,FIELD EL,101912152
43186556,FIELD EL,101912152
43416860,FIELD EL,101912152
45263843,FIELD EL,101912152
51695374,FIELD EL,101912152
52282733,FIELD EL,101912152
60073495,FIELD EL,101912152
61763538,FIELD EL,101912152
69251416,FIELD EL,101912152
73513802,FIELD EL,101912152
79333261,FIELD EL,101912152
80492191,FIELD EL,101912152
80608233,FIELD EL,101912152
94087553,FIELD EL,101912152
95103832,FIELD EL,101912152
96163027,FIELD EL,101912152
3869729,HORN EL,101912178
7522640,HORN EL,101912178
10296454,HORN EL,101912178
15354039,HORN EL,101912178
15744806,HORN EL,101912178
15883703,HORN EL,101912178
20131137,HORN EL,101912178
22131443,HORN EL,101912178
22440945,HORN EL,101912178
23681012,HORN EL,101912178
24120006,HORN EL,101912178
24757842,HORN EL,101912178
30582383,HORN EL,101912178
39199126,HORN EL,101912178
42223268,HORN EL,101912178
45679812,HORN EL,101912178
45770118,HORN EL,101912178
48846220,HORN EL,101912178
50561567,HORN EL,101912178
51014146,HORN EL,101912178
52136076,HORN EL,101912178
53905460,HORN EL,101912178
53907809,HORN EL,101912178
55630825,HORN EL,101912178
57642549,HORN EL,101912178
60763873,HORN EL,101912178
61316704,HORN EL,101912178
61750835,HORN EL,101912178
65719740,HORN EL,101912178
65945736,HORN EL,101912178
66061479,HORN EL,101912178
67263422,HORN EL,101912178
72463873,HORN EL,101912178
80128574,HORN EL,101912178
80556120,HORN EL,101912178
81810017,HORN EL,101912178
84331588,HORN EL,101912178
84877306,HORN EL,101912178
86310079,HORN EL,101912178
88146441,HORN EL,101912178
90209889,HORN EL,101912178
91869024,HORN EL,101912178
92208414,HORN EL,101912178
93577535,HORN EL,101912178
94556154,HORN EL,101912178
96989534,HORN EL,101912178
97504095,HORN EL,101912178
98040147,HORN EL,101912178
98783237,HORN EL,101912178
4065125,HARVARD EL,101912169
7476296,HARVARD EL,101912169
15754641,HARVARD EL,101912169
18426183,HARVARD EL,101912169
22963749,HARVARD EL,101912169
27637857,HARVARD EL,101912169
39159015,HARVARD EL,101912169
42706920,HARVARD EL,101912169
44841444,HARVARD EL,101912169
50563158,HARVARD EL,101912169
52206995,HARVARD EL,101912169
54888737,HARVARD EL,101912169
59406790,HARVARD EL,101912169
60879923,HARVARD EL,101912169
66200111,HARVARD EL,101912169
70953239,HARVARD EL,101912169
73659062,HARVARD EL,101912169
77675906,HARVARD EL,101912169
78657459,HARVARD EL,101912169
85856674,HARVARD EL,101912169
90145351,HARVARD EL,101912169
4117192,GREGORY-LINCOLN ED CTR,101912058
6958708,GREGORY-LINCOLN ED CTR,101912058
8797838,GREGORY-LINCOLN ED CTR,101912058
8986003,GREGORY-LINCOLN ED CTR,101912058
12124409,GREGORY-LINCOLN ED CTR,101912058
12892280,GREGORY-LINCOLN ED CTR,101912058
13840171,GREGORY-LINCOLN ED CTR,101912058
13863906,GREGORY-LINCOLN ED CTR,101912058
13938486,GREGORY-LINCOLN ED CTR,101912058
14702643,GREGORY-LINCOLN ED CTR,101912058
15037028,GREGORY-LINCOLN ED CTR,101912058
15475660,GREGORY-LINCOLN ED CTR,101912058
18880413,GREGORY-LINCOLN ED CTR,101912058
19318354,GREGORY-LINCOLN ED CTR,101912058
20253005,GREGORY-LINCOLN ED CTR,101912058
20485385,GREGORY-LINCOLN ED CTR,101912058
21315276,GREGORY-LINCOLN ED CTR,101912058
23353569,GREGORY-LINCOLN ED CTR,101912058
25951620,GREGORY-LINCOLN ED CTR,101912058
27793277,GREGORY-LINCOLN ED CTR,101912058
28698329,GREGORY-LINCOLN ED CTR,101912058
29513112,GREGORY-LINCOLN ED CTR,101912058
30231990,GREGORY-LINCOLN ED CTR,101912058
32279965,GREGORY-LINCOLN ED CTR,101912058
36818273,GREGORY-LINCOLN ED CTR,101912058
38579332,GREGORY-LINCOLN ED CTR,101912058
40232809,GREGORY-LINCOLN ED CTR,101912058
41826085,GREGORY-LINCOLN ED CTR,101912058
43704539,GREGORY-LINCOLN ED CTR,101912058
44013547,GREGORY-LINCOLN ED CTR,101912058
45070720,GREGORY-LINCOLN ED CTR,101912058
45070720,GREGORY-LINCOLN ED CTR,101912058
45070720,GREGORY-LINCOLN ED CTR,101912058
47227743,GREGORY-LINCOLN ED CTR,101912058
47322061,GREGORY-LINCOLN ED CTR,101912058
47688089,GREGORY-LINCOLN ED CTR,101912058
49159763,GREGORY-LINCOLN ED CTR,101912058
49786342,GREGORY-LINCOLN ED CTR,101912058
49821838,GREGORY-LINCOLN ED CTR,101912058
52061919,GREGORY-LINCOLN ED CTR,101912058
52852397,GREGORY-LINCOLN ED CTR,101912058
53161631,GREGORY-LINCOLN ED CTR,101912058
59046521,GREGORY-LINCOLN ED CTR,101912058
67264587,GREGORY-LINCOLN ED CTR,101912058
71466098,GREGORY-LINCOLN ED CTR,101912058
76269817,GREGORY-LINCOLN ED CTR,101912058
77592370,GREGORY-LINCOLN ED CTR,101912058
78203450,GREGORY-LINCOLN ED CTR,101912058
78420188,GREGORY-LINCOLN ED CTR,101912058
78723914,GREGORY-LINCOLN ED CTR,101912058
79254782,GREGORY-LINCOLN ED CTR,101912058
82691736,GREGORY-LINCOLN ED CTR,101912058
87702589,GREGORY-LINCOLN ED CTR,101912058
89294987,GREGORY-LINCOLN ED CTR,101912058
89294987,GREGORY-LINCOLN ED CTR,101912058
89294987,GREGORY-LINCOLN ED CTR,101912058
89590051,GREGORY-LINCOLN ED CTR,101912058
90104623,GREGORY-LINCOLN ED CTR,101912058
90227486,GREGORY-LINCOLN ED CTR,101912058
90397393,GREGORY-LINCOLN ED CTR,101912058
91730472,GREGORY-LINCOLN ED CTR,101912058
92483400,GREGORY-LINCOLN ED CTR,101912058
92483400,GREGORY-LINCOLN ED CTR,101912058
92483400,GREGORY-LINCOLN ED CTR,101912058
94559738,GREGORY-LINCOLN ED CTR,101912058
95012110,GREGORY-LINCOLN ED CTR,101912058
95756492,GREGORY-LINCOLN ED CTR,101912058
95801397,GREGORY-LINCOLN ED CTR,101912058
54029147,GREGORY-LINCOLN ED CTR,101912058
4139792,WESLEY EL,101912254
22521265,WESLEY EL,101912254
34353305,WESLEY EL,101912254
37718330,WESLEY EL,101912254
45106644,WESLEY EL,101912254
54543413,WESLEY EL,101912254
57932034,WESLEY EL,101912254
58261979,WESLEY EL,101912254
65212172,WESLEY EL,101912254
68651209,WESLEY EL,101912254
81425533,WESLEY EL,101912254
87964234,WESLEY EL,101912254
90834971,WESLEY EL,101912254
91331068,WESLEY EL,101912254
4356653,MILNE EL,101912299
5990401,MILNE EL,101912299
59908680,MILNE EL,101912299
70499206,MILNE EL,101912299
70964418,MILNE EL,101912299
78149422,MILNE EL,101912299
4385377,HELMS EL,101912170
6629270,HELMS EL,101912170
8096318,HELMS EL,101912170
10547038,HELMS EL,101912170
13230816,HELMS EL,101912170
16587864,HELMS EL,101912170
23950267,HELMS EL,101912170
36880935,HELMS EL,101912170
41088881,HELMS EL,101912170
52512366,HELMS EL,101912170
56955778,HELMS EL,101912170
57680914,HELMS EL,101912170
58487555,HELMS EL,101912170
71076207,HELMS EL,101912170
83270439,HELMS EL,101912170
87915488,HELMS EL,101912170
92623998,HELMS EL,101912170
4448315,FOSTER EL,101912154
10564878,FOSTER EL,101912154
18448740,FOSTER EL,101912154
31409450,FOSTER EL,101912154
38911659,FOSTER EL,101912154
46493564,FOSTER EL,101912154
48692968,FOSTER EL,101912154
49704203,FOSTER EL,101912154
58671492,FOSTER EL,101912154
61713072,FOSTER EL,101912154
64898666,FOSTER EL,101912154
90165515,FOSTER EL,101912154
94929803,FOSTER EL,101912154
95233662,FOSTER EL,101912154
4484698,PARKER EL,101912215
8431961,PARKER EL,101912215
10458434,PARKER EL,101912215
10518583,PARKER EL,101912215
12258124,PARKER EL,101912215
13237620,PARKER EL,101912215
16773895,PARKER EL,101912215
16781831,PARKER EL,101912215
17821978,PARKER EL,101912215
19734021,PARKER EL,101912215
19947838,PARKER EL,101912215
20177779,PARKER EL,101912215
26183110,PARKER EL,101912215
28328422,PARKER EL,101912215
28713732,PARKER EL,101912215
28879198,PARKER EL,101912215
34155947,PARKER EL,101912215
37958479,PARKER EL,101912215
39772414,PARKER EL,101912215
40600230,PARKER EL,101912215
48666558,PARKER EL,101912215
50162937,PARKER EL,101912215
50752985,PARKER EL,101912215
53096977,PARKER EL,101912215
54319227,PARKER EL,101912215
57128168,PARKER EL,101912215
57386013,PARKER EL,101912215
58445275,PARKER EL,101912215
68657317,PARKER EL,101912215
68996255,PARKER EL,101912215
74373771,PARKER EL,101912215
74474163,PARKER EL,101912215
74474511,PARKER EL,101912215
77328830,PARKER EL,101912215
81629655,PARKER EL,101912215
82284682,PARKER EL,101912215
84599572,PARKER EL,101912215
85364759,PARKER EL,101912215
86619660,PARKER EL,101912215
88491541,PARKER EL,101912215
92104795,PARKER EL,101912215
95120515,PARKER EL,101912215
95165913,PARKER EL,101912215
4663442,RED EL,101912224
7098707,RED EL,101912224
13288847,RED EL,101912224
13474879,RED EL,101912224
15122012,RED EL,101912224
19213236,RED EL,101912224
20603539,RED EL,101912224
20985865,RED EL,101912224
22244297,RED EL,101912224
22523359,RED EL,101912224
22620714,RED EL,101912224
26732984,RED EL,101912224
29856986,RED EL,101912224
30098078,RED EL,101912224
31607097,RED EL,101912224
34748376,RED EL,101912224
38333347,RED EL,101912224
40529147,RED EL,101912224
42251738,RED EL,101912224
43202550,RED EL,101912224
43531995,RED EL,101912224
45154424,RED EL,101912224
48508439,RED EL,101912224
58067813,RED EL,101912224
58534220,RED EL,101912224
62579740,RED EL,101912224
68628266,RED EL,101912224
70302789,RED EL,101912224
71686521,RED EL,101912224
73763384,RED EL,101912224
74947575,RED EL,101912224
75736144,RED EL,101912224
80333076,RED EL,101912224
81095645,RED EL,101912224
81226023,RED EL,101912224
82589436,RED EL,101912224
85481503,RED EL,101912224
86259312,RED EL,101912224
86442289,RED EL,101912224
87831127,RED EL,101912224
89739177,RED EL,101912224
92791912,RED EL,101912224
4909411,LANTRIP EL,101912192
5326760,LANTRIP EL,101912192
6372235,LANTRIP EL,101912192
10148749,LANTRIP EL,101912192
10608251,LANTRIP EL,101912192
12068812,LANTRIP EL,101912192
17583191,LANTRIP EL,101912192
20780265,LANTRIP EL,101912192
22406972,LANTRIP EL,101912192
28694421,LANTRIP EL,101912192
29817322,LANTRIP EL,101912192
32906638,LANTRIP EL,101912192
33382136,LANTRIP EL,101912192
34372551,LANTRIP EL,101912192
34994664,LANTRIP EL,101912192
48179783,LANTRIP EL,101912192
52026606,LANTRIP EL,101912192
66785241,LANTRIP EL,101912192
70416909,LANTRIP EL,101912192
73366224,LANTRIP EL,101912192
78250042,LANTRIP EL,101912192
80601626,LANTRIP EL,101912192
83398890,LANTRIP EL,101912192
85878670,LANTRIP EL,101912192
87660222,LANTRIP EL,101912192
88086540,LANTRIP EL,101912192
89565373,LANTRIP EL,101912192
92325908,LANTRIP EL,101912192
93910011,LANTRIP EL,101912192
94488058,LANTRIP EL,101912192
95575139,LANTRIP EL,101912192
96492724,LANTRIP EL,101912192
97142901,LANTRIP EL,101912192
98568963,LANTRIP EL,101912192
4944117,BUSH EL,101912275
6454114,BUSH EL,101912275
10821833,BUSH EL,101912275
11861207,BUSH EL,101912275
12502411,BUSH EL,101912275
14493532,BUSH EL,101912275
26183074,BUSH EL,101912275
29751168,BUSH EL,101912275
34970480,BUSH EL,101912275
38099118,BUSH EL,101912275
47098269,BUSH EL,101912275
52856939,BUSH EL,101912275
53932802,BUSH EL,101912275
56943559,BUSH EL,101912275
60996442,BUSH EL,101912275
65317447,BUSH EL,101912275
66390015,BUSH EL,101912275
69058865,BUSH EL,101912275
69071781,BUSH EL,101912275
69992386,BUSH EL,101912275
71867153,BUSH EL,101912275
74175327,BUSH EL,101912275
78411455,BUSH EL,101912275
94580053,BUSH EL,101912275
95361381,BUSH EL,101912275
98990945,BUSH EL,101912275
5199344,DEANDA EL,101912383
63823497,DEANDA EL,101912383
5229819,LONGFELLOW EL,101912196
11549404,LONGFELLOW EL,101912196
19265001,LONGFELLOW EL,101912196
19274350,LONGFELLOW EL,101912196
21845693,LONGFELLOW EL,101912196
24755039,LONGFELLOW EL,101912196
28582678,LONGFELLOW EL,101912196
37309650,LONGFELLOW EL,101912196
39394606,LONGFELLOW EL,101912196
44009255,LONGFELLOW EL,101912196
45337960,LONGFELLOW EL,101912196
45849536,LONGFELLOW EL,101912196
47361024,LONGFELLOW EL,101912196
47718854,LONGFELLOW EL,101912196
48312609,LONGFELLOW EL,101912196
51809847,LONGFELLOW EL,101912196
52616266,LONGFELLOW EL,101912196
54588869,LONGFELLOW EL,101912196
55067084,LONGFELLOW EL,101912196
55196233,LONGFELLOW EL,101912196
56048676,LONGFELLOW EL,101912196
57468906,LONGFELLOW EL,101912196
59665557,LONGFELLOW EL,101912196
69677787,LONGFELLOW EL,101912196
70313646,LONGFELLOW EL,101912196
74567285,LONGFELLOW EL,101912196
77414875,LONGFELLOW EL,101912196
85748333,LONGFELLOW EL,101912196
87165518,LONGFELLOW EL,101912196
88099743,LONGFELLOW EL,101912196
92227738,LONGFELLOW EL,101912196
92345402,LONGFELLOW EL,101912196
93697697,LONGFELLOW EL,101912196
94342599,LONGFELLOW EL,101912196
5271450,RIVER OAKS EL,101912228
7344983,RIVER OAKS EL,101912228
10478461,RIVER OAKS EL,101912228
10582796,RIVER OAKS EL,101912228
10837770,RIVER OAKS EL,101912228
18714520,RIVER OAKS EL,101912228
20114536,RIVER OAKS EL,101912228
20637019,RIVER OAKS EL,101912228
22218895,RIVER OAKS EL,101912228
25031177,RIVER OAKS EL,101912228
26732714,RIVER OAKS EL,101912228
28286726,RIVER OAKS EL,101912228
29348686,RIVER OAKS EL,101912228
30376231,RIVER OAKS EL,101912228
30628478,RIVER OAKS EL,101912228
32268688,RIVER OAKS EL,101912228
39144423,RIVER OAKS EL,101912228
39584971,RIVER OAKS EL,101912228
39902451,RIVER OAKS EL,101912228
39983287,RIVER OAKS EL,101912228
40037047,RIVER OAKS EL,101912228
40904200,RIVER OAKS EL,101912228
40997662,RIVER OAKS EL,101912228
41675383,RIVER OAKS EL,101912228
42588158,RIVER OAKS EL,101912228
43093425,RIVER OAKS EL,101912228
44289820,RIVER OAKS EL,101912228
45207458,RIVER OAKS EL,101912228
46057309,RIVER OAKS EL,101912228
46156010,RIVER OAKS EL,101912228
47193796,RIVER OAKS EL,101912228
47402070,RIVER OAKS EL,101912228
47434634,RIVER OAKS EL,101912228
51752456,RIVER OAKS EL,101912228
52759165,RIVER OAKS EL,101912228
53010327,RIVER OAKS EL,101912228
53186854,RIVER OAKS EL,101912228
53632916,RIVER OAKS EL,101912228
55412382,RIVER OAKS EL,101912228
56693614,RIVER OAKS EL,101912228
59929161,RIVER OAKS EL,101912228
59948864,RIVER OAKS EL,101912228
62985044,RIVER OAKS EL,101912228
63883420,RIVER OAKS EL,101912228
64281517,RIVER OAKS EL,101912228
65431296,RIVER OAKS EL,101912228
65902892,RIVER OAKS EL,101912228
66687781,RIVER OAKS EL,101912228
70774103,RIVER OAKS EL,101912228
75534242,RIVER OAKS EL,101912228
78814190,RIVER OAKS EL,101912228
81078402,RIVER OAKS EL,101912228
81972453,RIVER OAKS EL,101912228
82163834,RIVER OAKS EL,101912228
82534927,RIVER OAKS EL,101912228
83500437,RIVER OAKS EL,101912228
85699004,RIVER OAKS EL,101912228
87477694,RIVER OAKS EL,101912228
88433884,RIVER OAKS EL,101912228
89705970,RIVER OAKS EL,101912228
91069542,RIVER OAKS EL,101912228
91822296,RIVER OAKS EL,101912228
93177794,RIVER OAKS EL,101912228
93815555,RIVER OAKS EL,101912228
94160375,RIVER OAKS EL,101912228
5279785,SHADYDALE EL,101912479
10022044,SHADYDALE EL,101912479
14642400,SHADYDALE EL,101912479
19140986,SHADYDALE EL,101912479
22768218,SHADYDALE EL,101912479
26969900,SHADYDALE EL,101912479
29275356,SHADYDALE EL,101912479
29502926,SHADYDALE EL,101912479
38252047,SHADYDALE EL,101912479
39399095,SHADYDALE EL,101912479
51669107,SHADYDALE EL,101912479
55293660,SHADYDALE EL,101912479
60060156,SHADYDALE EL,101912479
66513782,SHADYDALE EL,101912479
73897441,SHADYDALE EL,101912479
82293380,SHADYDALE EL,101912479
88002613,SHADYDALE EL,101912479
89520718,SHADYDALE EL,101912479
89696726,SHADYDALE EL,101912479
90341710,SHADYDALE EL,101912479
94808049,SHADYDALE EL,101912479
95836214,SHADYDALE EL,101912479
98409551,SHADYDALE EL,101912479
5384724,RAY DAILY EL,101912396
10542236,RAY DAILY EL,101912396
12941045,RAY DAILY EL,101912396
15009508,RAY DAILY EL,101912396
15128890,RAY DAILY EL,101912396
16754059,RAY DAILY EL,101912396
21979327,RAY DAILY EL,101912396
32920824,RAY DAILY EL,101912396
34982666,RAY DAILY EL,101912396
35421253,RAY DAILY EL,101912396
36865251,RAY DAILY EL,101912396
40154071,RAY DAILY EL,101912396
40734211,RAY DAILY EL,101912396
41549756,RAY DAILY EL,101912396
42820558,RAY DAILY EL,101912396
43125295,RAY DAILY EL,101912396
43908045,RAY DAILY EL,101912396
55714488,RAY DAILY EL,101912396
58345218,RAY DAILY EL,101912396
58502663,RAY DAILY EL,101912396
61634736,RAY DAILY EL,101912396
67540547,RAY DAILY EL,101912396
68337606,RAY DAILY EL,101912396
70775996,RAY DAILY EL,101912396
75414077,RAY DAILY EL,101912396
76836815,RAY DAILY EL,101912396
80046473,RAY DAILY EL,101912396
93627936,RAY DAILY EL,101912396
94072838,RAY DAILY EL,101912396
96568297,RAY DAILY EL,101912396
96862790,RAY DAILY EL,101912396
98023670,RAY DAILY EL,101912396
5464114,OSBORNE EL,101912213
11350094,OSBORNE EL,101912213
68524576,OSBORNE EL,101912213
71299184,OSBORNE EL,101912213
77328671,OSBORNE EL,101912213
77397576,OSBORNE EL,101912213
5467901,MITCHELL EL,101912264
25308773,MITCHELL EL,101912264
31713357,MITCHELL EL,101912264
54916442,MITCHELL EL,101912264
58167217,MITCHELL EL,101912264
69888787,MITCHELL EL,101912264
5747651,WAINWRIGHT EL,101912252
9822496,WAINWRIGHT EL,101912252
12293435,WAINWRIGHT EL,101912252
12884635,WAINWRIGHT EL,101912252
13943413,WAINWRIGHT EL,101912252
14066021,WAINWRIGHT EL,101912252
17692582,WAINWRIGHT EL,101912252
20200251,WAINWRIGHT EL,101912252
20791385,WAINWRIGHT EL,101912252
25917622,WAINWRIGHT EL,101912252
28892549,WAINWRIGHT EL,101912252
36469331,WAINWRIGHT EL,101912252
39070156,WAINWRIGHT EL,101912252
45774353,WAINWRIGHT EL,101912252
46344443,WAINWRIGHT EL,101912252
55341402,WAINWRIGHT EL,101912252
61360325,WAINWRIGHT EL,101912252
70649905,WAINWRIGHT EL,101912252
72660131,WAINWRIGHT EL,101912252
75367788,WAINWRIGHT EL,101912252
80300142,WAINWRIGHT EL,101912252
85297419,WAINWRIGHT EL,101912252
87199892,WAINWRIGHT EL,101912252
89394109,WAINWRIGHT EL,101912252
90731641,WAINWRIGHT EL,101912252
91045692,WAINWRIGHT EL,101912252
92220264,WAINWRIGHT EL,101912252
94190977,WAINWRIGHT EL,101912252
5909989,LOVETT EL,101912199
22126601,LOVETT EL,101912199
24509312,LOVETT EL,101912199
26061449,LOVETT EL,101912199
29015026,LOVETT EL,101912199
29811701,LOVETT EL,101912199
30911107,LOVETT EL,101912199
44962276,LOVETT EL,101912199
47451103,LOVETT EL,101912199
