mls,school,campus_number
47816741,WEST UNIVERSITY ELEMENTARY,
56893124,WEST UNIVERSITY ELEMENTARY,
66596195,WEST UNIVERSITY ELEMENTARY,
67198711,WEST UNIVERSITY ELEMENTARY,
34073074,JEFFERSON ELEMENTARY,
34669504,CONDIT ELEMENTARY,
35148590,HORN ELEMENTARY,
52734016,COOK JR ELEMENTARY,
55720545,BRIARGROVE ELEMENTARY,
78501736,BRIARGROVE ELEMENTARY,
58399669,HOBBY ELEMENTARY,
60920804,STEVENS ELEMENTARY,
65199858,KETELSEN ELEMENTARY,
75788493,KETELSEN ELEMENTARY,
84029418,LOVE ELEMENTARY,
85777797,MARTINEZ R ELEMENTARY,
87174327,BROWNING ELEMENTARY,
93609082,PATTERSON ELEMENTARY,
242718,WISDOM H S,101912009
535780,WISDOM H S,101912009
3724611,WISDOM H S,101912009
3834876,WISDOM H S,101912009
4449267,WISDOM H S,101912009
5232947,WISDOM H S,101912009
8478987,WISDOM H S,101912009
8478987,WISDOM H S,101912009
8955785,WISDOM H S,101912009
9503476,WISDOM H S,101912009
10013743,WISDOM H S,101912009
10439739,WISDOM H S,101912009
10848594,WISDOM H S,101912009
10992816,WISDOM H S,101912009
11579455,WISDOM H S,101912009
12958635,WISDOM H S,101912009
12994846,WISDOM H S,101912009
13844431,WISDOM H S,101912009
14753120,WISDOM H S,101912009
14753120,WISDOM H S,101912009
15244885,WISDOM H S,101912009
15899077,WISDOM H S,101912009
17924058,WISDOM H S,101912009
17936925,WISDOM H S,101912009
18079006,WISDOM H S,101912009
18828450,WISDOM H S,101912009
19212744,WISDOM H S,101912009
20895706,WISDOM H S,101912009
22686426,WISDOM H S,101912009
22688398,WISDOM H S,101912009
22786898,WISDOM H S,101912009
22823093,WISDOM H S,101912009
22829072,WISDOM H S,101912009
22986427,WISDOM H S,101912009
23612646,WISDOM H S,101912009
23623971,WISDOM H S,101912009
23990208,WISDOM H S,101912009
24087275,WISDOM H S,101912009
25561058,WISDOM H S,101912009
25996363,WISDOM H S,101912009
25996363,WISDOM H S,101912009
26405425,WISDOM H S,101912009
26828911,WISDOM H S,101912009
27314558,WISDOM H S,101912009
27436532,WISDOM H S,101912009
28591492,WISDOM H S,101912009
29114226,WISDOM H S,101912009
29168820,WISDOM H S,101912009
29827083,WISDOM H S,101912009
30243501,WISDOM H S,101912009
32219004,WISDOM H S,101912009
32830094,WISDOM H S,101912009
33049833,WISDOM H S,101912009
33396805,WISDOM H S,101912009
33896601,WISDOM H S,101912009
34017288,WISDOM H S,101912009
34320226,WISDOM H S,101912009
34933911,WISDOM H S,101912009
36165254,WISDOM H S,101912009
36862015,WISDOM H S,101912009
37303706,WISDOM H S,101912009
37378060,WISDOM H S,101912009
37441258,WISDOM H S,101912009
37623074,WISDOM H S,101912009
38050643,WISDOM H S,101912009
38351593,WISDOM H S,101912009
38668231,WISDOM H S,101912009
39567934,WISDOM H S,101912009
40151811,WISDOM H S,101912009
40203824,WISDOM H S,101912009
40252222,WISDOM H S,101912009
41699706,WISDOM H S,101912009
41824857,WISDOM H S,101912009
43604377,WISDOM H S,101912009
43680858,WISDOM H S,101912009
43957367,WISDOM H S,101912009
44607125,WISDOM H S,101912009
44613096,WISDOM H S,101912009
44703631,WISDOM H S,101912009
44978406,WISDOM H S,101912009
45104240,WISDOM H S,101912009
46930958,WISDOM H S,101912009
47154111,WISDOM H S,101912009
48249192,WISDOM H S,101912009
48249192,WISDOM H S,101912009
48465429,WISDOM H S,101912009
49616925,WISDOM H S,101912009
49616925,WISDOM H S,101912009
49764750,WISDOM H S,101912009
50200149,WISDOM H S,101912009
50308928,WISDOM H S,101912009
50754531,WISDOM H S,101912009
50968832,WISDOM H S,101912009
51165001,WISDOM H S,101912009
51414640,WISDOM H S,101912009
51688395,WISDOM H S,101912009
52121536,WISDOM H S,101912009
52357432,WISDOM H S,101912009
52727345,WISDOM H S,101912009
53229853,WISDOM H S,101912009
53229853,WISDOM H S,101912009
54060539,WISDOM H S,101912009
54086224,WISDOM H S,101912009
54430802,WISDOM H S,101912009
54537275,WISDOM H S,101912009
54668520,WISDOM H S,101912009
55072083,WISDOM H S,101912009
55808807,WISDOM H S,101912009
56562057,WISDOM H S,101912009
56787775,WISDOM H S,101912009
57370805,WISDOM H S,101912009
57671378,WISDOM H S,101912009
58479431,WISDOM H S,101912009
58589428,WISDOM H S,101912009
58974837,WISDOM H S,101912009
59418545,WISDOM H S,101912009
59495541,WISDOM H S,101912009
59696206,WISDOM H S,101912009
60051258,WISDOM H S,101912009
60437112,WISDOM H S,101912009
60492410,WISDOM H S,101912009
60788967,WISDOM H S,101912009
60958404,WISDOM H S,101912009
61144353,WISDOM H S,101912009
61208357,WISDOM H S,101912009
61338112,WISDOM H S,101912009
62495647,WISDOM H S,101912009
62969474,WISDOM H S,101912009
63139875,WISDOM H S,101912009
64016255,WISDOM H S,101912009
64197796,WISDOM H S,101912009
64667540,WISDOM H S,101912009
64997392,WISDOM H S,101912009
66270166,WISDOM H S,101912009
66900666,WISDOM H S,101912009
67295326,WISDOM H S,101912009
67617557,WISDOM H S,101912009
67911457,WISDOM H S,101912009
67911457,WISDOM H S,101912009
68130226,WISDOM H S,101912009
70501803,WISDOM H S,101912009
70536368,WISDOM H S,101912009
70587411,WISDOM H S,101912009
70587728,WISDOM H S,101912009
71263953,WISDOM H S,101912009
71746364,WISDOM H S,101912009
72820044,WISDOM H S,101912009
73253841,WISDOM H S,101912009
73657099,WISDOM H S,101912009
74104330,WISDOM H S,101912009
74792567,WISDOM H S,101912009
74962836,WISDOM H S,101912009
75186715,WISDOM H S,101912009
76820368,WISDOM H S,101912009
76952242,WISDOM H S,101912009
77436657,WISDOM H S,101912009
77592956,WISDOM H S,101912009
77935188,WISDOM H S,101912009
78188454,WISDOM H S,101912009
79344725,WISDOM H S,101912009
79374445,WISDOM H S,101912009
79647584,WISDOM H S,101912009
80218652,WISDOM H S,101912009
80994958,WISDOM H S,101912009
81742599,WISDOM H S,101912009
81758073,WISDOM H S,101912009
82424613,WISDOM H S,101912009
82558911,WISDOM H S,101912009
83161587,WISDOM H S,101912009
83639619,WISDOM H S,101912009
84588824,WISDOM H S,101912009
85016378,WISDOM H S,101912009
85272867,WISDOM H S,101912009
85418105,WISDOM H S,101912009
85542229,WISDOM H S,101912009
85999774,WISDOM H S,101912009
86810708,WISDOM H S,101912009
87544554,WISDOM H S,101912009
87854049,WISDOM H S,101912009
88110699,WISDOM H S,101912009
88314975,WISDOM H S,101912009
88667793,WISDOM H S,101912009
88754561,WISDOM H S,101912009
88933905,WISDOM H S,101912009
90924956,WISDOM H S,101912009
91018474,WISDOM H S,101912009
91167715,WISDOM H S,101912009
91184041,WISDOM H S,101912009
92297681,WISDOM H S,101912009
92484278,WISDOM H S,101912009
92687204,WISDOM H S,101912009
93085439,WISDOM H S,101912009
93516140,WISDOM H S,101912009
93957956,WISDOM H S,101912009
94178192,WISDOM H S,101912009
94222200,WISDOM H S,101912009
95197275,WISDOM H S,101912009
95698683,WISDOM H S,101912009
95729327,WISDOM H S,101912009
96214728,WISDOM H S,101912009
96422088,WISDOM H S,101912009
96493235,WISDOM H S,101912009
96493235,WISDOM H S,101912009
96881021,WISDOM H S,101912009
97387930,WISDOM H S,101912009
97492260,WISDOM H S,101912009
97900654,WISDOM H S,101912009
98502954,WISDOM H S,101912009
98652314,WISDOM H S,101912009
468622,WASHINGTON B T H S,101912016
3465776,WASHINGTON B T H S,101912016
3498325,WASHINGTON B T H S,101912016
4139792,WASHINGTON B T H S,101912016
5464114,WASHINGTON B T H S,101912016
7870166,WASHINGTON B T H S,101912016
8438080,WASHINGTON B T H S,101912016
8438080,WASHINGTON B T H S,101912016
8906034,WASHINGTON B T H S,101912016
10131915,WASHINGTON B T H S,101912016
11350094,WASHINGTON B T H S,101912016
11835422,WASHINGTON B T H S,101912016
12978269,WASHINGTON B T H S,101912016
17456100,WASHINGTON B T H S,101912016
19612348,WASHINGTON B T H S,101912016
20609299,WASHINGTON B T H S,101912016
20609299,WASHINGTON B T H S,101912016
20684110,WASHINGTON B T H S,101912016
21447393,WASHINGTON B T H S,101912016
22521265,WASHINGTON B T H S,101912016
23797675,WASHINGTON B T H S,101912016
25368930,WASHINGTON B T H S,101912016
25929121,WASHINGTON B T H S,101912016
27986762,WASHINGTON B T H S,101912016
28892832,WASHINGTON B T H S,101912016
28892832,WASHINGTON B T H S,101912016
28892832,WASHINGTON B T H S,101912016
29260359,WASHINGTON B T H S,101912016
29753226,WASHINGTON B T H S,101912016
29753226,WASHINGTON B T H S,101912016
30660702,WASHINGTON B T H S,101912016
32863491,WASHINGTON B T H S,101912016
32956377,WASHINGTON B T H S,101912016
34353305,WASHINGTON B T H S,101912016
34830405,WASHINGTON B T H S,101912016
37107990,WASHINGTON B T H S,101912016
37718330,WASHINGTON B T H S,101912016
37746697,WASHINGTON B T H S,101912016
37762379,WASHINGTON B T H S,101912016
39325433,WASHINGTON B T H S,101912016
40097444,WASHINGTON B T H S,101912016
41478144,WASHINGTON B T H S,101912016
44750691,WASHINGTON B T H S,101912016
45106644,WASHINGTON B T H S,101912016
45307275,WASHINGTON B T H S,101912016
45710231,WASHINGTON B T H S,101912016
46017485,WASHINGTON B T H S,101912016
46816777,WASHINGTON B T H S,101912016
48436858,WASHINGTON B T H S,101912016
48613451,WASHINGTON B T H S,101912016
49770860,WASHINGTON B T H S,101912016
50529022,WASHINGTON B T H S,101912016
53827155,WASHINGTON B T H S,101912016
54543413,WASHINGTON B T H S,101912016
55070891,WASHINGTON B T H S,101912016
56274291,WASHINGTON B T H S,101912016
56450073,WASHINGTON B T H S,101912016
56450073,WASHINGTON B T H S,101912016
56450073,WASHINGTON B T H S,101912016
56450073,WASHINGTON B T H S,101912016
56450073,WASHINGTON B T H S,101912016
56450073,WASHINGTON B T H S,101912016
56649146,WASHINGTON B T H S,101912016
56958575,WASHINGTON B T H S,101912016
57932034,WASHINGTON B T H S,101912016
58261979,WASHINGTON B T H S,101912016
60025082,WASHINGTON B T H S,101912016
62174589,WASHINGTON B T H S,101912016
62473493,WASHINGTON B T H S,101912016
62989815,WASHINGTON B T H S,101912016
64258469,WASHINGTON B T H S,101912016
64258469,WASHINGTON B T H S,101912016
64258469,WASHINGTON B T H S,101912016
64258469,WASHINGTON B T H S,101912016
64258469,WASHINGTON B T H S,101912016
64258469,WASHINGTON B T H S,101912016
65212172,WASHINGTON B T H S,101912016
67122861,WASHINGTON B T H S,101912016
67122861,WASHINGTON B T H S,101912016
67122861,WASHINGTON B T H S,101912016
67153161,WASHINGTON B T H S,101912016
67153161,WASHINGTON B T H S,101912016
67153161,WASHINGTON B T H S,101912016
67153161,WASHINGTON B T H S,101912016
67153161,WASHINGTON B T H S,101912016
67153161,WASHINGTON B T H S,101912016
68524576,WASHINGTON B T H S,101912016
68651209,WASHINGTON B T H S,101912016
68711278,WASHINGTON B T H S,101912016
69377765,WASHINGTON B T H S,101912016
69545338,WASHINGTON B T H S,101912016
71054944,WASHINGTON B T H S,101912016
71299184,WASHINGTON B T H S,101912016
74218334,WASHINGTON B T H S,101912016
75976273,WASHINGTON B T H S,101912016
76701319,WASHINGTON B T H S,101912016
77328671,WASHINGTON B T H S,101912016
77397576,WASHINGTON B T H S,101912016
81425533,WASHINGTON B T H S,101912016
81823122,WASHINGTON B T H S,101912016
85755842,WASHINGTON B T H S,101912016
86410819,WASHINGTON B T H S,101912016
87964234,WASHINGTON B T H S,101912016
87992377,WASHINGTON B T H S,101912016
87992377,WASHINGTON B T H S,101912016
87992377,WASHINGTON B T H S,101912016
87992377,WASHINGTON B T H S,101912016
87992377,WASHINGTON B T H S,101912016
87992377,WASHINGTON B T H S,101912016
88112785,WASHINGTON B T H S,101912016
88112785,WASHINGTON B T H S,101912016
88112785,WASHINGTON B T H S,101912016
88112785,WASHINGTON B T H S,101912016
88112785,WASHINGTON B T H S,101912016
88112785,WASHINGTON B T H S,101912016
89485564,WASHINGTON B T H S,101912016
90763893,WASHINGTON B T H S,101912016
90763893,WASHINGTON B T H S,101912016
90763893,WASHINGTON B T H S,101912016
90834971,WASHINGTON B T H S,101912016
91331068,WASHINGTON B T H S,101912016
92379201,WASHINGTON B T H S,101912016
92576441,WASHINGTON B T H S,101912016
94602272,WASHINGTON B T H S,101912016
94602272,WASHINGTON B T H S,101912016
94706192,WASHINGTON B T H S,101912016
94706192,WASHINGTON B T H S,101912016
95779472,WASHINGTON B T H S,101912016
95779472,WASHINGTON B T H S,101912016
95779472,WASHINGTON B T H S,101912016
95779472,WASHINGTON B T H S,101912016
95779472,WASHINGTON B T H S,101912016
95779472,WASHINGTON B T H S,101912016
95842762,WASHINGTON B T H S,101912016
95842762,WASHINGTON B T H S,101912016
96296038,WASHINGTON B T H S,101912016
98266835,WASHINGTON B T H S,101912016
531033,WESTSIDE H S,101912036
2068135,WESTSIDE H S,101912036
2427259,WESTSIDE H S,101912036
2853980,WESTSIDE H S,101912036
3541490,WESTSIDE H S,101912036
4839631,WESTSIDE H S,101912036
4944117,WESTSIDE H S,101912036
5384724,WESTSIDE H S,101912036
6454114,WESTSIDE H S,101912036
6725950,WESTSIDE H S,101912036
7613817,WESTSIDE H S,101912036
10542236,WESTSIDE H S,101912036
10821833,WESTSIDE H S,101912036
11861207,WESTSIDE H S,101912036
12173839,WESTSIDE H S,101912036
12502411,WESTSIDE H S,101912036
12941045,WESTSIDE H S,101912036
13235662,WESTSIDE H S,101912036
14493532,WESTSIDE H S,101912036
15009508,WESTSIDE H S,101912036
15030038,WESTSIDE H S,101912036
15128890,WESTSIDE H S,101912036
16740976,WESTSIDE H S,101912036
16754059,WESTSIDE H S,101912036
17527078,WESTSIDE H S,101912036
19032072,WESTSIDE H S,101912036
21077061,WESTSIDE H S,101912036
21419382,WESTSIDE H S,101912036
21979327,WESTSIDE H S,101912036
22142483,WESTSIDE H S,101912036
22534509,WESTSIDE H S,101912036
22741989,WESTSIDE H S,101912036
22961328,WESTSIDE H S,101912036
23453730,WESTSIDE H S,101912036
24515679,WESTSIDE H S,101912036
24795278,WESTSIDE H S,101912036
26183074,WESTSIDE H S,101912036
26563150,WESTSIDE H S,101912036
29258845,WESTSIDE H S,101912036
29742589,WESTSIDE H S,101912036
29751168,WESTSIDE H S,101912036
31176539,WESTSIDE H S,101912036
31668001,WESTSIDE H S,101912036
32790750,WESTSIDE H S,101912036
32890257,WESTSIDE H S,101912036
32920824,WESTSIDE H S,101912036
34970480,WESTSIDE H S,101912036
34982666,WESTSIDE H S,101912036
35421253,WESTSIDE H S,101912036
36865251,WESTSIDE H S,101912036
38099118,WESTSIDE H S,101912036
38804751,WESTSIDE H S,101912036
39757111,WESTSIDE H S,101912036
40154071,WESTSIDE H S,101912036
40428140,WESTSIDE H S,101912036
40734211,WESTSIDE H S,101912036
40862968,WESTSIDE H S,101912036
41291685,WESTSIDE H S,101912036
41393606,WESTSIDE H S,101912036
41549756,WESTSIDE H S,101912036
42737711,WESTSIDE H S,101912036
42820558,WESTSIDE H S,101912036
43125295,WESTSIDE H S,101912036
43731183,WESTSIDE H S,101912036
43908045,WESTSIDE H S,101912036
44252117,WESTSIDE H S,101912036
47098269,WESTSIDE H S,101912036
47474425,WESTSIDE H S,101912036
47781112,WESTSIDE H S,101912036
50092068,WESTSIDE H S,101912036
50811052,WESTSIDE H S,101912036
50867249,WESTSIDE H S,101912036
51661497,WESTSIDE H S,101912036
52716445,WESTSIDE H S,101912036
52856939,WESTSIDE H S,101912036
53391515,WESTSIDE H S,101912036
53730075,WESTSIDE H S,101912036
53932802,WESTSIDE H S,101912036
55714488,WESTSIDE H S,101912036
56203384,WESTSIDE H S,101912036
56247765,WESTSIDE H S,101912036
56943559,WESTSIDE H S,101912036
58345218,WESTSIDE H S,101912036
58502663,WESTSIDE H S,101912036
59349713,WESTSIDE H S,101912036
59618353,WESTSIDE H S,101912036
60595928,WESTSIDE H S,101912036
60996442,WESTSIDE H S,101912036
61634736,WESTSIDE H S,101912036
63287853,WESTSIDE H S,101912036
63619222,WESTSIDE H S,101912036
65117904,WESTSIDE H S,101912036
65317447,WESTSIDE H S,101912036
65891140,WESTSIDE H S,101912036
66390015,WESTSIDE H S,101912036
67540547,WESTSIDE H S,101912036
68337606,WESTSIDE H S,101912036
69058865,WESTSIDE H S,101912036
69071781,WESTSIDE H S,101912036
69872110,WESTSIDE H S,101912036
69992386,WESTSIDE H S,101912036
70226576,WESTSIDE H S,101912036
70622722,WESTSIDE H S,101912036
70775996,WESTSIDE H S,101912036
71666326,WESTSIDE H S,101912036
71867153,WESTSIDE H S,101912036
71907659,WESTSIDE H S,101912036
72272726,WESTSIDE H S,101912036
74175327,WESTSIDE H S,101912036
74192858,WESTSIDE H S,101912036
74622672,WESTSIDE H S,101912036
75156660,WESTSIDE H S,101912036
75289363,WESTSIDE H S,101912036
75414077,WESTSIDE H S,101912036
76836815,WESTSIDE H S,101912036
78030179,WESTSIDE H S,101912036
78411455,WESTSIDE H S,101912036
80046473,WESTSIDE H S,101912036
82164605,WESTSIDE H S,101912036
83391092,WESTSIDE H S,101912036
85516889,WESTSIDE H S,101912036
85738795,WESTSIDE H S,101912036
85762311,WESTSIDE H S,101912036
86351152,WESTSIDE H S,101912036
87488353,WESTSIDE H S,101912036
88825189,WESTSIDE H S,101912036
88945169,WESTSIDE H S,101912036
90107693,WESTSIDE H S,101912036
91400056,WESTSIDE H S,101912036
93627936,WESTSIDE H S,101912036
93697007,WESTSIDE H S,101912036
94072838,WESTSIDE H S,101912036
94351267,WESTSIDE H S,101912036
94395829,WESTSIDE H S,101912036
94580053,WESTSIDE H S,101912036
95361381,WESTSIDE H S,101912036
96057099,WESTSIDE H S,101912036
96568297,WESTSIDE H S,101912036
96862790,WESTSIDE H S,101912036
98023670,WESTSIDE H S,101912036
98280605,WESTSIDE H S,101912036
98990945,WESTSIDE H S,101912036
754009,HEIGHTS H S,101912012
1036880,HEIGHTS H S,101912012
2373527,HEIGHTS H S,101912012
2418496,HEIGHTS H S,101912012
2678297,HEIGHTS H S,101912012
2927265,HEIGHTS H S,101912012
3329659,HEIGHTS H S,101912012
3342564,HEIGHTS H S,101912012
3742892,HEIGHTS H S,101912012
4065125,HEIGHTS H S,101912012
4385377,HEIGHTS H S,101912012
4676108,HEIGHTS H S,101912012
5449731,HEIGHTS H S,101912012
6155891,HEIGHTS H S,101912012
6629270,HEIGHTS H S,101912012
6833493,HEIGHTS H S,101912012
7079311,HEIGHTS H S,101912012
7249542,HEIGHTS H S,101912012
7476296,HEIGHTS H S,101912012
8096318,HEIGHTS H S,101912012
8157602,HEIGHTS H S,101912012
8331063,HEIGHTS H S,101912012
9988326,HEIGHTS H S,101912012
10021636,HEIGHTS H S,101912012
10303061,HEIGHTS H S,101912012
10392394,HEIGHTS H S,101912012
10547038,HEIGHTS H S,101912012
10784624,HEIGHTS H S,101912012
10811451,HEIGHTS H S,101912012
11311267,HEIGHTS H S,101912012
11561817,HEIGHTS H S,101912012
11601814,HEIGHTS H S,101912012
12808680,HEIGHTS H S,101912012
13225876,HEIGHTS H S,101912012
13230816,HEIGHTS H S,101912012
13398913,HEIGHTS H S,101912012
13647674,HEIGHTS H S,101912012
13863906,HEIGHTS H S,101912012
14073990,HEIGHTS H S,101912012
14904278,HEIGHTS H S,101912012
15371507,HEIGHTS H S,101912012
15754641,HEIGHTS H S,101912012
15987620,HEIGHTS H S,101912012
16078684,HEIGHTS H S,101912012
16587864,HEIGHTS H S,101912012
17195795,HEIGHTS H S,101912012
18426183,HEIGHTS H S,101912012
18436637,HEIGHTS H S,101912012
18787151,HEIGHTS H S,101912012
18880413,HEIGHTS H S,101912012
19042958,HEIGHTS H S,101912012
19081439,HEIGHTS H S,101912012
19387174,HEIGHTS H S,101912012
19432123,HEIGHTS H S,101912012
19492544,HEIGHTS H S,101912012
19930010,HEIGHTS H S,101912012
20660511,HEIGHTS H S,101912012
20683819,HEIGHTS H S,101912012
21585737,HEIGHTS H S,101912012
21704234,HEIGHTS H S,101912012
22284731,HEIGHTS H S,101912012
22963749,HEIGHTS H S,101912012
23306732,HEIGHTS H S,101912012
23389353,HEIGHTS H S,101912012
23431940,HEIGHTS H S,101912012
23950267,HEIGHTS H S,101912012
24212652,HEIGHTS H S,101912012
24527943,HEIGHTS H S,101912012
24609584,HEIGHTS H S,101912012
24989750,HEIGHTS H S,101912012
25325660,HEIGHTS H S,101912012
25541252,HEIGHTS H S,101912012
25642362,HEIGHTS H S,101912012
25761043,HEIGHTS H S,101912012
26199853,HEIGHTS H S,101912012
26315892,HEIGHTS H S,101912012
27182049,HEIGHTS H S,101912012
27637857,HEIGHTS H S,101912012
27689596,HEIGHTS H S,101912012
27839695,HEIGHTS H S,101912012
28527543,HEIGHTS H S,101912012
28737333,HEIGHTS H S,101912012
28933694,HEIGHTS H S,101912012
29247495,HEIGHTS H S,101912012
29266329,HEIGHTS H S,101912012
30281869,HEIGHTS H S,101912012
30293095,HEIGHTS H S,101912012
30800567,HEIGHTS H S,101912012
32093989,HEIGHTS H S,101912012
32572445,HEIGHTS H S,101912012
33311096,HEIGHTS H S,101912012
33491714,HEIGHTS H S,101912012
33694579,HEIGHTS H S,101912012
34228363,HEIGHTS H S,101912012
34482854,HEIGHTS H S,101912012
35142147,HEIGHTS H S,101912012
35204683,HEIGHTS H S,101912012
35500408,HEIGHTS H S,101912012
35660694,HEIGHTS H S,101912012
36114302,HEIGHTS H S,101912012
36847237,HEIGHTS H S,101912012
36880935,HEIGHTS H S,101912012
37098227,HEIGHTS H S,101912012
37450205,HEIGHTS H S,101912012
38257235,HEIGHTS H S,101912012
38282234,HEIGHTS H S,101912012
38368751,HEIGHTS H S,101912012
39159015,HEIGHTS H S,101912012
39300234,HEIGHTS H S,101912012
39356799,HEIGHTS H S,101912012
39795143,HEIGHTS H S,101912012
39903293,HEIGHTS H S,101912012
41231850,HEIGHTS H S,101912012
41445485,HEIGHTS H S,101912012
41652894,HEIGHTS H S,101912012
42472652,HEIGHTS H S,101912012
42706920,HEIGHTS H S,101912012
42981529,HEIGHTS H S,101912012
43064083,HEIGHTS H S,101912012
43186556,HEIGHTS H S,101912012
43416860,HEIGHTS H S,101912012
43460441,HEIGHTS H S,101912012
43531198,HEIGHTS H S,101912012
44205593,HEIGHTS H S,101912012
44314266,HEIGHTS H S,101912012
44314266,HEIGHTS H S,101912012
44841444,HEIGHTS H S,101912012
45161031,HEIGHTS H S,101912012
45263843,HEIGHTS H S,101912012
45541384,HEIGHTS H S,101912012
46030293,HEIGHTS H S,101912012
46668568,HEIGHTS H S,101912012
46896256,HEIGHTS H S,101912012
47724750,HEIGHTS H S,101912012
48703972,HEIGHTS H S,101912012
48717074,HEIGHTS H S,101912012
49236987,HEIGHTS H S,101912012
49683349,HEIGHTS H S,101912012
49786342,HEIGHTS H S,101912012
49821838,HEIGHTS H S,101912012
50563158,HEIGHTS H S,101912012
50846589,HEIGHTS H S,101912012
50863575,HEIGHTS H S,101912012
50967940,HEIGHTS H S,101912012
51695374,HEIGHTS H S,101912012
52206995,HEIGHTS H S,101912012
52282733,HEIGHTS H S,101912012
52512366,HEIGHTS H S,101912012
52970873,HEIGHTS H S,101912012
53153283,HEIGHTS H S,101912012
53441088,HEIGHTS H S,101912012
54060829,HEIGHTS H S,101912012
54400964,HEIGHTS H S,101912012
54781318,HEIGHTS H S,101912012
54888737,HEIGHTS H S,101912012
54921596,HEIGHTS H S,101912012
55205588,HEIGHTS H S,101912012
55211227,HEIGHTS H S,101912012
55450733,HEIGHTS H S,101912012
56955778,HEIGHTS H S,101912012
57029198,HEIGHTS H S,101912012
57574942,HEIGHTS H S,101912012
57680914,HEIGHTS H S,101912012
58235623,HEIGHTS H S,101912012
58460346,HEIGHTS H S,101912012
58472079,HEIGHTS H S,101912012
58487555,HEIGHTS H S,101912012
59215297,HEIGHTS H S,101912012
59406790,HEIGHTS H S,101912012
59808244,HEIGHTS H S,101912012
60073495,HEIGHTS H S,101912012
60314381,HEIGHTS H S,101912012
60616507,HEIGHTS H S,101912012
60879923,HEIGHTS H S,101912012
61124617,HEIGHTS H S,101912012
61478006,HEIGHTS H S,101912012
61763538,HEIGHTS H S,101912012
63040814,HEIGHTS H S,101912012
63955797,HEIGHTS H S,101912012
63988813,HEIGHTS H S,101912012
64015249,HEIGHTS H S,101912012
65380681,HEIGHTS H S,101912012
65537254,HEIGHTS H S,101912012
66200111,HEIGHTS H S,101912012
67324981,HEIGHTS H S,101912012
68833297,HEIGHTS H S,101912012
69251416,HEIGHTS H S,101912012
69292990,HEIGHTS H S,101912012
70953239,HEIGHTS H S,101912012
71076207,HEIGHTS H S,101912012
71466098,HEIGHTS H S,101912012
71690478,HEIGHTS H S,101912012
71882843,HEIGHTS H S,101912012
71922750,HEIGHTS H S,101912012
72030695,HEIGHTS H S,101912012
72419341,HEIGHTS H S,101912012
73120183,HEIGHTS H S,101912012
73250713,HEIGHTS H S,101912012
73513802,HEIGHTS H S,101912012
73659062,HEIGHTS H S,101912012
73838809,HEIGHTS H S,101912012
74603195,HEIGHTS H S,101912012
74965100,HEIGHTS H S,101912012
75418896,HEIGHTS H S,101912012
75801520,HEIGHTS H S,101912012
75849542,HEIGHTS H S,101912012
76315910,HEIGHTS H S,101912012
76572895,HEIGHTS H S,101912012
76636431,HEIGHTS H S,101912012
76928521,HEIGHTS H S,101912012
77675906,HEIGHTS H S,101912012
77818320,HEIGHTS H S,101912012
78213971,HEIGHTS H S,101912012
78469531,HEIGHTS H S,101912012
78657459,HEIGHTS H S,101912012
78970128,HEIGHTS H S,101912012
79333261,HEIGHTS H S,101912012
79431488,HEIGHTS H S,101912012
80311949,HEIGHTS H S,101912012
80477349,HEIGHTS H S,101912012
80492191,HEIGHTS H S,101912012
80608233,HEIGHTS H S,101912012
81064174,HEIGHTS H S,101912012
82013228,HEIGHTS H S,101912012
82691736,HEIGHTS H S,101912012
83139865,HEIGHTS H S,101912012
83270439,HEIGHTS H S,101912012
83302377,HEIGHTS H S,101912012
83563017,HEIGHTS H S,101912012
83721352,HEIGHTS H S,101912012
83768094,HEIGHTS H S,101912012
83768094,HEIGHTS H S,101912012
83937302,HEIGHTS H S,101912012
84321564,HEIGHTS H S,101912012
84569103,HEIGHTS H S,101912012
85198581,HEIGHTS H S,101912012
85611075,HEIGHTS H S,101912012
85856674,HEIGHTS H S,101912012
86633368,HEIGHTS H S,101912012
87280618,HEIGHTS H S,101912012
87429496,HEIGHTS H S,101912012
87915488,HEIGHTS H S,101912012
88679724,HEIGHTS H S,101912012
89590051,HEIGHTS H S,101912012
89659628,HEIGHTS H S,101912012
90145351,HEIGHTS H S,101912012
90524755,HEIGHTS H S,101912012
90578605,HEIGHTS H S,101912012
90780937,HEIGHTS H S,101912012
91263123,HEIGHTS H S,101912012
91730472,HEIGHTS H S,101912012
91790603,HEIGHTS H S,101912012
92005982,HEIGHTS H S,101912012
92604832,HEIGHTS H S,101912012
92989512,HEIGHTS H S,101912012
94087553,HEIGHTS H S,101912012
94610189,HEIGHTS H S,101912012
95012110,HEIGHTS H S,101912012
95099114,HEIGHTS H S,101912012
95103832,HEIGHTS H S,101912012
95440458,HEIGHTS H S,101912012
95801397,HEIGHTS H S,101912012
95926684,HEIGHTS H S,101912012
96163027,HEIGHTS H S,101912012
96754558,HEIGHTS H S,101912012
97114764,HEIGHTS H S,101912012
97453555,HEIGHTS H S,101912012
98403620,HEIGHTS H S,101912012
845387,HOUSTON MATH SCIENCE AND TECHNOLOG,101912310
7026834,HOUSTON MATH SCIENCE AND TECHNOLOG,101912310
12561983,HOUSTON MATH SCIENCE AND TECHNOLOG,101912310
16720289,HOUSTON MATH SCIENCE AND TECHNOLOG,101912310
