mls,campus_number
32572445,101912012
32572445,101912198
32689476,101912255
32689476,101912008
32707779,101912011
32707779,101912291
32739572,101912110
32739572,101912020
32790750,101912036
32790750,101912274
32830094,101912009
32830094,101912116
32841757,101912255
32841757,101912008
32863491,101912125
32863491,101912016
32890257,101912036
32890257,101912274
32906638,101912192
32906638,101912001
32920824,101912036
32920824,101912396
32956377,101912174
32956377,101912016
33049833,101912009
33049833,101912149
33119708,101912259
33119708,101912008
33154002,101912229
33154002,101912008
33311096,101912198
33311096,101912012
33373181,101912020
33373181,101912110
33382136,101912001
33382136,101912192
33384892,101912157
33384892,101912015
33396805,101912116
33396805,101912009
33407221,101912105
33407221,101912017
33450007,101912287
33450007,101912001
33491714,101912012
33491714,101912152
33524639,101912002
33524639,101912130
33542154,101912105
33542154,101912017
33627021,101912008
33627021,101912204
33649977,101912137
33649977,101912310
33676698,101912195
33676698,101912020
33694579,101912012
33694579,101912198
33768363,101912007
33768363,101912113
33772916,101912027
33772916,101912112
33794309,101912130
33794309,101912002
33892673,101912124
33892673,101912001
33896601,101912009
33896601,101912116
34017288,101912009
34017288,101912116
34073074,101912003
34073074,101912182
34155947,101912017
34155947,101912215
34156339,101912019
34156339,101912247
34176068,101912015
34176068,101912204
34228363,101912152
34228363,101912012
34269220,101912241
34269220,101912015
34320226,101912116
34320226,101912009
34353305,101912016
34353305,101912254
34372551,101912018
34372551,101912192
34454063,101912211
34454063,101912015
34482854,101912198
34482854,101912012
34544849,101912008
34544849,101912221
34669504,101912002
34669504,101912130
34748376,101912017
34748376,101912224
34763890,101912204
34763890,101912008
34799457,101912003
34799457,101912197
34817296,101912015
34817296,101912241
34830405,101912174
34830405,101912016
34835352,101912002
34835352,101912130
34872518,101912291
34872518,101912011
34933911,101912009
34933911,101912116
34970480,101912036
34970480,101912275
34982666,101912036
34982666,101912396
34994664,101912192
34994664,101912018
35007740,101912018
35007740,101912269
35035157,101912015
35035157,101912015
35035157,101912015
35035157,101912157
35035157,101912157
35035157,101912157
35060684,101912008
35060684,101912204
35084399,101912111
35084399,101912023
35091012,101912015
35091012,101912241
35142147,101912135
35142147,101912012
35148590,101912002
35148590,101912178
35204683,101912198
35204683,101912012
35285425,101912008
35285425,101912256
35296285,101912001
35296285,101912287
35309746,101912008
35309746,101912256
35389259,101912477
35389259,101912480
35404452,101912117
35404452,101912001
35421253,101912036
35421253,101912396
35489123,101912019
35489123,101912108
35492659,101912221
35492659,101912008
35500408,101912012
35500408,101912120
35580730,101912008
35580730,101912229
35660694,101912012
35660694,101912135
35898517,101912201
35898517,101912008
35943320,101912008
35943320,101912256
35959848,101912389
35959848,101912003
36019097,101912221
36019097,101912008
36105928,101912255
36105928,101912008
36114302,101912152
36114302,101912012
36115354,101912008
36115354,101912256
36165254,101912009
36165254,101912116
36179611,101912229
36179611,101912008
36218968,101912189
36218968,101912017
36221973,101912015
36221973,101912204
36223601,101912241
36223601,101912015
36261746,101912221
36261746,101912008
36412404,101912015
36412404,101912115
36443739,101912015
36443739,101912245
36445515,101912173
36445515,101912002
36469331,101912024
36469331,101912252
36499208,101912241
36499208,101912015
36571267,101912358
36571267,101912007
36583031,101912121
36583031,101912018
36616431,101912017
36616431,101912131
36727895,101912201
36727895,101912008
36729450,101912003
36729450,101912182
36742479,101912245
36742479,101912015
36746318,101912008
36746318,101912255
36777449,101912229
36777449,101912008
36818273,101912058
36818273,101912008
36847237,101912120
36847237,101912012
36858756,101912240
36858756,101912003
36862015,101912009
36862015,101912116
36865251,101912396
36865251,101912036
36880935,101912012
36880935,101912170
37033654,101912389
37033654,101912003
37085079,101912179
37085079,101912007
37091710,101912008
37091710,101912251
37098227,101912198
37098227,101912012
37107990,101912125
37107990,101912016
37259640,101912018
37259640,101912124
37303706,101912009
37303706,101912149
37309650,101912002
37309650,101912196
37326318,101912015
37326318,101912198
37378060,101912009
37378060,101912116
37406733,101912259
37406733,101912008
37441258,101912009
37441258,101912116
37450205,101912012
37450205,101912204
37550789,101912204
37550789,101912008
37557059,101912007
37557059,101912179
37623074,101912009
37623074,101912116
37718330,101912016
37718330,101912254
37746697,101912016
37746697,101912174
37762379,101912174
37762379,101912016
37865577,101912157
37865577,101912015
37884359,101912019
37884359,101912108
37941843,101912198
37941843,101912015
37958479,101912215
37958479,101912017
37976904,101912007
37976904,101912358
37991438,101912015
37991438,101912204
37998411,101912204
37998411,101912008
38006407,101912008
38006407,101912221
38050643,101912009
38050643,101912116
38099118,101912036
38099118,101912275
38129405,101912105
38129405,101912017
38206171,101912241
38206171,101912015
38245035,101912018
38245035,101912140
38252047,101912479
38252047,101912477
38257235,101912198
38257235,101912012
38282234,101912012
38282234,101912120
38333347,101912224
38333347,101912017
38343832,101912110
38343832,101912020
38347612,101912173
38347612,101912002
38351593,101912116
38351593,101912009
38368751,101912135
38368751,101912012
38480135,101912015
38480135,101912245
38579332,101912008
38579332,101912058
38581452,101912130
38581452,101912002
38630386,101912229
38630386,101912008
38668231,101912116
38668231,101912009
38672665,101912020
38672665,101912243
38720459,101912002
38720459,101912114
38726428,101912010
38726428,101912207
38804751,101912253
38804751,101912036
38846234,101912003
38846234,101912289
38847509,101912015
38847509,101912241
38849862,101912020
38849862,101912110
38886034,101912473
38886034,101912477
38898459,101912020
38898459,101912110
38911659,101912154
38911659,101912020
38914706,101912243
38914706,101912020
38982138,101912140
38982138,101912018
39016282,101912015
39016282,101912241
39070156,101912252
39070156,101912024
39144423,101912008
39144423,101912228
39159015,101912169
39159015,101912012
39199126,101912002
39199126,101912178
39259073,101912008
39259073,101912221
39300234,101912135
39300234,101912012
39308325,101912130
39308325,101912002
39325433,101912016
39325433,101912174
39356799,101912152
39356799,101912012
39394606,101912196
39394606,101912002
39399095,101912479
39399095,101912477
39469515,101912008
39469515,101912221
39507186,101912127
39507186,101912019
39567934,101912116
39567934,101912009
39584971,101912228
39584971,101912008
39660284,101912014
39660284,101912187
39667620,101912204
39667620,101912008
39696799,101912001
39696799,101912171
39717596,101912248
39717596,101912023
39757111,101912253
39757111,101912036
39772414,101912215
39772414,101912017
39795143,101912135
39795143,101912012
39902451,101912228
39902451,101912008
39903293,101912012
39903293,101912152
39909212,101912003
39909212,101912389
39963944,101912473
39963944,101912477
39969640,101912003
39969640,101912197
39983287,101912228
39983287,101912008
40037047,101912228
40037047,101912008
40062041,101912014
40062041,101912187
40097444,101912174
40097444,101912016
40121300,101912002
40121300,101912239
40151811,101912009
40151811,101912116
40154071,101912396
40154071,101912036
40196802,101912221
40196802,101912008
40203824,101912116
40203824,101912009
40232809,101912058
40232809,101912008
40252222,101912009
40252222,101912116
40285392,101912105
40285392,101912017
40325085,101912008
40325085,101912251
40428140,101912276
40428140,101912036
40435436,101912255
40435436,101912008
40495550,101912255
40495550,101912008
40509719,101912251
40509719,101912008
40523629,101912256
40523629,101912008
40529147,101912017
40529147,101912224
40531322,101912002
40531322,101912130
40600230,101912215
40600230,101912017
40602169,101912207
40602169,101912010
40614191,101912008
40614191,101912204
40692146,101912015
40692146,101912241
40692146,101912241
40692146,101912015
40717071,101912133
40717071,101912027
40720601,101912204
40720601,101912015
40734211,101912396
40734211,101912036
40751917,101912018
40751917,101912298
40768857,101912015
40768857,101912115
40849300,101912112
40849300,101912027
40862968,101912276
40862968,101912036
40904200,101912228
40904200,101912008
40961862,101912008
40961862,101912221
40992270,101912015
40992270,101912157
40997662,101912228
40997662,101912008
41047634,101912158
41047634,101912014
41088881,101912015
41088881,101912170
41189547,101912008
41189547,101912204
41231850,101912249
41231850,101912012
41266214,101912128
41266214,101912310
41291685,101912253
41291685,101912036
41310651,101912008
41310651,101912256
41347357,101912241
41347357,101912241
41347357,101912015
41347357,101912015
41347357,101912015
41347357,101912241
41393606,101912036
41393606,101912253
41445485,101912012
41445485,101912198
41478144,101912157
41478144,101912016
41549756,101912036
41549756,101912396
41576471,101912001
41576471,101912279
41582695,101912017
41582695,101912148
41606541,101912008
41606541,101912255
41613079,101912113
41613079,101912007
41640584,101912019
41640584,101912187
41652894,101912198
41652894,101912012
41674989,101912015
41674989,101912241
41675383,101912008
41675383,101912228
41687971,101912017
41687971,101912189
41694913,101912023
41694913,101912394
41699706,101912009
41699706,101912116
41718666,101912182
41718666,101912003
41757266,101912121
41757266,101912018
41824857,101912149
41824857,101912009
41826085,101912008
41826085,101912058
41844470,101912015
41844470,101912115
41845372,101912008
41845372,101912204
41873004,101912024
41873004,101912268
41976029,101912015
41976029,101912241
42004910,101912267
42004910,101912023
42223268,101912002
42223268,101912178
42251738,101912017
42251738,101912224
42307891,101912017
42307891,101912148
42334048,101912221
42334048,101912008
42340163,101912008
42340163,101912204
42386552,101912002
42386552,101912130
42472652,101912204
42472652,101912012
42476302,101912015
42476302,101912115
42506759,101912018
42506759,101912106
42588158,101912228
42588158,101912008
42593009,101912245
42593009,101912015
42676052,101912017
42676052,101912374
42706920,101912169
42706920,101912012
42737711,101912036
42737711,101912273
42757369,101912477
42757369,101912473
42768657,101912155
42768657,101912001
42820558,101912396
42820558,101912036
42828805,101912221
42828805,101912008
42940507,101912255
42940507,101912008
42945132,101912204
42945132,101912008
42981529,101912182
42981529,101912012
42989659,101912002
42989659,101912251
42997701,101912256
42997701,101912008
43021081,101912008
43021081,101912255
43064083,101912012
43064083,101912249
43093425,101912228
43093425,101912008
43111391,101912256
43111391,101912008
43125295,101912036
43125295,101912396
43147414,101912014
43147414,101912373
43177596,101912389
43177596,101912003
43183689,101912204
43183689,101912008
43186556,101912012
43186556,101912152
43194405,101912008
43194405,101912221
43202550,101912224
43202550,101912002
43265738,101912017
43265738,101912148
43364914,101912221
43364914,101912008
43367878,101912015
43367878,101912241
43416860,101912012
43416860,101912152
43460441,101912012
43460441,101912120
43531198,101912249
43531198,101912012
43531995,101912017
43531995,101912224
43592555,101912473
43592555,101912477
43604377,101912116
43604377,101912009
43624081,101912008
43624081,101912256
43680858,101912009
43680858,101912149
43691193,101912394
43691193,101912023
43704539,101912058
43704539,101912008
43731183,101912036
43731183,101912253
43828598,101912002
43828598,101912130
43830135,101912477
43830135,101912473
43908045,101912036
43908045,101912396
43930637,101912001
43930637,101912171
43957367,101912116
43957367,101912009
44009255,101912002
44009255,101912196
44013547,101912008
44013547,101912058
44015375,101912124
44015375,101912001
44015375,101912001
44015375,101912001
44015375,101912124
44015375,101912124
44082177,101912121
44082177,101912018
44134956,101912241
44134956,101912015
44137814,101912015
44137814,101912241
44205593,101912204
44205593,101912012
44206319,101912203
44206319,101912014
44252117,101912036
44252117,101912274
44268497,101912140
44268497,101912018
44289820,101912228
44289820,101912008
44314266,101912012
44314266,101912120
44314266,101912012
44314266,101912120
44338913,101912015
44338913,101912211
44488732,101912015
44488732,101912198
44554630,101912008
44554630,101912221
44555971,101912179
44555971,101912007
44556182,101912229
44556182,101912008
44576550,101912015
44576550,101912241
44589841,101912015
44589841,101912241
44594572,101912018
44594572,101912172
44607125,101912116
44607125,101912009
44613096,101912116
44613096,101912009
44628233,101912008
44628233,101912008
44628233,101912251
44628233,101912251
44628233,101912008
44628233,101912251
44703631,101912116
44703631,101912009
44708217,101912172
44708217,101912001
44711998,101912017
44711998,101912105
44714075,101912110
44714075,101912020
44750691,101912188
44750691,101912016
44768461,101912475
44768461,101912007
44841444,101912169
44841444,101912012
44962276,101912199
44962276,101912002
44976712,101912239
44976712,101912017
44978406,101912116
44978406,101912009
45051937,101912201
45051937,101912008
45070720,101912008
45070720,101912058
45070720,101912058
45070720,101912008
45070720,101912008
45070720,101912058
45104240,101912009
45104240,101912116
45106644,101912254
45106644,101912016
45131807,101912008
45131807,101912221
45154424,101912224
45154424,101912017
45161031,101912135
45161031,101912012
45161813,101912024
45161813,101912242
45207458,101912228
45207458,101912008
45258574,101912106
45258574,101912018
45263843,101912152
45263843,101912012
45284655,101912017
45284655,101912105
45307275,101912016
45307275,101912174
45337960,101912196
45337960,101912002
45359336,101912003
45359336,101912240
45364185,101912242
45364185,101912024
45477497,101912241
45477497,101912015
45530921,101912002
45530921,101912173
45541384,101912249
45541384,101912012
45570897,101912204
45570897,101912008
45612980,101912019
45612980,101912104
45638369,101912287
45638369,101912001
45679812,101912178
45679812,101912002
45710231,101912174
45710231,101912016
45755839,101912310
45755839,101912128
45770118,101912002
45770118,101912178
45774353,101912252
45774353,101912024
45779651,101912015
45779651,101912157
45803554,101912158
45803554,101912014
45849536,101912196
45849536,101912002
45927524,101912023
45927524,101912227
45977831,101912008
45977831,101912259
45982864,101912187
45982864,101912014
45983243,101912245
45983243,101912015
46017485,101912174
46017485,101912016
46030293,101912204
46030293,101912012
46043635,101912256
46043635,101912008
46057309,101912008
46057309,101912228
46088864,101912259
46088864,101912008
46156010,101912228
46156010,101912008
46264474,101912201
46264474,101912008
46302351,101912251
46302351,101912008
46344443,101912252
46344443,101912024
46395956,101912003
46395956,101912182
46475924,101912168
46475924,101912020
46493564,101912154
46493564,101912020
46591557,101912245
46591557,101912015
46593792,101912018
46593792,101912121
46643226,101912241
46643226,101912015
46668568,101912135
46668568,101912012
46780756,101912241
46780756,101912015
46816777,101912188
46816777,101912016
46868843,101912008
46868843,101912204
46892581,101912289
46892581,101912003
46896256,101912012
46896256,101912135
46916379,101912201
46916379,101912008
46930958,101912009
46930958,101912116
47011395,101912004
47011395,101912220
47097803,101912010
47097803,101912239
47098269,101912036
47098269,101912275
47108477,101912001
47108477,101912287
47154111,101912116
47154111,101912009
47161602,101912018
47161602,101912124
47193796,101912228
47193796,101912008
47200346,101912263
47200346,101912019
47208784,101912018
47208784,101912106
47217815,101912001
47217815,101912292
47227743,101912058
47227743,101912008
47241971,101912189
47241971,101912017
47322061,101912008
47322061,101912058
47345118,101912015
47345118,101912245
47361024,101912196
47361024,101912002
47402070,101912228
47402070,101912008
47434634,101912228
47434634,101912008
47451103,101912199
47451103,101912002
47474425,101912253
47474425,101912036
47486335,101912242
47486335,101912024
47489212,101912008
47489212,101912221
47496171,101912157
47496171,101912015
47545448,101912358
47545448,101912007
47586430,101912008
47586430,101912259
47621939,101912297
47621939,101912011
47688089,101912058
47688089,101912008
47718854,101912002
47718854,101912196
47724750,101912198
47724750,101912012
47758672,101912477
47758672,101912473
47758672,101912477
47758672,101912473
47781112,101912036
47781112,101912274
47786776,101912015
47786776,101912157
47816741,101912008
47816741,101912255
47845460,101912268
47845460,101912024
47858557,101912004
47858557,101912220
47957666,101912017
47957666,101912239
47994710,101912014
47994710,101912156
48008846,101912015
48008846,101912245
48032029,101912148
48032029,101912017
48074284,101912286
48074284,101912310
48158744,101912241
48158744,101912015
48179783,101912001
48179783,101912192
48202859,101912108
48202859,101912019
48203471,101912008
48203471,101912259
48222624,101912014
48222624,101912158
48249192,101912009
48249192,101912009
48249192,101912116
48249192,101912116
48257047,101912015
48257047,101912198
48312609,101912196
48312609,101912002
48370514,101912008
48370514,101912221
48422452,101912128
48422452,101912310
48436097,101912019
48436097,101912247
48436858,101912016
48436858,101912188
48465429,101912009
48465429,101912116
48508439,101912002
48508439,101912224
48613451,101912016
48613451,101912174
48666558,101912017
48666558,101912215
48692968,101912154
48692968,101912020
48703972,101912012
48703972,101912198
48708210,101912182
48708210,101912003
48717074,101912012
48717074,101912198
48768853,101912251
48768853,101912008
48768853,101912008
48768853,101912251
48806810,101912008
48806810,101912259
48846220,101912178
48846220,101912002
48918323,101912203
48918323,101912014
49127875,101912017
49127875,101912148
49159763,101912058
49159763,101912008
49212471,101912395
49212471,101912010
49236987,101912135
49236987,101912012
49347253,101912241
49347253,101912015
49490691,101912001
49490691,101912124
49580116,101912008
49580116,101912201
49584277,101912027
49584277,101912112
49616925,101912009
49616925,101912116
49616925,101912009
49616925,101912116
49683349,101912012
49683349,101912182
49704203,101912154
49704203,101912020
49725831,101912221
49725831,101912008
49750443,101912245
49750443,101912024
49764750,101912009
49764750,101912116
49770860,101912174
49770860,101912016
49786342,101912012
49786342,101912058
49821838,101912058
49821838,101912012
49896522,101912195
49896522,101912020
50092068,101912036
50092068,101912274
50162937,101912215
50162937,101912017
50200149,101912116
50200149,101912009
50248729,101912251
50248729,101912002
50276267,101912242
50276267,101912024
50299213,101912111
50299213,101912023
50308928,101912116
50308928,101912009
50349924,101912002
50349924,101912173
50358301,101912017
50358301,101912105
50373232,101912248
50373232,101912023
50468763,101912015
50468763,101912198
50529022,101912016
50529022,101912188
50533622,101912216
50533622,101912027
50553331,101912182
50553331,101912003
50561567,101912178
50561567,101912002
50563158,101912169
50563158,101912012
50569482,101912255
50569482,101912008
50570854,101912008
50570854,101912255
50592635,101912007
50592635,101912113
50618931,101912180
50618931,101912018
50752985,101912215
50752985,101912017
50753256,101912199
50753256,101912002
50754531,101912009
50754531,101912116
50811052,101912036
50811052,101912274
50835774,101912204
50835774,101912008
50846589,101912012
50846589,101912249
50858365,101912002
50858365,101912239
50863575,101912182
50863575,101912012
50867249,101912273
50867249,101912036
50967940,101912012
50967940,101912198
50968832,101912009
50968832,101912116
51014146,101912002
51014146,101912178
51130015,101912259
51130015,101912008
51165001,101912116
51165001,101912009
51167315,101912256
51167315,101912008
51193711,101912199
51193711,101912002
51211707,101912008
51211707,101912255
51251459,101912020
51251459,101912243
51311424,101912156
51311424,101912014
51414640,101912116
51414640,101912009
51419101,101912015
51419101,101912198
51533779,101912114
51533779,101912002
51545156,101912015
51545156,101912241
51585237,101912019
51585237,101912225
51623669,101912008
51623669,101912204
51651440,101912003
51651440,101912182
51661497,101912253
51661497,101912036
51662917,101912115
51662917,101912115
51662917,101912015
51662917,101912015
51669107,101912479
51669107,101912477
51671785,101912007
51671785,101912113
51684996,101912243
51684996,101912020
51688395,101912009
51688395,101912149
51690717,101912289
51690717,101912003
51695374,101912012
51695374,101912152
51752456,101912228
51752456,101912008
51809847,101912196
51809847,101912002
51886107,101912020
51886107,101912110
51906363,101912014
51906363,101912373
51922388,101912008
51922388,101912221
51930695,101912105
51930695,101912017
52026606,101912018
52026606,101912192
52049422,101912008
52049422,101912259
52061919,101912058
52061919,101912008
52108344,101912244
52108344,101912011
52121536,101912116
52121536,101912009
52136076,101912178
52136076,101912002
52166388,101912002
52166388,101912173
52192102,101912108
52192102,101912019
52206995,101912012
52206995,101912169
52282733,101912012
52282733,101912152
52311644,101912003
52311644,101912182
52322619,101912229
52322619,101912008
52346664,101912289
52346664,101912003
52348191,101912251
52348191,101912008
52357432,101912149
52357432,101912009
52396752,101912197
52396752,101912003
52512366,101912012
52512366,101912170
52541853,101912015
52541853,101912204
52590231,101912251
52590231,101912008
52616266,101912002
52616266,101912196
52669949,101912008
52669949,101912204
52670109,101912395
52670109,101912010
52685206,101912240
52685206,101912003
52697168,101912008
52697168,101912251
52705703,101912003
52705703,101912231
52716445,101912276
52716445,101912036
52716483,101912023
52716483,101912227
52727345,101912149
52727345,101912009
52734016,101912007
52734016,101912358
52751753,101912014
52751753,101912156
52759165,101912008
52759165,101912228
52837617,101912199
52837617,101912002
52852397,101912008
52852397,101912058
52856939,101912275
52856939,101912036
52938587,101912003
52938587,101912240
52970873,101912012
52970873,101912198
53010327,101912008
53010327,101912228
53034777,101919001
53034777,101920110
53071148,101912239
53071148,101912010
53096977,101912215
53096977,101912017
53153283,101912135
53153283,101912012
53156191,101912019
53156191,101912247
53161631,101912058
53161631,101912008
53186854,101912008
53186854,101912228
53204216,101912002
53204216,101912002
53204216,101912251
53204216,101912251
53229853,101912009
53229853,101912116
53229853,101912009
53229853,101912116
53248839,101912020
53248839,101912217
53261939,101912157
53261939,101912015
53390727,101912199
53390727,101912002
53391515,101912036
53391515,101912276
53392561,101912310
53392561,101912286
53399519,101912267
53399519,101912023
53410537,101912018
53410537,101912121
53441088,101912012
53441088,101912135
53482742,101912245
53482742,101912015
53528475,101912027
53528475,101912214
53580517,101912015
53580517,101912157
53601589,101912255
53601589,101912008
53606427,101912015
53606427,101912241
53632916,101912008
53632916,101912228
53727913,101912181
53727913,101912310
53730075,101912036
53730075,101912276
53827155,101912188
53827155,101912016
53850225,101912018
53850225,101912121
53875675,101912020
53875675,101912257
53905460,101912002
53905460,101912178
53907725,101912212
53907725,101912004
53907809,101912178
53907809,101912002
53932802,101912036
53932802,101912275
54027014,101912204
54027014,101912015
54029147,101912058
54029147,101912008
54060539,101912116
54060539,101912009
54060829,101912182
54060829,101912012
54086224,101912009
54086224,101912116
54092647,101912008
54092647,101912229
54116504,101912256
54116504,101912008
54119451,101912251
54119451,101912008
54150804,101912024
54150804,101912242
54183370,101912204
54183370,101912008
54319227,101912017
54319227,101912215
54357446,101912310
54357446,101912128
54400964,101912012
54400964,101912198
54430802,101912009
54430802,101912116
54532623,101912019
54532623,101912104
54537275,101912116
54537275,101912009
54543413,101912016
54543413,101912254
54583340,101912024
54583340,101912245
54588869,101912002
54588869,101912196
54644514,101912008
54644514,101912221
54668520,101912009
54668520,101912116
54669616,101912292
54669616,101912001
54722063,101912017
54722063,101912105
54781318,101912012
54781318,101912249
54823912,101912105
54823912,101912017
54888737,101912012
54888737,101912169
54916442,101912014
54916442,101912264
54921596,101912012
54921596,101912204
55067084,101912196
55067084,101912002
55070891,101912188
55070891,101912016
55072083,101912116
55072083,101912009
55079914,101912008
55079914,101912204
55196233,101912196
55196233,101912002
55205588,101912120
55205588,101912012
55211227,101912012
55211227,101912249
55293660,101912477
55293660,101912479
55326125,101912015
55326125,101912211
55341402,101912252
55341402,101912024
55366551,101912008
55366551,101912201
55380677,101912017
55380677,101912173
55383682,101912473
55383682,101912473
55383682,101912477
55383682,101912477
55412382,101912008
55412382,101912228
55433772,101912008
55433772,101912201
55450733,101912012
55450733,101912249
55478507,101912259
55478507,101912008
55570440,101912251
55570440,101912002
55630825,101912002
55630825,101912178
55649356,101912212
55649356,101912004
55670317,101912020
55670317,101912195
55687140,101912232
55687140,101912003
55714488,101912396
55714488,101912036
55720545,101912009
55720545,101912116
55740429,101912008
55740429,101912259
55740429,101912008
55740429,101912259
55775358,101912023
55775358,101912227
55783153,101912256
55783153,101912008
55807179,101912018
55807179,101912269
55808807,101912116
55808807,101912009
55902353,101912015
55902353,101912198
55905475,101912002
55905475,101912173
55921081,101912130
55921081,101912002
56048676,101912002
56048676,101912196
56091796,101912286
56091796,101912310
56119942,101912015
56119942,101912198
56203384,101912036
56203384,101912253
56219752,101912008
56219752,101912221
56247765,101912036
56247765,101912273
56265175,101912115
56265175,101912015
56274291,101912125
56274291,101912016
56279373,101912242
56279373,101912024
56302173,101912015
56302173,101912241
56308983,101912259
56308983,101912008
56338962,101912204
56338962,101912008
56369829,101912221
56369829,101912008
56440072,101912007
56440072,101912475
56450073,101912174
56450073,101912174
56450073,101912016
56450073,101912016
56450073,101912174
56450073,101912016
56450073,101912016
56450073,101912016
56450073,101912174
56450073,101912174
56450073,101912016
56450073,101912174
56487074,101912247
56487074,101912019
56562057,101912149
56562057,101912009
56593259,101912130
56593259,101912002
56649146,101912016
56649146,101912188
56693614,101912008
56693614,101912228
56701807,101912255
56701807,101912008
56705514,101912019
56705514,101912247
56775365,101912008
56775365,101912201
56787775,101912116
56787775,101912009
56830368,101912241
56830368,101912015
56867543,101912204
56867543,101912008
56893124,101912255
56893124,101912008
56929239,101912310
56929239,101912181
56943559,101912275
56943559,101912036
56955778,101912170
56955778,101912012
56958575,101912174
56958575,101912016
56958931,101912189
56958931,101912017
56980939,101912014
56980939,101912187
57029198,101912198
57029198,101912012
57067058,101912157
57067058,101912015
57068381,101912241
57068381,101912015
57104815,101912014
57104815,101912162
57128168,101912017
57128168,101912215
57175284,101912211
57175284,101912015
57230255,101912008
57230255,101912201
57370805,101912116
57370805,101912009
57386013,101912215
57386013,101912017
57402603,101912002
57402603,101912130
57414886,101912023
57414886,101912111
57434541,101912015
57434541,101912115
57461715,101912008
57461715,101912259
57468906,101912002
57468906,101912196
57496115,101912148
57496115,101912017
57514085,101912008
57514085,101912259
57518887,101912110
57518887,101912020
57522122,101912204
57522122,101912008
57574942,101912012
57574942,101912204
57630603,101912172
57630603,101912018
57642549,101912002
57642549,101912178
57671378,101912116
57671378,101912009
57680914,101912170
57680914,101912012
57720754,101912204
57720754,101912008
57750652,101912014
57750652,101912187
57771640,101912159
57771640,101912014
57772394,101912017
57772394,101912239
57802604,101912017
57802604,101912105
57932034,101912254
57932034,101912016
58011955,101912008
58011955,101912255
58055107,101912124
58055107,101912018
58067813,101912224
58067813,101912017
58122659,101912018
58122659,101912121
58167217,101912014
58167217,101912264
58235623,101912012
58235623,101912198
58261979,101912254
58261979,101912016
58345218,101912396
58345218,101912036
58352062,101912204
58352062,101912008
58399669,101912010
58399669,101912175
58420805,101912369
58420805,101912017
58445275,101912017
58445275,101912215
58460346,101912135
58460346,101912012
58472079,101912182
58472079,101912012
58479431,101912009
58479431,101912116
58487555,101912170
58487555,101912012
58502663,101912036
58502663,101912396
58522194,101912245
58522194,101912015
58534220,101912224
58534220,101912017
58589428,101912149
58589428,101912009
58623677,101912241
58623677,101912015
58623677,101912015
58623677,101912241
58671492,101912020
58671492,101912154
58717461,101912247
58717461,101912019
58725479,101912180
58725479,101912018
58731913,101912140
58731913,101912018
58737666,101912015
58737666,101912198
58745128,101912259
58745128,101912008
58745128,101912008
58745128,101912259
58874610,101912015
58874610,101912245
58930647,101912204
58930647,101912008
58961384,101912008
58961384,101912259
58974837,101912116
58974837,101912009
58992773,101912020
58992773,101912257
58999907,101912018
58999907,101912106
59044525,101912216
59044525,101912027
59046521,101912008
59046521,101912058
59215297,101912204
59215297,101912012
59311117,101912015
59311117,101912241
59330881,101912287
59330881,101912001
59346135,101912020
59346135,101912110
59349713,101912253
59349713,101912036
59406790,101912169
59406790,101912012
59418545,101912009
59418545,101912116
59495541,101912116
59495541,101912009
59509148,101912256
59509148,101912008
59516870,101912008
59516870,101912221
59582713,101912182
59582713,101912003
59618353,101912036
59618353,101912253
59665557,101912002
59665557,101912196
59696206,101912116
59696206,101912009
59697161,101912008
59697161,101912259
59719659,101912204
59719659,101912008
59808244,101912204
59808244,101912012
59908680,101912299
59908680,101912017
59918721,101912281
59918721,101912027
59929161,101912228
59929161,101912008
59948864,101912008
59948864,101912228
59973647,101912245
59973647,101912015
59978867,101912241
59978867,101912015
60025082,101912016
60025082,101912188
60051258,101912009
60051258,101912116
60060156,101912477
60060156,101912479
60067624,101912024
60067624,101912242
60073495,101912152
60073495,101912012
60135546,101912124
60135546,101912001
60196374,101912001
60196374,101912124
60271043,101912105
60271043,101912017
60280618,101912002
60280618,101912130
60314381,101912198
60314381,101912012
60327582,101912003
60327582,101912240
60328112,101912008
60328112,101912008
60328112,101912259
60328112,101912259
60411395,101912104
60411395,101912019
60437112,101912116
60437112,101912009
60492410,101912116
60492410,101912009
60497526,101912182
60497526,101912003
60498830,101912008
60498830,101912259
60571214,101912017
60571214,101912105
60575877,101912115
60575877,101912015
60595928,101912273
60595928,101912036
60616507,101912249
60616507,101912012
60617768,101912008
60617768,101912256
60647029,101912201
60647029,101912008
60696810,101912241
60696810,101912015
60731417,101912259
60731417,101912008
60747810,101912018
60747810,101912106
60754684,101912017
60754684,101912148
60763873,101912002
60763873,101912178
60780099,101912248
60780099,101912023
60781641,101912008
60781641,101912204
60788967,101912219
60788967,101912009
60816478,101912204
60816478,101912008
60836307,101912018
60836307,101912180
60879923,101912012
60879923,101912169
60894950,101912017
60894950,101912189
60920804,101912245
60920804,101912015
60936697,101912204
60936697,101912008
60958404,101912009
60958404,101912116
60996442,101912036
60996442,101912275
61048811,101912130
61048811,101912002
61081499,101912002
61081499,101912199
61110974,101912127
61110974,101912019
61112423,101912008
61112423,101912255
61124617,101912198
61124617,101912012
61141443,101912003
61141443,101912197
61144353,101912009
61144353,101912116
61208357,101912009
61208357,101912218
61316704,101912002
61316704,101912178
61338112,101912009
61338112,101912149
61342320,101912001
61342320,101912172
61347485,101912018
