mls,street_number,street_name,city,zip,county,subdivision,home_type,year_built,bedrooms,full_baths,half_baths,total_baths,room_count,fireplaces,stories,pool_private,garages,style,list_price,market_area,area,dom,cdom,list_date,school_district,elementary,high_school
20200251,6010,Golden Forest,Houston,77092,Harris,Forest West,Single-Family,1969,4,2,0,2.0,11,1,2,False,2,Traditional,267000,9,Oak Forest West Area,95,95,11/3/2020,HOUSTON ISD,WAINWRIGHT EL,SCARBOROUGH H S
5747651,6202,Autumn Arbor,Houston,77092,Harris,Forest West Sec 02,Single-Family,1971,3,2,0,2.0,6,1,1,False,2,Traditional,329995,9,Oak Forest West Area,30,30,1/7/2021,HOUSTON ISD,WAINWRIGHT EL,SCARBOROUGH H S
90731641,6219,Brown Bark,Houston,77092,Harris,Forest West,Single-Family,1975,3,2,0,2.0,8,1,1,False,2,"Contemporary/Modern, English, Ranch, Traditional",315000,9,Oak Forest West Area,86,86,11/6/2020,HOUSTON ISD,WAINWRIGHT EL,SCARBOROUGH H S
12293435,6231,Brown Bark,Houston,77092,Harris,Forest West,Single-Family,1974,4,2,0,2.0,11,1,1,False,2,Traditional,267490,9,Oak Forest West Area,82,107,11/16/2020,HOUSTON ISD,WAINWRIGHT EL,SCARBOROUGH H S
35084399,7518,Troulon,Houston,77074,Harris,Sharpstown,Single-Family,1972,3,2,0,2.0,7,1,1,False,2,Contemporary/Modern,277000,21,Sharpstown Area,21,137,1/16/2021,HOUSTON ISD,BONHAM EL,SHARPSTOWN H S
30287322,7527,Jason,Houston,77074,Harris,Sharpstown,Single-Family,1959,3,2,0,2.0,10,0,1,False,2,Traditional,260000,21,Sharpstown Area,10,10,1/27/2021,HOUSTON ISD,BONHAM EL,SHARPSTOWN H S
57414886,7712,Nairn,Houston,77074,Harris,Braeburn Valley Sec 02,Single-Family,1960,3,2,1,2.1,7,2,1,False,0,Traditional,329900,20,Brays Oaks,19,19,1/18/2021,HOUSTON ISD,BONHAM EL,SHARPSTOWN H S
50299213,7713,Valley View,Houston,77074,Harris,Braeburn Valley Sec 01,Single-Family,1960,3,2,0,2.0,8,1,1,False,1,Traditional,236500,20,Brays Oaks,61,576,11/4/2020,HOUSTON ISD,BONHAM EL,SHARPSTOWN H S
3589297,8500,Wateka,Houston,77074,Harris,Braeburn Acres,Single-Family,1968,6,5,1,5.1,20,0,2,False,0,"Contemporary/Modern, Ranch",875000,21,Sharpstown Area,55,55,8/24/2020,HOUSTON ISD,BONHAM EL,SHARPSTOWN H S
11506719,8814,Brae Acres,Houston,77074,Harris,BRAEBURN ACRES,Single-Family,2007,5,5,2,5.2,16,2,2,True,3,"Mediterranean, Spanish",2250000,21,Sharpstown Area,127,127,10/2/2020,HOUSTON ISD,BONHAM EL,SHARPSTOWN H S
72282602,8939,Wateka,Houston,77074,Harris,Braeburn Acres Sec 01,Single-Family,1950,2,2,0,2.0,2,0,1,False,0,"Contemporary/Modern, English, French, Georgian, Mediterranean, Other Style, Ranch",482900,21,Sharpstown Area,248,248,6/3/2020,HOUSTON ISD,BONHAM EL,SHARPSTOWN H S
21715414,9206,Bonhomme,Houston,77074,Harris,Bonham Acres Sec 01 R/P,Single-Family,1959,3,2,1,2.1,11,0,1,False,2,"Other Style, Traditional",339500,20,Brays Oaks,120,120,10/3/2020,HOUSTON ISD,BONHAM EL,SHARPSTOWN H S
16152416,6136,Jason,Houston,77074,Harris,Robindell,Single-Family,1953,3,2,0,2.0,0,0,1,False,0,"Contemporary/Modern, Traditional",229549,20,Brays Oaks,68,68,11/30/2020,HOUSTON ISD,MCNAMARA EL,SHARPSTOWN H S
55775358,6139,Jason,Houston,77074,Harris,Robindell Sec 03,Single-Family,1955,3,2,0,2.0,8,0,1,False,2,Traditional,245000,20,Brays Oaks,9,9,1/28/2021,HOUSTON ISD,MCNAMARA EL,SHARPSTOWN H S
62327517,6214,Reamer,Houston,77074,Harris,Robindell Sec 04,Single-Family,1959,3,2,0,2.0,3,0,1,False,2,Traditional,211200,20,Brays Oaks,99,99,9/24/2020,HOUSTON ISD,MCNAMARA EL,SHARPSTOWN H S
91921951,6419,Indigo,Houston,77074,Harris,Braes Timbers,Single-Family,1959,3,2,0,2.0,3,0,1,False,0,Traditional,199500,20,Brays Oaks,37,37,12/30/2020,HOUSTON ISD,MCNAMARA EL,SHARPSTOWN H S
78405094,6602,Jason,Houston,77074,Harris,Larkwood Sec 01,Single-Family,1955,3,1,0,1.0,8,0,1,False,0,Traditional,238900,20,Brays Oaks,52,52,12/16/2020,HOUSTON ISD,MCNAMARA EL,SHARPSTOWN H S
25221761,8103,Bonhomme,Houston,77074,Harris,Sharpstown Sec 03,Single-Family,1963,3,2,0,2.0,3,1,1,False,2,Traditional,249990,21,Sharpstown Area,29,29,1/8/2021,HOUSTON ISD,MCNAMARA EL,SHARPSTOWN H S
97632346,8303,Albacore,Houston,77074,Harris,Robindell Section 1 R/P,Single-Family,1954,4,2,0,2.0,9,0,1,False,0,Traditional,269500,17,Brays Oaks,56,56,11/29/2020,HOUSTON ISD,MCNAMARA EL,SHARPSTOWN H S
89055412,8822,Mcavoy,Houston,77074,Harris,Braes Timbers,Single-Family,1958,3,2,0,2.0,3,0,1,False,0,Traditional,319900,20,Brays Oaks,77,139,11/21/2020,HOUSTON ISD,MCNAMARA EL,SHARPSTOWN H S
52716483,8826,Robindell,Houston,77074,Harris,Robindell Add Sec 03,Single-Family,1955,3,1,1,1.1,8,1,2,False,2,"Ranch, Traditional",279000,20,Brays Oaks,2,2,2/4/2021,HOUSTON ISD,MCNAMARA EL,SHARPSTOWN H S
89520042,8903,Bonhomme,Houston,77074,Harris,Bonham Acres Sec 01 R/P,Single-Family,1965,3,2,1,2.1,0,1,1,False,3,Traditional,345000,20,Brays Oaks,171,171,8/19/2020,HOUSTON ISD,MCNAMARA EL,SHARPSTOWN H S
31138018,8910,Bintliff,Houston,77074,Harris,Braes Timbers,Single-Family,1958,3,2,0,2.0,8,0,1,False,2,Ranch,289900,20,Brays Oaks,8,131,1/29/2021,HOUSTON ISD,MCNAMARA EL,SHARPSTOWN H S
3156606,9118,Mcavoy,Houston,77074,Harris,Braes Timbers,Single-Family,1958,3,2,0,2.0,6,0,1,False,0,Traditional,284990,20,Brays Oaks,5,28,2/1/2021,HOUSTON ISD,MCNAMARA EL,SHARPSTOWN H S
45927524,9214,Bintliff,Houston,77074,Harris,Braes Timbers,Single-Family,1961,6,2,2,2.2,6,1,1,False,0,Traditional,415000,20,Brays Oaks,7,7,1/30/2021,HOUSTON ISD,MCNAMARA EL,SHARPSTOWN H S
32967264,7619,Del Rey,Houston,77071,Harris,Maplewood West R/P,Single-Family,1970,4,2,2,2.2,8,1,1,False,2,Traditional,374900,20,Brays Oaks,31,233,1/6/2021,HOUSTON ISD,MILNE EL,SHARPSTOWN H S
4356653,7627,Braesglen,Houston,77071,Harris,Maplewood West R/P,Single-Family,1971,4,2,1,2.1,10,1,1,True,1,Traditional,285000,20,Brays Oaks,199,199,6/27/2020,HOUSTON ISD,MILNE EL,SHARPSTOWN H S
70499206,7707,Braesview,Houston,77071,Harris,Maplewood West,Single-Family,1969,4,2,1,2.1,10,1,1,False,2,Traditional,315000,20,Brays Oaks,78,78,11/20/2020,HOUSTON ISD,MILNE EL,SHARPSTOWN H S
70964418,7722,Braesdale,Houston,77071,Harris,Maplewood West R/P,Single-Family,1969,4,2,0,2.0,4,1,1,True,2,Traditional,350000,20,Brays Oaks,207,207,4/23/2020,HOUSTON ISD,MILNE EL,SHARPSTOWN H S
67035002,7826,Twin Hills,Houston,77071,Harris,Braeburn Valley,Single-Family,1959,5,2,0,2.0,13,1,2,False,2,Traditional,367000,20,Brays Oaks,60,60,12/8/2020,HOUSTON ISD,MILNE EL,SHARPSTOWN H S
78149422,8310,Braesdale,Houston,77071,Harris,Braeburn Valley Sec 07,Single-Family,1966,4,3,1,3.1,13,1,1,True,1,Traditional,360000,20,Brays Oaks,0,0,2/6/2021,HOUSTON ISD,MILNE EL,SHARPSTOWN H S
5990401,10911,Paulwood,Houston,77071,Harris,Fondren Sw Northfield Sec 02,Single-Family,1977,3,2,1,2.1,7,1,1,False,0,Traditional,190000,20,Brays Oaks,7,7,1/30/2021,HOUSTON ISD,MILNE EL,SHARPSTOWN H S
84765008,7103,Tours,Houston,77036,Harris,Sharpstown 5,Single-Family,1963,4,2,2,2.2,8,0,1,False,0,Traditional,350000,21,Sharpstown Area,5,5,2/1/2021,HOUSTON ISD,NEFF EL,SHARPSTOWN H S
90498180,7806,Edgemoor,Houston,77036,Harris,Sharpstown Sec 05,Single-Family,1962,3,2,0,2.0,6,1,1,False,0,Traditional,309900,21,Sharpstown Area,26,26,1/11/2021,HOUSTON ISD,NEFF EL,SHARPSTOWN H S
41694913,7807,Hiawatha,Houston,77036,Harris,Sharpstown Cntry Club Estates Sec,Single-Family,1960,4,2,1,2.1,11,1,1,False,0,Traditional,339900,21,Sharpstown Area,57,57,11/27/2020,HOUSTON ISD,NEFF EL,SHARPSTOWN H S
43691193,7902,Neff,Houston,77036,Harris,Sharpstown Country Club Terrac,Single-Family,1963,4,2,0,2.0,12,1,1,False,0,Ranch,299000,21,Sharpstown Area,3,3,2/3/2021,HOUSTON ISD,NEFF EL,SHARPSTOWN H S
87052475,8315,Bellaire,Houston,77036,Harris,Sharpstown Country Club Terrac,Single-Family,1960,4,2,1,2.1,8,1,1,False,2,Traditional,319900,21,Sharpstown Area,255,255,5/27/2020,HOUSTON ISD,NEFF EL,SHARPSTOWN H S
11807636,8418,Concho,Houston,77036,Harris,Sharpstown Country Club Terrac,Single-Family,1967,4,2,1,2.1,8,0,1,False,0,Other Style,249999,21,Sharpstown Area,114,114,10/15/2020,HOUSTON ISD,NEFF EL,SHARPSTOWN H S
24750791,8419,Roos,Houston,77036,Harris,Sharpstown Cntry Cl Terrace Se,Single-Family,1965,3,2,0,2.0,4,1,1,False,0,Traditional,238000,21,Sharpstown Area,7,7,1/20/2021,HOUSTON ISD,NEFF EL,SHARPSTOWN H S
12838077,6301,Bellaire,Houston,77074,Harris,Sharpstown Sec 01,Single-Family,1961,3,1,1,1.1,3,0,1,False,0,Traditional,280000,21,Sharpstown Area,30,30,12/30/2020,HOUSTON ISD,SUTTON EL,SHARPSTOWN H S
60780099,6609,Scribner,Houston,77074,Harris,Sharpstown Sec 01,Single-Family,1956,4,1,1,1.1,7,0,1,True,2,"Other Style, Spanish",259900,21,Sharpstown Area,65,145,12/3/2020,HOUSTON ISD,SUTTON EL,SHARPSTOWN H S
10876801,6637,Beryl,Houston,77074,Harris,Sharpstown Sec 01,Single-Family,1955,3,1,0,1.0,8,0,1,False,0,Traditional,229900,21,Sharpstown Area,48,48,12/20/2020,HOUSTON ISD,SUTTON EL,SHARPSTOWN H S
66993062,6714,Langdon,Houston,77074,Harris,Sharpstown Sec 01,Single-Family,1956,3,2,0,2.0,7,0,1,False,1,Ranch,214900,21,Sharpstown Area,93,93,9/13/2020,HOUSTON ISD,SUTTON EL,SHARPSTOWN H S
71321933,6725,Sharpcrest,Houston,77074,Harris,Sharpstown Sec 01,Single-Family,1956,3,1,1,1.1,6,0,1,False,0,Contemporary/Modern,230000,21,Sharpstown Area,93,527,11/5/2020,HOUSTON ISD,SUTTON EL,SHARPSTOWN H S
39717596,6730,Beryl,Houston,77074,Harris,Sharpstown Sec 01a,Single-Family,1955,3,2,0,2.0,3,0,1,False,2,Contemporary/Modern,249900,21,Sharpstown Area,0,0,2/6/2021,HOUSTON ISD,SUTTON EL,SHARPSTOWN H S
87098087,6825,Hendon,Houston,77074,Harris,Sharpstown Sec 01,Single-Family,1956,3,1,1,1.1,6,0,1,False,0,Traditional,195000,21,Sharpstown Area,5,5,2/1/2021,HOUSTON ISD,SUTTON EL,SHARPSTOWN H S
28707609,7006,Mobud,Houston,77074,Harris,Sharpstown Sec 02,Single-Family,1959,3,2,0,2.0,5,0,1,False,0,Traditional,239900,21,Sharpstown Area,1,1,2/5/2021,HOUSTON ISD,SUTTON EL,SHARPSTOWN H S
21562050,7114,Triola,Houston,77074,Harris,Sharpstown,Single-Family,1960,3,2,0,2.0,4,0,1,False,0,Traditional,249900,21,Sharpstown Area,151,151,9/8/2020,HOUSTON ISD,SUTTON EL,SHARPSTOWN H S
50373232,7413,Albacore,Houston,77074,Harris,Sharpstown Sec 01,Single-Family,1958,3,3,0,3.0,3,0,1,False,0,Traditional,299500,21,Sharpstown Area,66,66,12/2/2020,HOUSTON ISD,SUTTON EL,SHARPSTOWN H S
11406250,9410,Sanford,Houston,77031,Harris,Braeburn Valley West Sec 02,Single-Family,1971,4,2,0,2.0,7,1,1,False,1,Traditional,209900,20,Brays Oaks,1,1,2/5/2021,HOUSTON ISD,VALLEY WEST EL,SHARPSTOWN H S
96823561,10310,Gustine,Houston,77031,Harris,BRAEBURN VALLEY W,Single-Family,1971,3,2,0,2.0,10,1,1,False,2,Traditional,187500,20,Brays Oaks,10,10,1/15/2021,HOUSTON ISD,VALLEY WEST EL,SHARPSTOWN H S
26130291,9031,Hendon,Houston,77036,Harris,Sharpstown Country Club Terrac,Single-Family,1967,5,2,0,2.0,9,1,2,False,2,Traditional,285000,21,Sharpstown Area,49,49,12/10/2020,HOUSTON ISD,WHITE E EL,SHARPSTOWN H S
42004910,9126,Grape,Houston,77036,Harris,Sharpstown Country Club Terrac,Single-Family,1968,4,3,0,3.0,8,1,1,True,0,Colonial,259500,21,Sharpstown Area,17,653,1/20/2021,HOUSTON ISD,WHITE E EL,SHARPSTOWN H S
28311780,9306,Hendon,Houston,77036,Harris,Sharpstown Country Club Terrac,Single-Family,1972,4,2,0,2.0,9,1,1,False,2,Traditional,280000,21,Sharpstown Area,78,78,11/20/2020,HOUSTON ISD,WHITE E EL,SHARPSTOWN H S
53399519,9314,Carvel,Houston,77036,Harris,Sharpstown Country Club Terrac,Single-Family,1972,4,2,1,2.1,9,1,2,False,2,Traditional,279000,21,Sharpstown Area,106,106,10/23/2020,HOUSTON ISD,WHITE E EL,SHARPSTOWN H S
12953374,9415,Roos,Houston,77036,Harris,Sharpstown Country Club Terrac,Single-Family,1970,4,2,1,2.1,10,1,1,False,2,Ranch,320000,21,Sharpstown Area,19,19,1/18/2021,HOUSTON ISD,WHITE E EL,SHARPSTOWN H S
21254096,9418,Roos,Houston,77036,Harris,Sharpstown Country Club Terrac,Single-Family,1969,4,2,1,2.1,9,0,1,False,2,Traditional,298900,21,Sharpstown Area,171,171,8/19/2020,HOUSTON ISD,WHITE E EL,SHARPSTOWN H S
68258530,9551,Neuens #B,Houston,77080,Harris,Spring Branch,Single-Family,2021,3,2,1,2.1,9,0,2,False,0,Contemporary/Modern,304990,24,Spring Branch,1,1,2/5/2021,SPRING BRANCH ISD,PINE SHADOWS EL,SPRING H S
53034777,9555,Neuens #C,Houston,77080,Harris,Spring Branch,Single-Family,2021,3,2,1,2.1,8,0,2,False,0,Contemporary/Modern,324990,24,Spring Branch,1,1,2/5/2021,SPRING BRANCH ISD,PINE SHADOWS EL,SPRING H S
15378590,6015,Glenhurst,Houston,77033,Harris,Edgewood Sec 06,Single-Family,1952,3,2,0,2.0,7,0,1,False,0,Traditional,199900,3,Medical Center South,22,22,1/15/2021,HOUSTON ISD,ALCOTT EL,STERLING H S
93612652,6144,Doulton,Houston,77033,Harris,Edgewood Sec 09,Single-Family,1955,4,2,0,2.0,4,0,1,False,0,Traditional,169000,3,Medical Center South,9,9,1/28/2021,HOUSTON ISD,ALCOTT EL,STERLING H S
73279747,7634,Belbay,Houston,77033,Harris,Edgewood,Single-Family,1955,3,1,1,1.1,5,0,1,False,1,Traditional,135000,3,Medical Center South,1,1,2/5/2021,HOUSTON ISD,ALCOTT EL,STERLING H S
70396134,7715,Belgard Street,Houston,77033,Harris,Edgewood Sec 6,Single-Family,1955,4,2,0,2.0,8,0,1,False,0,Traditional,205000,3,Medical Center South,79,79,11/19/2020,HOUSTON ISD,ALCOTT EL,STERLING H S
77550797,3227,Real #B,Houston,77087,Harris,Real Street Homes,Single-Family,2021,4,4,2,4.2,7,0,2,False,0,Traditional,429900,4,Hobby Area,8,8,1/29/2021,HOUSTON ISD,BROOKLINE EL,STERLING H S
68081239,5238,Grace Point,Houston,77048,Harris,Crestmont Park Sec 02,Single-Family,1976,3,1,0,1.0,5,0,1,False,0,Traditional,125000,3,Medical Center South,31,454,1/6/2021,HOUSTON ISD,CODWELL EL,STERLING H S
89468768,7666,El Rancho Street,Houston,77087,Harris,Santa Rosa,Single-Family,1949,3,3,0,3.0,4,1,1,False,2,Ranch,380000,3,Hobby Area,18,18,1/19/2021,HOUSTON ISD,CORNELIUS EL,STERLING H S
63823497,8042,Hickok,Houston,77075,Harris,Houston Skyscraper Shadows 03,Single-Family,2020,4,2,1,2.1,9,0,2,False,0,Contemporary/Modern,357900,3,Hobby Area,119,119,10/10/2020,HOUSTON ISD,DEANDA EL,STERLING H S
5199344,8333,Wetherby,Houston,77075,Harris,Houston Skyscraper Shadows 02,Single-Family,2002,5,4,0,4.0,5,0,1,False,0,Ranch,334900,3,Hobby Area,107,548,10/22/2020,HOUSTON ISD,DEANDA EL,STERLING H S
28204414,5105,Itiel,Houston,77048,Harris,Maple Village,Single-Family,2020,3,2,1,2.1,10,0,2,False,2,Traditional,223990,3,Medical Center South,37,115,12/31/2020,HOUSTON ISD,FROST EL,STERLING H S
72367061,5106,Frisch,Houston,77048,Harris,Maple Village,Single-Family,2020,3,2,1,2.1,9,0,2,False,2,Traditional,215790,3,Medical Center South,33,33,1/4/2021,HOUSTON ISD,FROST EL,STERLING H S
43195839,5108,Frisch,Houston,77048,Harris,Maple Village,Single-Family,2020,3,2,0,2.0,9,0,1,False,2,Traditional,206990,3,Medical Center South,5,5,2/1/2021,HOUSTON ISD,FROST EL,STERLING H S
74344749,5108,Itiel,Houston,77048,Harris,Maple Village,Single-Family,2020,3,2,0,2.0,7,0,1,False,2,Traditional,209990,3,Medical Center South,22,63,1/15/2021,HOUSTON ISD,FROST EL,STERLING H S
22593375,5114,Itiel,Houston,77048,Harris,Maple Village,Single-Family,2020,3,2,1,2.1,10,0,2,False,2,Traditional,224090,3,Medical Center South,37,160,12/31/2020,HOUSTON ISD,FROST EL,STERLING H S
19990296,5116,Itiel,Houston,77048,Harris,Maple Village,Single-Family,2020,3,2,0,2.0,7,0,1,False,2,Traditional,218590,3,Medical Center South,37,160,12/31/2020,HOUSTON ISD,FROST EL,STERLING H S
79416487,5125,Itiel,Houston,77048,Harris,Maple Village,Single-Family,2020,3,2,1,2.1,10,0,2,False,2,Traditional,224790,3,Medical Center South,33,33,1/4/2021,HOUSTON ISD,FROST EL,STERLING H S
11768087,5626,Vision Lane,Houston,77048,Harris,Kingdom Come,Single-Family,0,4,2,0,2.0,4,0,2,False,2,Traditional,224400,3,Medical Center South,101,101,10/28/2020,HOUSTON ISD,FROST EL,STERLING H S
11339827,5627,Vision Lane,Houston,77048,Harris,Kingdom Come,Single-Family,0,3,2,0,2.0,3,0,2,False,2,Traditional,220900,3,Medical Center South,54,54,12/14/2020,HOUSTON ISD,FROST EL,STERLING H S
23626901,5634,Praise Court,Houston,77048,Harris,Kingdom Come,Single-Family,0,3,2,0,2.0,3,0,2,False,2,Traditional,220900,3,Medical Center South,101,101,10/28/2020,HOUSTON ISD,FROST EL,STERLING H S
899952,5643,Park Village,Houston,77048,Harris,Kingdom Come,Single-Family,0,3,2,0,2.0,3,0,2,False,2,Traditional,220900,3,Medical Center South,101,101,10/28/2020,HOUSTON ISD,FROST EL,STERLING H S
97135753,5702,Praise,Houston,77048,Harris,Kingdom Come,Single-Family,0,4,2,0,2.0,4,0,2,False,2,Traditional,224400,3,Medical Center South,1,1,2/5/2021,HOUSTON ISD,FROST EL,STERLING H S
67942679,5702,Vision Lane,Houston,77048,Harris,Kingdom Come,Single-Family,0,4,2,0,2.0,4,0,2,False,2,Traditional,224400,3,Medical Center South,101,101,10/28/2020,HOUSTON ISD,FROST EL,STERLING H S
47994710,5703,Praise Court,Houston,77048,Harris,Kingdom Come,Single-Family,0,3,2,0,2.0,3,0,2,False,2,Traditional,220900,3,Medical Center South,57,57,10/28/2020,HOUSTON ISD,FROST EL,STERLING H S
67467493,6202,El Platino,Houston,77048,Harris,El Tesoro Sec 03,Single-Family,2020,4,2,1,2.1,11,0,2,False,2,Traditional,247900,3,Medical Center South,51,51,10/30/2020,HOUSTON ISD,FROST EL,STERLING H S
27976382,6511,Macroom Meadows,Houston,77048,Harris,South Meadow Place,Single-Family,2020,3,2,1,2.1,6,0,2,False,2,Traditional,203990,3,Medical Center South,23,67,1/14/2021,HOUSTON ISD,FROST EL,STERLING H S
25684456,6513,Macroom Meadows,Houston,77048,Harris,South Meadow Place,Single-Family,2021,3,2,1,2.1,7,0,2,False,2,Traditional,219990,3,Medical Center South,23,67,1/14/2021,HOUSTON ISD,FROST EL,STERLING H S
34263580,6515,Macroom Meadows,Houston,77048,Harris,South Meadow Place,Single-Family,2020,3,2,1,2.1,8,0,2,False,2,Traditional,211990,3,Medical Center South,23,67,1/14/2021,HOUSTON ISD,FROST EL,STERLING H S
2652890,6517,Macroom Meadows,Houston,77048,Harris,South Meadow Place,Single-Family,2021,3,2,1,2.1,11,0,2,False,2,Traditional,223490,3,Medical Center South,22,68,1/15/2021,HOUSTON ISD,FROST EL,STERLING H S
52751753,11926,Prosperity Point,Houston,77048,Harris,Kingdom Come,Single-Family,0,3,2,0,2.0,4,0,2,False,2,"Contemporary/Modern, Traditional",220900,3,Medical Center South,85,85,11/13/2020,HOUSTON ISD,FROST EL,STERLING H S
51311424,12034,Rosecroft,Houston,77048,Harris,Kingdom Come,Single-Family,0,3,2,0,2.0,3,0,2,False,2,Traditional,220900,3,Medical Center South,101,101,10/28/2020,HOUSTON ISD,FROST EL,STERLING H S
15551712,12702,Almeda Crossing,Houston,77048,Harris,Almeda Crossing,Single-Family,2017,3,2,1,2.1,6,0,2,True,0,Contemporary/Modern,249000,3,Medical Center South,6,6,1/31/2021,HOUSTON ISD,FROST EL,STERLING H S
66450805,12702,Marciano,Houston,77048,Harris,Maple Village,Single-Family,2020,3,2,1,2.1,9,0,2,False,2,Traditional,221590,3,Medical Center South,33,33,1/4/2021,HOUSTON ISD,FROST EL,STERLING H S
2178041,12802,Marciano,Houston,77048,Harris,Maple Village,Single-Family,2020,3,2,1,2.1,6,0,2,False,2,Traditional,219990,3,Medical Center South,22,221,1/15/2021,HOUSTON ISD,FROST EL,STERLING H S
85674460,12813,Marciano,Houston,77048,Harris,Maple Village,Single-Family,2020,4,2,1,2.1,11,0,2,False,2,Traditional,230590,3,Medical Center South,33,33,1/4/2021,HOUSTON ISD,FROST EL,STERLING H S
73955623,12816,Marciano,Houston,77048,Harris,Maple Village,Single-Family,2020,4,2,1,2.1,11,0,2,False,2,Traditional,229990,3,Medical Center South,33,33,1/4/2021,HOUSTON ISD,FROST EL,STERLING H S
79445136,12902,Marciano,Houston,77048,Harris,Maple Village,Single-Family,2020,3,2,0,2.0,6,0,1,False,2,Traditional,198990,3,Medical Center South,33,33,1/4/2021,HOUSTON ISD,FROST EL,STERLING H S
91769534,12903,Marciano,Houston,77048,Harris,Maple Village,Single-Family,2020,4,2,1,2.1,11,0,2,False,2,Traditional,228990,3,Medical Center South,33,33,1/4/2021,HOUSTON ISD,FROST EL,STERLING H S
51834102,12904,Marciano,Houston,77048,Harris,Maple Village,Single-Family,2020,3,2,0,2.0,4,0,1,False,2,Traditional,200990,3,Medical Center South,37,242,12/31/2020,HOUSTON ISD,FROST EL,STERLING H S
45304094,12910,Marciano,Houston,77048,Harris,Maple Village,Single-Family,2020,3,2,0,2.0,5,0,1,False,2,Traditional,197990,3,Medical Center South,8,141,1/29/2021,HOUSTON ISD,FROST EL,STERLING H S
39404050,12911,Marciano,Houston,77048,Harris,Maple Village,Single-Family,2020,3,2,0,2.0,5,0,1,False,2,Traditional,208990,3,Medical Center South,37,242,12/31/2020,HOUSTON ISD,FROST EL,STERLING H S
39210579,12913,Marciano,Houston,77048,Harris,Maple Village,Single-Family,2020,3,2,1,2.1,10,0,2,False,2,Traditional,227790,3,Medical Center South,33,33,1/4/2021,HOUSTON ISD,FROST EL,STERLING H S
75180003,12915,Marciano,Houston,77048,Harris,Maple Village,Single-Family,2020,4,2,1,2.1,6,0,2,False,2,Traditional,230590,3,Medical Center South,37,242,12/31/2020,HOUSTON ISD,FROST EL,STERLING H S
25026097,12916,Marciano,Houston,77048,Harris,Maple Village,Single-Family,2020,3,2,1,2.1,8,0,2,False,2,Traditional,212090,3,Medical Center South,33,33,1/4/2021,HOUSTON ISD,FROST EL,STERLING H S
64376336,12917,Marciano,Houston,77048,Harris,Maple Village,Single-Family,2020,3,2,0,2.0,7,0,1,False,2,Traditional,216090,3,Medical Center South,33,33,1/4/2021,HOUSTON ISD,FROST EL,STERLING H S
85550369,13404,Merryville Harrogate,Houston,77048,Harris,South Meadow Place,Single-Family,2020,3,2,1,2.1,8,0,2,False,2,Traditional,214990,3,Medical Center South,28,28,1/9/2021,HOUSTON ISD,FROST EL,STERLING H S
20499823,13406,Merryville Harrogate,Houston,77048,Harris,South Meadow Place,Single-Family,2020,3,2,1,2.1,6,0,2,False,2,Traditional,204990,3,Medical Center South,28,28,1/9/2021,HOUSTON ISD,FROST EL,STERLING H S
45585316,13408,Merryville Harrogate,Houston,77048,Harris,South Meadow Place,Single-Family,2021,3,2,1,2.1,7,0,2,False,2,Traditional,219990,3,Medical Center South,28,28,1/9/2021,HOUSTON ISD,FROST EL,STERLING H S
23374823,13410,Merryville Harrogate,Houston,77048,Harris,South Meadow Place,Single-Family,2020,3,2,1,2.1,8,0,2,False,2,Traditional,211990,3,Medical Center South,28,28,1/9/2021,HOUSTON ISD,FROST EL,STERLING H S
11615226,13412,Merryville Harrogate,Houston,77048,Harris,South Meadow Place,Single-Family,2020,3,2,1,2.1,6,0,2,False,2,Traditional,203990,3,Medical Center South,28,41,1/9/2021,HOUSTON ISD,FROST EL,STERLING H S
40704067,13414,Merryville Harrogate,Houston,77048,Harris,South Meadow Place,Single-Family,2021,3,2,1,2.1,7,0,2,False,2,Traditional,228990,3,Medical Center South,28,28,1/9/2021,HOUSTON ISD,FROST EL,STERLING H S
95507092,13418,Merryville Harrogate,Houston,77048,Harris,South Meadow Place,Single-Family,2021,3,2,1,2.1,7,0,2,False,2,Traditional,219990,3,Medical Center South,28,28,1/9/2021,HOUSTON ISD,FROST EL,STERLING H S
5249605,13420,Merryville Harrogate,Houston,77048,Harris,South Meadow Place,Single-Family,2020,3,2,1,2.1,6,0,2,False,2,Traditional,203990,3,Medical Center South,28,28,1/9/2021,HOUSTON ISD,FROST EL,STERLING H S
97623740,13422,Merryville Harrogate,Houston,77048,Harris,South Meadow Place,Single-Family,2021,3,2,1,2.1,7,0,2,False,2,Traditional,228990,3,Medical Center South,28,28,1/9/2021,HOUSTON ISD,FROST EL,STERLING H S
79512485,7009,Rook,Houston,77087,Harris,Bayou Oaks,Single-Family,2019,3,2,0,2.0,3,0,1,False,1,Traditional,270000,3,Hobby Area,2,2,2/4/2021,HOUSTON ISD,GARDEN VILLAS EL,STERLING H S
45803554,7134,Heron,Houston,77087,Harris,Bayou Oaks,Single-Family,1970,5,3,0,3.0,5,1,1,False,2,Ranch,289000,3,Hobby Area,21,21,1/16/2021,HOUSTON ISD,GARDEN VILLAS EL,STERLING H S
41047634,7139,Rook,Houston,77087,Harris,Bayou Oaks,Single-Family,2019,3,2,1,2.1,6,0,1,False,0,Traditional,259900,3,Hobby Area,59,59,12/9/2020,HOUSTON ISD,GARDEN VILLAS EL,STERLING H S
